ID,dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,fuel_swelling,fuel_gas_swelling
587,6.95E-05,0.5252489199,0.01581107258,2.11E-09,27085.97731,8.74E-08,1.42E-09,2.83E-18,8.61E-07,79.09390736,57.74358286
588,3.45E-05,0.8567153006,0.05599235769,2.67E-09,17124.29458,2.93E-07,8.77E-10,1.26E-18,5.37E-07,29.29444437,7.944119879
589,9.34E-05,0.5419484463,0.01851861386,4.16E-09,42793.80535,2.57E-07,1.41E-09,2.55E-18,5.15E-07,84.39767414,63.04734964
590,5.79E-05,0.5005597632,0.05893364725,3.77E-09,20465.28883,1.09E-07,1.64E-09,1.68E-18,6.95E-07,50.29251201,28.94218752
591,5.98E-05,0.5957993405,0.05251345775,4.94E-09,21685.81914,1.20E-07,2.66E-09,3.64E-18,7.54E-07,47.88535084,26.53502634
592,6.69E-05,0.5662097474,0.05394727597,2.02E-09,12385.34403,3.71E-07,3.76E-10,2.79E-18,6.31E-07,58.23503236,36.88470786
593,2.83E-05,0.6404648413,0.02346058272,2.69E-09,16343.90425,3.61E-07,2.26E-09,1.36E-18,7.48E-07,33.24829874,11.89797424
594,8.22E-05,0.6479542978,0.01931328031,1.21E-09,38493.91572,1.11E-07,2.61E-09,1.43E-18,5.56E-07,93.77728137,72.42695688
595,8.59E-05,0.8171933184,0.01125819009,1.53E-09,30488.65637,2.95E-07,2.19E-09,2.10E-18,9.29E-07,78.99339876,57.64307426
596,9.70E-05,0.8845592906,0.01218685812,1.12E-09,16618.45233,3.26E-07,2.42E-09,1.78E-18,5.85E-07,86.80705631,65.45673181
597,8.04E-05,0.822054104,0.07842981691,4.44E-09,31124.12269,1.76E-08,1.64E-09,1.62E-18,5.95E-07,44.75996343,23.40963893
598,8.00E-05,0.6170772517,0.01270042433,4.71E-09,36711.55765,2.11E-07,1.88E-09,3.36E-18,3.44E-07,77.09283806,55.74251356
599,6.84E-05,0.883885897,0.04415136535,3.39E-09,9988.842709,2.32E-07,1.75E-09,3.92E-18,9.63E-07,48.16756357,26.81723908
600,4.98E-05,0.8467737606,0.02786749951,3.75E-09,36843.99863,2.02E-07,2.79E-09,1.85E-18,6.92E-07,44.36490886,23.01458436
601,9.63E-05,0.7178272794,0.07719137183,3.57E-09,41262.10589,1.37E-08,1.74E-09,2.29E-18,3.50E-07,52.3947037,31.04437921
602,1.72E-05,0.7296597259,0.01612448918,2.18E-09,13263.54216,3.66E-07,2.69E-09,2.99E-18,3.25E-07,21.7108911,0.3605666035
603,2.30E-05,0.8619468795,0.01784993215,4.01E-09,15478.58773,3.66E-07,1.73E-09,3.17E-18,3.63E-07,22.07129342,0.7209689254
604,4.33E-05,0.8525366719,0.01327606344,1.58E-09,42024.63234,2.58E-07,2.65E-09,3.12E-18,8.00E-07,43.1415895,21.791265
605,2.93E-05,0.8350051106,0.06932370904,4.66E-09,14975.67852,2.50E-07,2.37E-09,2.50E-18,5.02E-07,23.3695127,2.019188207
606,4.97E-05,0.5991197865,0.04652285936,3.85E-09,44697.53824,1.74E-07,1.44E-09,3.39E-18,4.70E-07,46.07984642,24.72952192
607,4.67E-05,0.5572598951,0.0199514684,4.46E-09,24556.13134,7.05E-08,2.87E-09,3.65E-18,3.77E-07,54.17314287,32.82281838
608,5.44E-05,0.576166003,0.05280258443,6.38E-10,47261.16407,1.85E-07,7.58E-10,1.77E-18,3.90E-07,97.61333961,76.26301511
609,6.35E-05,0.849348424,0.06834868687,6.47E-10,12339.06554,1.56E-08,2.88E-09,3.54E-18,4.16E-07,56.15266925,34.80234475
610,3.80E-05,0.5822012983,0.06364103739,4.48E-09,22147.38131,6.25E-08,3.62E-10,2.61E-18,4.59E-07,36.64979238,15.29946789
611,9.75E-05,0.7516324091,0.05277908355,4.10E-09,23935.8359,3.51E-07,1.38E-09,2.10E-18,9.04E-07,60.26634727,38.91602277
612,5.73E-05,0.6422799026,0.06435444716,4.87E-09,7748.995154,3.98E-07,1.18E-09,2.31E-18,5.89E-07,42.87923569,21.52891119
613,4.60E-05,0.8723997977,0.07548536767,1.06E-09,48217.45002,2.61E-08,1.15E-09,3.83E-18,7.70E-07,38.82324715,17.47292266
614,8.94E-05,0.8711161552,0.05035925627,1.54E-09,22271.74694,3.75E-08,8.24E-10,3.99E-18,8.56E-07,61.2283948,39.87807031
615,1.65E-05,0.7385890019,0.03009834461,3.22E-09,23559.62827,1.42E-07,1.49E-09,2.53E-18,7.52E-07,22.11894239,0.7686178905
616,5.38E-05,0.7688641579,0.06588751823,3.14E-09,29220.13605,1.10E-07,2.23E-09,3.98E-18,4.63E-07,37.78539265,16.43506815
617,9.39E-05,0.5460488514,0.03215694306,4.73E-09,34652.83937,2.68E-07,8.70E-10,1.07E-18,9.19E-07,79.97938046,58.62905597
618,6.40E-05,0.6467438107,0.07287176066,2.99E-09,38113.50784,2.39E-07,7.68E-10,3.47E-18,9.10E-07,44.65805128,23.30772678
619,3.07E-05,0.5076042228,0.04454495241,3.15E-09,20938.93145,2.20E-07,2.97E-09,2.77E-18,9.58E-07,35.70158241,14.35125791
620,7.98E-05,0.5111267017,0.07575231257,2.26E-09,46678.47558,1.40E-07,6.28E-10,2.04E-18,2.97E-07,60.98826137,39.63793687
621,4.74E-05,0.77012835,0.05633353083,4.98E-09,30818.56411,3.80E-07,1.02E-09,3.56E-18,3.09E-07,37.25509267,15.90476817
622,6.09E-05,0.5809512497,0.06455564871,1.04E-09,20701.99602,1.26E-07,2.90E-09,3.77E-18,7.51E-07,52.53734069,31.1870162
623,3.74E-05,0.6624595881,0.01642512904,1.40E-09,48135.23849,1.72E-07,2.45E-09,3.68E-18,7.18E-07,44.35927135,23.00894686
624,2.09E-05,0.8025051314,0.04688223423,1.42E-09,28018.57921,1.23E-07,2.05E-09,3.59E-18,4.98E-07,24.10204264,2.751718149
625,6.15E-05,0.7793862976,0.04533835188,3.03E-09,12550.49927,2.27E-07,2.49E-09,2.17E-18,7.82E-07,47.63946537,26.28914088
626,6.37E-05,0.5591791266,0.02198395908,2.21E-09,26536.1055,2.99E-07,1.41E-09,3.89E-18,7.44E-07,66.10265672,44.75233223
627,1.20E-05,0.6872876298,0.02963400824,4.07E-09,26208.60506,1.09E-07,2.89E-09,2.40E-18,7.72E-07,21.50833621,0.1580117199
628,6.33E-05,0.5450524652,0.02325479654,3.19E-09,6554.799175,2.09E-07,3.47E-10,2.20E-18,7.30E-07,67.5598385,46.20951401
629,7.90E-05,0.7351809545,0.03548982976,1.45E-09,24086.14266,2.61E-07,2.69E-09,2.02E-18,7.34E-07,67.74308334,46.39275884
630,2.33E-05,0.6383992526,0.01006273033,3.09E-09,24780.61797,2.41E-07,2.53E-09,1.67E-18,9.59E-07,28.61276205,7.262437557
631,6.57E-05,0.6203552322,0.04243280411,1.71E-09,21801.79671,3.10E-08,2.08E-09,1.16E-18,4.43E-07,79.03762902,57.68730452
632,2.71E-05,0.6736887347,0.02333772314,3.63E-09,12263.56914,1.13E-07,2.19E-09,1.37E-18,3.85E-07,30.09211221,8.741787716
633,8.38E-05,0.613541797,0.05424177205,8.18E-10,23159.5677,2.53E-07,2.40E-09,1.57E-18,3.01E-07,80.40475696,59.05443247
634,2.22E-05,0.6169701293,0.07111228283,4.69E-09,37319.75271,2.59E-07,2.63E-09,3.21E-18,6.27E-07,22.49751202,1.147187521
635,4.13E-05,0.8320767562,0.04229227031,2.55E-09,27145.50943,1.24E-07,1.79E-09,2.49E-18,7.44E-07,35.27891924,13.92859475
636,9.87E-05,0.6351468535,0.07202183358,2.53E-09,37127.39561,3.06E-07,2.28E-09,1.75E-18,4.74E-07,57.36901431,36.01868982
637,4.41E-05,0.8912506165,0.03903263675,6.32E-10,11690.39472,1.64E-07,2.41E-09,1.73E-18,5.82E-07,54.94084968,33.59052518
638,3.88E-05,0.6509184769,0.01448274425,3.34E-09,46391.09181,3.56E-07,5.37E-10,3.24E-18,7.09E-07,44.04151901,22.69119451
639,5.01E-05,0.5676802755,0.03911261544,2.81E-09,10547.9482,5.24E-08,9.78E-10,3.67E-18,8.48E-07,50.28075573,28.93043124
640,2.78E-05,0.6372663565,0.01792747151,1.57E-09,41606.82627,1.24E-07,2.56E-09,1.19E-18,9.18E-07,49.61759038,28.26726588
641,5.70E-05,0.5828744619,0.0117953108,2.26E-09,11392.85884,5.96E-10,1.35E-09,1.00E-18,5.89E-07,111.0698883,89.71956384
642,8.55E-05,0.8277943468,0.04139727402,2.91E-09,18340.99106,5.93E-09,6.52E-10,3.87E-18,6.96E-07,61.44111681,40.09079232
643,3.30E-05,0.8065283639,0.07600110183,4.29E-09,30396.32999,6.18E-08,2.99E-09,2.57E-18,2.92E-07,25.0858849,3.735560408
644,9.98E-05,0.7738864103,0.02652056363,4.40E-09,9008.801361,2.52E-07,1.53E-09,2.16E-18,3.30E-07,75.29250757,53.94218308
645,6.05E-05,0.5157694989,0.02472965581,4.39E-09,40836.61538,2.54E-07,2.82E-09,3.86E-18,7.32E-07,63.20902574,41.85870125
646,9.19E-05,0.5276537858,0.06266594831,2.46E-09,30537.07975,1.71E-07,2.00E-09,2.12E-18,7.07E-07,62.51865,41.1683255
647,4.29E-05,0.6585147915,0.02685612328,1.34E-09,33761.05455,3.34E-07,4.88E-10,3.12E-18,8.69E-07,48.49517979,27.1448553
648,1.49E-05,0.6020651207,0.01301029717,3.29E-09,22937.10629,3.36E-07,1.28E-09,2.34E-18,8.78E-07,22.1144425,0.764118008
649,2.56E-05,0.7073592591,0.03646502059,8.87E-10,19483.04018,1.77E-08,8.82E-10,2.44E-18,6.04E-07,45.35998234,24.00965784
650,7.66E-05,0.536644068,0.04844923507,4.91E-09,45595.77691,1.26E-07,1.00E-09,1.21E-18,9.73E-07,63.67465696,42.32433247
651,9.50E-05,0.5880936327,0.0181170137,3.04E-09,19967.18915,6.35E-08,1.85E-09,2.15E-18,4.05E-07,86.88543489,65.5351104
652,1.88E-05,0.6996296267,0.06746232089,4.54E-09,29568.32205,2.73E-07,2.29E-09,1.15E-18,8.08E-07,22.5911423,1.240817805
653,3.01E-05,0.6818644117,0.0695404006,1.69E-09,6023.92852,2.48E-07,2.09E-09,1.57E-18,3.54E-07,30.53283575,9.18251126
654,7.04E-05,0.8364263385,0.05510847698,4.76E-09,29698.86968,2.01E-07,1.89E-09,2.66E-18,4.14E-07,46.27645503,24.92613053
655,5.45E-05,0.7018059778,0.03669994484,1.23E-09,40003.45863,3.94E-07,1.21E-09,3.71E-18,9.44E-07,52.40585642,31.05553193
656,6.46E-05,0.6744450254,0.04627389671,3.19E-09,39796.86175,3.29E-07,1.91E-09,3.58E-18,3.29E-07,51.34147076,29.99114626
657,5.55E-05,0.5870014193,0.03813390609,7.81E-10,26848.00897,6.29E-08,1.85E-09,2.66E-18,9.35E-07,86.65313452,65.30281003
658,8.15E-05,0.6189027312,0.02159084888,1.93E-09,34174.06781,3.91E-07,7.27E-10,3.59E-18,6.09E-07,76.20255444,54.85222994
659,5.03E-05,0.6106720193,0.06533679646,1.80E-09,23065.20708,3.80E-07,6.09E-10,1.44E-18,6.24E-07,49.09365542,27.74333093
660,8.37E-05,0.6289031177,0.07728223539,3.00E-09,24502.3342,1.69E-07,2.83E-09,1.03E-18,4.50E-07,52.78684367,31.43651918
661,9.05E-05,0.7008735686,0.03713952089,8.65E-10,21018.61112,3.40E-07,1.71E-09,3.89E-18,7.88E-07,74.61826146,53.26793697
662,1.00E-04,0.623281096,0.05943589173,3.26E-09,17311.11474,1.60E-07,1.74E-09,1.71E-18,7.89E-07,62.41214561,41.06182112
663,6.32E-05,0.7156783573,0.01635406742,3.99E-09,8659.043233,2.98E-07,2.42E-09,1.86E-18,8.75E-07,61.57723436,40.22690987
664,9.55E-05,0.5093344762,0.07887227702,3.46E-09,14053.3987,2.70E-07,1.13E-09,3.99E-18,3.84E-07,49.88261205,28.53228756
665,4.62E-05,0.7188182952,0.0328570828,1.87E-09,36304.96509,3.13E-07,1.18E-09,3.43E-18,5.06E-07,44.92765952,23.57733502
666,8.83E-05,0.8804948616,0.04370027366,1.53E-09,49822.61911,3.14E-07,2.80E-09,2.91E-18,4.55E-07,60.84635389,39.49602939
667,3.16E-05,0.5584850799,0.06271476747,1.66E-09,22209.10679,9.63E-08,2.76E-09,3.08E-18,8.99E-07,35.09115824,13.74083375
668,7.71E-05,0.5196625777,0.03725786317,4.03E-09,32449.49423,2.11E-07,2.02E-09,2.41E-18,7.86E-07,65.23659985,43.88627535
669,2.77E-05,0.7550857994,0.05305585512,3.01E-09,25469.71001,8.61E-08,1.50E-09,2.64E-18,6.70E-07,25.2339313,3.883606807
670,1.92E-05,0.5829568445,0.07822402518,3.12E-09,33635.22935,3.55E-07,1.97E-09,2.26E-18,6.44E-07,22.25679632,0.9064718225
671,3.58E-05,0.6117254577,0.07316690774,2.18E-09,14138.48461,6.46E-08,1.65E-09,1.71E-18,6.12E-07,40.28313468,18.93281019
672,4.94E-05,0.5877126244,0.01534754801,1.91E-09,32596.68301,9.23E-09,2.05E-09,2.20E-18,9.33E-07,71.83712909,50.48680459
673,4.55E-05,0.6924218286,0.06327820234,2.22E-09,11144.29725,1.75E-07,2.15E-09,2.95E-18,7.05E-07,36.66490848,15.31458398
674,2.51E-05,0.5534501899,0.06388691171,1.13E-09,47832.82582,5.61E-08,2.97E-09,3.15E-18,8.26E-07,40.46647273,19.11614824
675,2.85E-05,0.5311365272,0.05404327628,3.16E-09,22967.54633,1.95E-07,2.33E-09,2.29E-18,4.44E-07,31.4495218,10.0991973
676,4.01E-05,0.5209556668,0.03974736929,4.27E-09,13922.32352,2.08E-07,8.96E-10,1.64E-18,4.63E-07,44.79548881,23.44516432
677,8.54E-05,0.6682968772,0.05372385491,1.99E-09,24226.69692,4.92E-09,5.20E-10,1.59E-18,4.17E-07,83.80179902,62.45147452
678,1.80E-05,0.5428550644,0.01495248022,8.74E-10,34085.36531,3.56E-08,8.46E-10,2.84E-18,8.33E-07,43.43667789,22.08635339
679,9.18E-05,0.6337775147,0.01219573509,3.90E-09,18411.50664,3.37E-07,2.08E-09,2.71E-18,9.49E-07,83.27532085,61.92499635
680,8.20E-05,0.7366825782,0.02690003373,4.14E-09,25470.78284,1.83E-07,1.94E-09,3.54E-18,8.17E-07,65.7298184,44.37949391
681,8.96E-05,0.8586775945,0.0311910563,2.08E-09,24869.6651,7.43E-09,2.08E-09,2.78E-18,7.69E-07,70.08491835,48.73459385
682,9.22E-05,0.8323579598,0.05436556561,4.98E-09,16253.56754,1.53E-07,2.88E-09,1.83E-18,3.87E-07,53.80123005,32.45090556
683,5.06E-05,0.6988448776,0.05210258703,2.72E-09,12712.34176,2.36E-07,2.07E-09,1.14E-18,3.32E-07,44.79220662,23.44188213
684,8.24E-05,0.823146958,0.0105111109,2.06E-09,7347.584695,3.39E-07,2.71E-09,3.79E-18,3.60E-07,72.21416449,50.86383999
685,3.78E-05,0.6990715456,0.07062876385,4.36E-09,19049.51063,1.84E-07,2.59E-09,3.22E-18,7.16E-07,30.18330742,8.832982928
686,6.72E-05,0.5413929952,0.0284150664,1.56E-09,14457.11772,1.78E-07,1.37E-09,2.25E-18,6.39E-07,73.44726808,52.09694359
687,3.56E-05,0.7915700363,0.06749607637,4.92E-09,32028.8144,6.09E-08,7.73E-10,1.96E-18,6.94E-07,28.13239953,6.782075032
688,6.50E-05,0.8680902593,0.0625689991,3.17E-09,23418.66191,1.34E-07,1.56E-09,3.90E-18,5.27E-07,41.54249758,20.19217309
689,5.29E-05,0.7495956247,0.0578552629,3.07E-09,8500.015534,2.85E-07,1.84E-09,2.40E-18,4.21E-07,40.18498259,18.83465809
690,7.40E-05,0.7644279528,0.02062446305,2.47E-09,41931.22687,1.63E-07,2.02E-09,2.56E-18,3.11E-07,66.34294015,44.99261566
691,2.92E-05,0.82368684,0.06655399494,2.97E-09,37364.75461,1.77E-07,4.94E-10,3.20E-18,7.39E-07,24.15683195,2.806507453
692,2.47E-05,0.7123207329,0.05613651803,2.95E-09,48994.55502,2.57E-07,2.31E-09,1.53E-18,9.98E-07,25.35892821,4.008603714
693,2.03E-05,0.8047387986,0.06008110769,2.92E-09,12777.87297,2.69E-07,1.34E-09,3.20E-18,3.62E-07,21.53350074,0.1831762458
694,6.65E-05,0.594110823,0.04721600641,3.21E-09,33500.09607,3.95E-07,6.80E-10,1.13E-18,7.93E-07,60.99953557,39.64921107
695,3.75E-05,0.7630098256,0.02040846385,1.11E-09,37547.64847,2.29E-07,7.81E-10,2.86E-18,9.22E-07,42.35656194,21.00623744
696,4.82E-05,0.6312830866,0.01138142818,4.89E-09,20599.86483,4.06E-09,1.16E-09,3.44E-18,4.07E-07,54.92005027,33.56972578
697,9.27E-05,0.763108704,0.07232816937,1.72E-09,49536.87607,2.12E-07,1.11E-09,2.42E-18,3.74E-07,57.73106184,36.38073734
698,7.90E-05,0.5735547785,0.06689574133,2.11E-09,7876.987591,3.28E-07,1.07E-09,2.45E-18,3.90E-07,53.25992532,31.90960083
699,9.33E-05,0.6240709463,0.02797850738,7.00E-10,17708.83138,3.33E-07,1.62E-09,1.52E-18,6.40E-07,108.3158949,86.96557041
700,1.21E-05,0.7792398372,0.06447876467,4.47E-09,32274.82888,6.14E-08,1.45E-09,2.19E-18,7.16E-07,22.0268611,0.6765366057
701,8.80E-05,0.6855891393,0.0235891054,3.28E-09,48612.5907,3.89E-07,1.98E-09,3.19E-18,5.10E-07,72.01584856,50.66552406
702,2.10E-05,0.6043958578,0.07147967239,2.52E-09,26312.21025,9.29E-08,8.87E-10,2.58E-18,2.82E-07,23.93599751,2.585673019
703,6.00E-05,0.7667803454,0.06206480708,1.51E-09,12641.31746,1.48E-07,2.00E-09,2.30E-18,6.42E-07,46.1812382,24.8309137
704,9.14E-05,0.6966680284,0.07439906527,3.49E-09,17581.8203,1.80E-07,9.21E-10,2.27E-18,9.41E-07,50.62418611,29.27386161
705,8.35E-05,0.5265255144,0.02748477278,4.61E-09,12848.48015,3.49E-08,1.09E-09,1.06E-18,6.62E-07,80.6202305,59.26990601
706,1.09E-05,0.6383469636,0.04711308954,1.29E-09,15194.33795,3.01E-08,1.03E-09,1.94E-18,9.77E-07,32.38755698,11.03723249
707,5.33E-05,0.7440756552,0.06096125351,2.44E-09,14581.01798,1.60E-07,2.27E-09,2.93E-18,8.67E-07,39.87105708,18.52073259
708,9.66E-05,0.580826322,0.01355262137,4.82E-09,15590.58459,2.19E-07,9.08E-10,2.71E-18,4.99E-07,88.58732189,67.2369974
709,7.11E-05,0.5703168403,0.06460399983,2.75E-09,12978.25998,1.95E-07,2.07E-09,1.18E-18,8.42E-07,54.75173148,33.40140699
710,5.22E-05,0.5407156452,0.02934468462,1.42E-09,32391.13758,4.52E-08,7.89E-10,3.55E-18,4.23E-07,66.18934836,44.83902386
711,5.29E-05,0.8035539177,0.03263751177,2.66E-09,21935.35965,1.41E-07,2.49E-09,2.59E-18,6.50E-07,46.44374119,25.0934167
712,3.93E-05,0.7409019806,0.05989619317,8.32E-10,35061.10708,5.92E-08,1.62E-09,3.02E-18,6.56E-07,49.02165163,27.67132714
713,4.39E-05,0.6328439993,0.01969296929,4.99E-09,19641.2986,2.28E-07,9.17E-10,2.26E-18,5.67E-07,48.4358188,27.0854943
714,3.69E-05,0.8945858633,0.07346983783,2.14E-09,9381.16719,1.39E-07,1.51E-09,3.73E-18,7.31E-07,25.80531012,4.454985626
715,7.69E-05,0.8205064142,0.05299286363,1.75E-09,41444.63342,3.56E-07,1.93E-09,1.11E-18,3.05E-07,60.37591009,39.0255856
716,8.12E-05,0.7530793418,0.05323646585,2.54E-09,28594.91428,1.33E-08,8.29E-10,3.05E-18,8.14E-07,58.61466174,37.26433724
717,9.82E-05,0.6863494923,0.02116736861,3.55E-09,33819.63564,2.61E-07,1.72E-09,1.49E-18,8.13E-07,83.28429579,61.93397129
718,8.77E-05,0.5257642896,0.07735949153,3.55E-09,36855.76895,8.65E-08,2.26E-09,3.22E-18,6.98E-07,47.65916479,26.3088403
719,4.06E-05,0.5560923019,0.06408171728,2.39E-09,28199.87364,2.86E-07,1.24E-09,2.41E-18,5.28E-07,38.83179912,17.48147463
720,2.97E-05,0.5274475799,0.02643620882,2.79E-09,40784.81895,1.67E-07,1.13E-09,3.96E-18,2.91E-07,37.34567306,15.99534856
721,3.18E-05,0.761253463,0.06374669089,3.29E-09,27984.2537,1.15E-07,6.20E-10,2.54E-18,9.79E-07,27.00831485,5.657990357
722,3.34E-05,0.5951831917,0.07644502199,3.36E-09,25614.71522,3.60E-08,2.40E-09,4.00E-18,5.97E-07,29.2610781,7.910753605
723,1.39E-05,0.7064428203,0.04005189555,2.42E-09,17347.20321,1.08E-07,2.34E-09,3.74E-18,4.79E-07,21.56175221,0.2114277131
724,6.06E-05,0.6278316176,0.0672722175,2.98E-09,16101.19401,3.12E-07,2.83E-09,3.31E-18,7.32E-07,42.37602587,21.02570138
725,5.87E-05,0.6880454116,0.07858838052,3.41E-09,25372.22223,2.21E-07,2.54E-09,2.09E-18,5.06E-07,38.01170634,16.66138185
726,1.97E-05,0.7148646259,0.05974225908,7.46E-10,20388.35877,2.03E-07,6.03E-10,1.48E-18,7.77E-07,34.23684756,12.88652307
727,7.28E-05,0.5569751476,0.0497279239,3.51E-09,28372.43556,2.51E-07,2.73E-09,3.87E-18,6.77E-07,55.05429393,33.70396944
728,7.17E-05,0.8337525862,0.0694832997,3.79E-09,19733.61759,2.97E-08,7.07E-10,3.93E-18,9.67E-07,44.0746311,22.72430661
729,8.83E-05,0.8410698472,0.04506449005,2.10E-09,46501.22447,3.62E-07,8.40E-10,2.23E-18,3.69E-07,62.76415132,41.41382682
730,9.48E-05,0.788088165,0.07072890411,4.79E-09,15880.64327,2.35E-07,1.15E-09,2.81E-18,4.41E-07,49.44978946,28.09946496
731,9.17E-05,0.6088574753,0.02414120792,1.55E-09,14414.30114,1.73E-07,2.43E-09,3.72E-18,3.38E-07,79.2103944,57.8600699
732,6.96E-05,0.8414948122,0.04901910706,3.33E-09,31359.76086,1.45E-07,2.45E-09,1.40E-18,4.48E-07,50.69976588,29.34944139
733,4.10E-05,0.7221522271,0.01199824329,1.48E-09,47087.0115,2.25E-08,1.37E-09,1.39E-18,7.27E-07,68.80339755,47.45307305
734,6.04E-05,0.7020631734,0.01413997913,4.18E-09,47482.58628,3.59E-07,1.71E-09,1.63E-18,4.53E-07,61.79162571,40.44130122
735,9.52E-05,0.7561088969,0.07361679815,4.82E-09,21213.19316,8.06E-09,7.25E-10,3.22E-18,6.79E-07,51.66643515,30.31611066
736,4.44E-05,0.5099318271,0.06356560659,4.12E-09,44795.56345,3.46E-07,1.91E-09,1.12E-18,9.40E-07,42.61325723,21.26293274
737,8.19E-05,0.6686865315,0.03772855025,3.79E-09,27596.08223,3.38E-07,2.53E-09,2.72E-18,7.22E-07,61.91198157,40.56165707
738,1.69E-05,0.5147948581,0.07793958979,1.07E-09,49144.6843,1.61E-08,1.93E-09,1.01E-18,6.51E-07,38.50329483,17.15297033
739,6.20E-05,0.7486110398,0.05851522912,8.79E-10,15455.49818,3.79E-07,1.52E-09,3.10E-18,7.35E-07,51.67807829,30.3277538
740,6.80E-05,0.8774845177,0.02620025055,4.25E-09,44262.69571,1.58E-07,6.76E-10,2.19E-18,6.15E-07,55.98511802,34.63479353
741,4.84E-05,0.5214195325,0.03186199732,2.42E-09,24398.69329,4.66E-08,2.92E-09,2.05E-18,4.69E-07,57.63482175,36.28449726
742,6.26E-05,0.6323858896,0.04265384395,3.67E-09,48286.95827,3.85E-07,1.24E-09,3.41E-18,7.91E-07,53.56322438,32.21289988
743,6.93E-05,0.7252776838,0.01188098124,4.38E-09,11885.86116,2.33E-07,3.79E-10,3.27E-18,8.97E-07,67.21522663,45.86490214
744,5.31E-05,0.6062791967,0.06161237158,4.35E-09,24937.78252,5.85E-08,6.91E-10,2.68E-18,8.90E-07,44.53176419,23.1814397
745,8.99E-05,0.7755028064,0.05914623258,1.55E-09,10326.42493,2.74E-07,1.69E-09,3.28E-18,3.26E-07,55.24140398,33.89107949
746,9.15E-05,0.7787010298,0.03030801254,4.17E-09,46805.80544,5.41E-08,2.43E-09,2.83E-18,3.23E-07,68.13976994,46.78944544
747,2.73E-05,0.508582933,0.06813444091,3.92E-09,33076.29646,1.75E-07,1.98E-09,3.45E-18,5.35E-07,28.72150386,7.371179363
748,7.23E-05,0.7111049583,0.0571935772,2.00E-09,21428.6807,1.80E-07,2.21E-09,3.00E-18,4.41E-07,50.82707661,29.47675212
749,5.53E-05,0.6305333015,0.06916319333,2.48E-09,35993.9171,3.25E-07,4.36E-10,3.66E-18,5.36E-07,44.45189579,23.1015713
750,5.18E-05,0.7564130545,0.04065594218,4.51E-09,8862.282863,2.79E-07,1.38E-09,1.42E-18,3.55E-07,44.46149058,23.11116609
751,5.02E-05,0.8482037971,0.06504426468,3.15E-09,10046.07564,1.71E-08,2.30E-09,2.46E-18,6.21E-07,35.14283223,13.79250773
752,8.61E-05,0.656600277,0.04818325837,1.92E-09,20972.78405,3.77E-07,1.53E-09,1.68E-18,6.75E-07,66.37040625,45.02008175
753,3.52E-05,0.7723018665,0.02655955621,9.68E-10,18567.31194,1.85E-07,1.73E-09,2.35E-18,6.34E-07,43.4983784,22.14805391
754,6.64E-05,0.565385506,0.02717273044,2.90E-09,23784.52672,2.55E-07,1.15E-09,3.13E-18,6.43E-07,65.00845157,43.65812708
755,3.57E-05,0.6593170033,0.04424519861,4.36E-09,47622.69783,2.83E-08,3.46E-10,1.02E-18,8.93E-07,42.90106569,21.5507412
756,2.63E-05,0.5745243506,0.01032209342,2.53E-09,35333.09628,1.31E-07,2.39E-09,1.51E-18,2.51E-07,40.01194918,18.66162468
757,6.20E-05,0.7664307861,0.02666581096,4.57E-09,8303.484542,6.88E-08,1.55E-09,2.24E-18,8.24E-07,54.78535946,33.43503497
758,3.85E-05,0.6918889954,0.07423793834,1.01E-09,34428.15332,8.53E-08,3.89E-10,3.23E-18,8.45E-07,49.24189512,27.89157063
759,1.06E-05,0.7349361528,0.0685496027,7.06E-10,45698.42826,2.14E-07,2.14E-09,2.53E-18,9.64E-07,31.80648837,10.45616388
760,8.56E-05,0.7434221414,0.07093296236,4.62E-09,16540.37291,2.21E-07,2.39E-09,2.31E-18,6.49E-07,45.74726694,24.39694245
761,7.34E-05,0.6257625845,0.07168501731,2.23E-09,6135.039565,1.64E-07,1.67E-09,3.73E-18,2.67E-07,45.76143163,24.41110714
762,9.89E-05,0.7800015078,0.03097091839,4.53E-09,17803.2635,2.99E-07,7.86E-10,1.32E-18,3.19E-07,74.66898769,53.31866319
763,7.96E-05,0.6102107574,0.07416792986,7.58E-10,42629.66682,2.66E-07,4.28E-10,1.60E-18,7.90E-07,97.71503776,76.36471326
764,3.41E-05,0.6195739562,0.0750812878,4.62E-09,14884.11771,7.18E-08,3.55E-10,2.02E-18,4.85E-07,30.94655962,9.596235128
765,9.44E-05,0.5284184665,0.03425575019,9.70E-10,12111.27267,1.00E-07,1.00E-09,1.92E-18,6.64E-07,106.7131453,85.36282082
766,5.92E-05,0.6286673994,0.07101177578,4.57E-09,46743.30843,5.11E-08,2.45E-09,2.18E-18,5.73E-07,41.81460632,20.46428183
767,8.85E-05,0.5029694534,0.05014490126,3.89E-09,7308.569813,3.94E-07,1.31E-09,3.29E-18,8.34E-07,62.09241221,40.74208772
768,3.24E-05,0.6721060649,0.06767058217,1.93E-09,28937.41796,2.48E-07,1.13E-09,1.11E-18,4.31E-07,39.82288902,18.47256452
769,8.32E-05,0.5402593386,0.04362154601,2.00E-09,27275.02837,7.30E-08,1.54E-09,2.65E-18,5.31E-07,71.73058912,50.38026463
