%eval_id interface dGrainHBS FaceCovMax SwellLink vResol DatomFissGBx fNucleate aAtomDifFiss FD1 fuel_swelling1 FD2 fuel_swelling2 FD3 fuel_swelling3
0 875 4.076E-05 0.784 2.148E-02 2.008E-18 2.902E+04 5.237E-10 6.093E-31 .2004480008009508E+22 8.383528222295508 .4008960016019010E+22 19.83673157386995 .6013440024028510E+22 41.53702079192578
0 876 3.758E-05 0.780 2.107E-02 1.995E-18 3.209E+04 5.596E-10 4.524E-31 .2004480008009508E+22 8.313276720541030 .4008960016019010E+22 19.18318110759017 .6013440024028510E+22 39.31659563466435
0 877 4.128E-05 0.853 2.787E-02 1.879E-18 3.172E+04 6.504E-10 4.558E-31 .2004480008009508E+22 8.320939880528844 .4008960016019010E+22 19.16477239896569 .6013440024028510E+22 39.27681142593122
0 878 3.969E-05 0.797 2.138E-02 1.857E-18 3.166E+04 5.158E-10 5.609E-31 .2004480008009508E+22 8.406852007103668 .4008960016019010E+22 19.55847490361471 .6013440024028510E+22 40.43430015216585
0 879 3.942E-05 0.807 2.405E-02 2.064E-18 3.367E+04 5.968E-10 5.232E-31 .2004480008009508E+22 8.334188503893419 .4008960016019010E+22 19.27098592235473 .6013440024028510E+22 39.61535335962031
0 880 3.805E-05 0.722 2.395E-02 1.641E-18 2.863E+04 5.996E-10 4.650E-31 .2004480008009508E+22 8.376980463351913 .4008960016019010E+22 19.74188505038354 .6013440024028510E+22 40.94744884658424
0 881 3.757E-05 0.827 2.551E-02 2.065E-18 2.861E+04 6.153E-10 5.743E-31 .2004480008009508E+22 8.335214173770673 .4008960016019010E+22 18.69678808850256 .6013440024028510E+22 37.55403739964366
0 882 3.599E-05 0.708 2.171E-02 1.692E-18 3.499E+04 5.993E-10 5.121E-31 .2004480008009508E+22 8.414430970266281 .4008960016019010E+22 19.54260761850877 .6013440024028510E+22 40.08581036562708
0 883 3.934E-05 0.716 2.497E-02 1.756E-18 2.861E+04 6.735E-10 5.128E-31 .2004480008009508E+22 8.363193419997152 .4008960016019010E+22 19.98929109236574 .6013440024028510E+22 41.91454650204091
0 884 4.329E-05 0.659 2.723E-02 1.967E-18 2.806E+04 5.971E-10 4.530E-31 .2004480008009508E+22 8.297223774312840 .4008960016019010E+22 20.96791108214857 .6013440024028510E+22 45.71908181208438
0 885 3.724E-05 0.767 2.247E-02 2.024E-18 3.192E+04 6.312E-10 5.796E-31 .2004480008009508E+22 8.356177133360724 .4008960016019010E+22 19.22278440684664 .6013440024028510E+22 39.29697704406215
0 886 3.987E-05 0.897 2.662E-02 2.134E-18 3.176E+04 6.447E-10 4.917E-31 .2004480008009508E+22 8.289658082666977 .4008960016019010E+22 18.57070937499022 .6013440024028510E+22 37.33215235671619
0 887 3.484E-05 0.716 2.464E-02 2.088E-18 2.465E+04 5.938E-10 5.122E-31 .2004480008009508E+22 8.288723892292499 .4008960016019010E+22 18.95664870150847 .6013440024028510E+22 38.45673081225402
0 888 3.703E-05 0.815 2.660E-02 1.765E-18 2.620E+04 6.344E-10 5.163E-31 .2004480008009508E+22 8.359607090215320 .4008960016019010E+22 18.69492477898981 .6013440024028510E+22 37.36570510026280
0 889 4.129E-05 0.754 2.639E-02 2.004E-18 2.930E+04 6.834E-10 5.189E-31 .2004480008009508E+22 8.312780738274217 .4008960016019010E+22 19.93261223317168 .6013440024028510E+22 42.00180885191702
0 890 4.095E-05 0.694 2.757E-02 2.308E-18 3.499E+04 6.494E-10 4.930E-31 .2004480008009508E+22 8.268522189806356 .4008960016019010E+22 20.22943172040418 .6013440024028510E+22 43.14390542860080
0 891 4.360E-05 0.744 2.568E-02 1.977E-18 2.842E+04 6.893E-10 5.175E-31 .2004480008009508E+22 8.313115552823563 .4008960016019010E+22 20.44842972407156 .6013440024028510E+22 43.89803249289048
0 892 3.506E-05 0.694 2.460E-02 2.027E-18 3.097E+04 5.984E-10 4.964E-31 .2004480008009508E+22 8.318655640324049 .4008960016019010E+22 19.23451205571619 .6013440024028510E+22 39.29186095310281
0 893 4.122E-05 0.849 2.574E-02 2.105E-18 3.083E+04 5.682E-10 4.199E-31 .2004480008009508E+22 8.268209618898968 .4008960016019010E+22 19.17163185067370 .6013440024028510E+22 39.52930967487379
0 894 4.065E-05 0.745 2.695E-02 2.112E-18 2.805E+04 5.366E-10 6.176E-31 .2004480008009508E+22 8.357736991265000 .4008960016019010E+22 19.89672059288388 .6013440024028510E+22 41.74156162746520
0 895 4.177E-05 0.783 2.448E-02 1.760E-18 2.524E+04 5.946E-10 6.181E-31 .2004480008009508E+22 8.413504265705011 .4008960016019010E+22 19.98048025490193 .6013440024028510E+22 41.90182094551930
0 896 4.099E-05 0.788 2.297E-02 1.964E-18 2.965E+04 6.463E-10 4.353E-31 .2004480008009508E+22 8.285463494251417 .4008960016019010E+22 19.71394557502126 .6013440024028510E+22 41.35473414195977
0 897 3.591E-05 0.878 2.671E-02 1.828E-18 3.346E+04 5.505E-10 6.500E-31 .2004480008009508E+22 8.455801206550060 .4008960016019010E+22 18.10216742144872 .6013440024028510E+22 34.99765155812767
0 898 3.656E-05 0.688 2.677E-02 2.027E-18 3.224E+04 6.322E-10 5.007E-31 .2004480008009508E+22 8.319179845351094 .4008960016019010E+22 19.53570525756372 .6013440024028510E+22 40.36627838000548
0 899 4.426E-05 0.780 2.256E-02 1.459E-18 3.120E+04 4.944E-10 4.725E-31 .2004480008009508E+22 8.459298779312547 .4008960016019010E+22 20.60790698101711 .6013440024028510E+22 43.99562958758160
0 900 4.704E-05 0.720 2.506E-02 2.341E-18 3.080E+04 6.500E-10 3.610E-31 .2004480008009508E+22 8.176569379729463 .4008960016019010E+22 21.06117651274795 .6013440024028510E+22 46.60731053204271
0 901 3.668E-05 0.645 2.922E-02 1.928E-18 2.834E+04 6.019E-10 5.526E-31 .2004480008009508E+22 8.356223787228116 .4008960016019010E+22 19.86192693707052 .6013440024028510E+22 41.32306765409886
0 902 3.807E-05 0.716 2.650E-02 1.943E-18 2.940E+04 6.518E-10 5.002E-31 .2004480008009508E+22 8.322314482750210 .4008960016019010E+22 19.62642104987681 .6013440024028510E+22 40.74890021826843
0 903 3.943E-05 0.740 2.088E-02 2.191E-18 3.267E+04 6.315E-10 4.915E-31 .2004480008009508E+22 8.284239838474992 .4008960016019010E+22 19.85204788067221 .6013440024028510E+22 41.82625585910434
0 904 4.103E-05 0.732 2.370E-02 2.015E-18 3.596E+04 6.776E-10 5.422E-31 .2004480008009508E+22 8.346230964666040 .4008960016019010E+22 20.20561130038520 .6013440024028510E+22 42.85369162773216
0 905 4.240E-05 0.804 2.150E-02 1.846E-18 3.005E+04 5.645E-10 5.148E-31 .2004480008009508E+22 8.369527214527253 .4008960016019010E+22 19.99786483866232 .6013440024028510E+22 42.16021710359333
0 906 3.967E-05 0.801 2.195E-02 2.091E-18 2.642E+04 5.760E-10 5.394E-31 .2004480008009508E+22 8.312450609019253 .4008960016019010E+22 19.39163925795943 .6013440024028510E+22 40.17520273641064
0 907 4.330E-05 0.680 2.465E-02 1.768E-18 2.899E+04 5.323E-10 4.876E-31 .2004480008009508E+22 8.375120324911144 .4008960016019010E+22 21.02411508392741 .6013440024028510E+22 45.67545547801812
0 908 3.758E-05 0.721 2.307E-02 1.728E-18 3.265E+04 6.262E-10 4.935E-31 .2004480008009508E+22 8.382587804466962 .4008960016019010E+22 19.69492733752211 .6013440024028510E+22 40.77334154225987
0 909 3.468E-05 0.827 2.529E-02 1.745E-18 3.443E+04 6.336E-10 5.079E-31 .2004480008009508E+22 8.391268807599028 .4008960016019010E+22 18.20219634363007 .6013440024028510E+22 35.45214284639501
0 910 3.203E-05 0.705 2.855E-02 1.923E-18 3.083E+04 6.317E-10 6.011E-31 .2004480008009508E+22 8.383708456382829 .4008960016019010E+22 18.42768273654466 .6013440024028510E+22 36.14236688833312
0 911 3.380E-05 0.642 2.371E-02 2.143E-18 2.846E+04 6.157E-10 4.940E-31 .2004480008009508E+22 8.281751189881756 .4008960016019010E+22 19.38414924923880 .6013440024028510E+22 39.87291671418089
0 912 4.073E-05 0.616 2.550E-02 1.967E-18 3.211E+04 5.603E-10 4.308E-31 .2004480008009508E+22 8.306605593032451 .4008960016019010E+22 20.95937356863466 .6013440024028510E+22 45.54155534635318
0 913 4.044E-05 0.658 2.272E-02 1.807E-18 2.922E+04 6.040E-10 5.023E-31 .2004480008009508E+22 8.360961191056628 .4008960016019010E+22 20.74822478097604 .6013440024028510E+22 44.64243580196219
0 914 4.656E-05 0.864 2.095E-02 1.737E-18 3.545E+04 6.344E-10 5.266E-31 .2004480008009508E+22 8.406632663076282 .4008960016019010E+22 20.38290860053436 .6013440024028510E+22 43.52751758933286
0 915 3.932E-05 0.702 2.415E-02 1.979E-18 2.657E+04 6.779E-10 5.503E-31 .2004480008009508E+22 8.322127164283705 .4008960016019010E+22 20.05365279936849 .6013440024028510E+22 42.34300113602399
0 916 4.417E-05 0.758 2.819E-02 2.028E-18 2.947E+04 5.438E-10 4.938E-31 .2004480008009508E+22 8.322251259820543 .4008960016019010E+22 20.35115118482224 .6013440024028510E+22 43.52496223959849
0 917 4.493E-05 0.814 3.180E-02 2.094E-18 3.161E+04 5.450E-10 5.315E-31 .2004480008009508E+22 8.335135871889364 .4008960016019010E+22 19.94278835279672 .6013440024028510E+22 42.05002683169867
0 918 3.987E-05 0.760 2.407E-02 1.663E-18 3.158E+04 5.668E-10 4.453E-31 .2004480008009508E+22 8.376877364954728 .4008960016019010E+22 19.79294064232988 .6013440024028510E+22 41.21756933467508
0 919 4.386E-05 0.645 2.752E-02 1.723E-18 2.990E+04 6.138E-10 4.909E-31 .2004480008009508E+22 8.374777061816745 .4008960016019010E+22 21.26469464421650 .6013440024028510E+22 46.46080667565464
0 920 3.202E-05 0.775 2.565E-02 1.740E-18 2.829E+04 5.728E-10 5.634E-31 .2004480008009508E+22 8.410325222002513 .4008960016019010E+22 18.01355364639770 .6013440024028510E+22 34.57947134368112
0 921 4.149E-05 0.783 2.350E-02 2.218E-18 3.167E+04 6.766E-10 4.939E-31 .2004480008009508E+22 8.269206117875360 .4008960016019010E+22 19.79734938451402 .6013440024028510E+22 41.73754900522074
0 922 3.911E-05 0.656 2.244E-02 2.188E-18 2.734E+04 5.133E-10 6.090E-31 .2004480008009508E+22 8.340923542218025 .4008960016019010E+22 20.46094266161219 .6013440024028510E+22 43.74869412482329
0 923 4.299E-05 0.756 2.494E-02 2.182E-18 2.979E+04 7.560E-10 5.032E-31 .2004480008009508E+22 8.260109248601518 .4008960016019010E+22 20.21051886636835 .6013440024028510E+22 43.23260400692519
0 924 4.272E-05 0.743 2.655E-02 1.943E-18 2.472E+04 7.418E-10 4.241E-31 .2004480008009508E+22 8.244595487097554 .4008960016019010E+22 20.18571216790624 .6013440024028510E+22 43.12773849031054
0 925 3.935E-05 0.830 2.328E-02 2.018E-18 3.575E+04 5.830E-10 6.142E-31 .2004480008009508E+22 8.395526813171461 .4008960016019010E+22 19.17324772839559 .6013440024028510E+22 39.11579651872232
0 926 4.059E-05 0.763 2.603E-02 1.975E-18 3.539E+04 6.146E-10 4.893E-31 .2004480008009508E+22 8.337335715216790 .4008960016019010E+22 19.78228867759343 .6013440024028510E+22 41.35519569059775
0 927 2.859E-05 0.615 2.650E-02 1.953E-18 3.524E+04 5.048E-10 4.635E-31 .2004480008009508E+22 8.348786750709563 .4008960016019010E+22 18.38049927011864 .6013440024028510E+22 35.82437303745740
0 928 3.931E-05 0.772 2.678E-02 1.997E-18 3.435E+04 4.975E-10 6.113E-31 .2004480008009508E+22 8.412940893901178 .4008960016019010E+22 19.49919816024784 .6013440024028510E+22 40.14071477574198
0 929 3.850E-05 0.820 2.729E-02 2.057E-18 2.917E+04 5.730E-10 5.503E-31 .2004480008009508E+22 8.336644854394919 .4008960016019010E+22 18.88097898170054 .6013440024028510E+22 38.19954240991869
0 930 4.229E-05 0.905 2.413E-02 1.886E-18 3.374E+04 5.408E-10 4.188E-31 .2004480008009508E+22 8.324360170102445 .4008960016019010E+22 19.09354390843736 .6013440024028510E+22 39.11570686035857
0 931 3.664E-05 0.840 2.722E-02 1.915E-18 2.557E+04 5.866E-10 5.681E-31 .2004480008009508E+22 8.357126743010282 .4008960016019010E+22 18.39394050340352 .6013440024028510E+22 36.35209223004954
0 932 4.705E-05 0.718 2.411E-02 1.678E-18 3.151E+04 5.707E-10 4.595E-31 .2004480008009508E+22 8.381060501851239 .4008960016019010E+22 21.39516342160432 .6013440024028510E+22 47.10728366662378
0 933 4.795E-05 0.699 2.818E-02 1.894E-18 2.530E+04 7.107E-10 5.390E-31 .2004480008009508E+22 8.323922892686140 .4008960016019010E+22 21.37378617334039 .6013440024028510E+22 47.24407166250663
0 934 4.365E-05 0.738 2.590E-02 1.921E-18 3.335E+04 6.635E-10 5.321E-31 .2004480008009508E+22 8.355282247540316 .4008960016019010E+22 20.55169636963841 .6013440024028510E+22 44.09330039803628
0 935 3.500E-05 0.776 2.882E-02 2.300E-18 3.160E+04 5.801E-10 5.437E-31 .2004480008009508E+22 8.294323263107074 .4008960016019010E+22 18.40570824259188 .6013440024028510E+22 36.51120344439416
0 936 4.072E-05 0.809 2.799E-02 2.198E-18 2.696E+04 6.395E-10 4.727E-31 .2004480008009508E+22 8.249999142936609 .4008960016019010E+22 19.26732637103122 .6013440024028510E+22 39.88086716774969
0 937 3.569E-05 0.812 2.565E-02 1.957E-18 3.183E+04 6.387E-10 3.820E-31 .2004480008009508E+22 8.264422853003396 .4008960016019010E+22 18.36835921281987 .6013440024028510E+22 36.47483552631773
0 938 3.703E-05 0.832 2.446E-02 1.411E-18 2.796E+04 6.418E-10 5.652E-31 .2004480008009508E+22 8.483399550908830 .4008960016019010E+22 18.79980980986631 .6013440024028510E+22 37.30169471556283
0 939 3.891E-05 0.885 2.716E-02 1.989E-18 3.050E+04 5.808E-10 4.562E-31 .2004480008009508E+22 8.306907423045583 .4008960016019010E+22 18.47187879447686 .6013440024028510E+22 36.87127367917526
0 940 4.052E-05 0.683 2.237E-02 2.073E-18 3.507E+04 5.855E-10 5.813E-31 .2004480008009508E+22 8.366187109814517 .4008960016019010E+22 20.56407486626973 .6013440024028510E+22 44.05135443115083
0 941 4.397E-05 0.692 2.243E-02 2.420E-18 2.684E+04 5.495E-10 5.494E-31 .2004480008009508E+22 8.264130178938176 .4008960016019010E+22 20.96914775167119 .6013440024028510E+22 46.02326771870287
0 942 4.139E-05 0.753 2.987E-02 1.728E-18 3.015E+04 5.874E-10 5.405E-31 .2004480008009508E+22 8.406211120138908 .4008960016019010E+22 19.94091216606282 .6013440024028510E+22 41.65273717271678
0 943 4.442E-05 0.800 2.452E-02 2.447E-18 3.077E+04 5.201E-10 4.598E-31 .2004480008009508E+22 8.239730889488216 .4008960016019010E+22 20.11267625051014 .6013440024028510E+22 43.05448220401091
0 944 3.736E-05 0.656 2.433E-02 2.037E-18 3.273E+04 6.123E-10 5.388E-31 .2004480008009508E+22 8.341087348040164 .4008960016019010E+22 20.06955858746574 .6013440024028510E+22 42.21174336792532
0 945 4.784E-05 0.808 2.447E-02 1.624E-18 3.387E+04 6.979E-10 5.030E-31 .2004480008009508E+22 8.404845859797184 .4008960016019010E+22 20.87632405475750 .6013440024028510E+22 45.20343059398135
0 946 4.431E-05 0.756 2.934E-02 1.718E-18 2.851E+04 5.287E-10 4.464E-31 .2004480008009508E+22 8.361440234408382 .4008960016019010E+22 20.41036946474556 .6013440024028510E+22 43.53070540861064
0 947 4.295E-05 0.829 2.636E-02 2.165E-18 2.474E+04 5.420E-10 4.941E-31 .2004480008009508E+22 8.276232913253564 .4008960016019010E+22 19.60208078605334 .6013440024028510E+22 41.09567141986594
0 948 3.752E-05 0.826 2.895E-02 2.064E-18 3.004E+04 5.439E-10 4.915E-31 .2004480008009508E+22 8.316082178043004 .4008960016019010E+22 18.57368534204137 .6013440024028510E+22 37.12746189574315
0 949 3.665E-05 0.719 2.873E-02 2.057E-18 3.054E+04 6.365E-10 4.985E-31 .2004480008009508E+22 8.305177249660195 .4008960016019010E+22 19.21633254097397 .6013440024028510E+22 39.30540527677045
0 950 4.415E-05 0.742 2.739E-02 2.174E-18 2.952E+04 7.359E-10 3.838E-31 .2004480008009508E+22 8.198481091496054 .4008960016019010E+22 20.35611055480832 .6013440024028510E+22 43.89887742128403
0 951 4.178E-05 0.692 2.663E-02 2.089E-18 3.011E+04 5.673E-10 4.410E-31 .2004480008009508E+22 8.280424486875560 .4008960016019010E+22 20.45666919900191 .6013440024028510E+22 43.93914432545399
0 952 3.522E-05 0.855 2.620E-02 2.186E-18 2.918E+04 6.045E-10 5.184E-31 .2004480008009508E+22 8.290271294157300 .4008960016019010E+22 17.94671177294664 .6013440024028510E+22 34.97337385593723
0 953 4.362E-05 0.802 2.591E-02 2.004E-18 3.113E+04 6.516E-10 4.922E-31 .2004480008009508E+22 8.312225899356147 .4008960016019010E+22 20.00709182178743 .6013440024028510E+22 42.35915287592805
0 954 4.610E-05 0.765 2.626E-02 1.587E-18 3.299E+04 6.628E-10 4.400E-31 .2004480008009508E+22 8.379162618605134 .4008960016019010E+22 20.80349101312536 .6013440024028510E+22 44.91100795903726
0 955 3.281E-05 0.655 2.593E-02 1.944E-18 2.804E+04 4.923E-10 5.827E-31 .2004480008009508E+22 8.389011776487356 .4008960016019010E+22 19.09092680932513 .6013440024028510E+22 38.41680878290978
0 956 3.792E-05 0.771 2.451E-02 1.889E-18 3.531E+04 7.188E-10 4.944E-31 .2004480008009508E+22 8.340604510520834 .4008960016019010E+22 19.27743543977559 .6013440024028510E+22 39.48615639615998
0 957 3.147E-05 0.672 2.674E-02 2.497E-18 2.565E+04 5.962E-10 5.434E-31 .2004480008009508E+22 8.234730717791070 .4008960016019010E+22 18.43831449345291 .6013440024028510E+22 36.65283628214998
0 958 4.297E-05 0.774 2.921E-02 2.172E-18 3.232E+04 6.651E-10 5.009E-31 .2004480008009508E+22 8.285288263003874 .4008960016019010E+22 19.93578279856310 .6013440024028510E+22 42.13162879666646
0 959 4.170E-05 0.786 2.671E-02 1.775E-18 2.491E+04 5.961E-10 4.718E-31 .2004480008009508E+22 8.335199178356364 .4008960016019010E+22 19.77987098063625 .6013440024028510E+22 41.39485134521300
0 960 3.698E-05 0.881 2.477E-02 1.985E-18 3.281E+04 6.934E-10 4.643E-31 .2004480008009508E+22 8.300441393941655 .4008960016019010E+22 18.19349096884898 .6013440024028510E+22 35.87886728456284
0 961 3.706E-05 0.786 2.254E-02 1.810E-18 3.308E+04 6.875E-10 5.583E-31 .2004480008009508E+22 8.388052538569838 .4008960016019010E+22 19.08990526331896 .6013440024028510E+22 38.68933435486101
0 962 4.171E-05 0.643 2.293E-02 2.155E-18 3.293E+04 4.828E-10 3.990E-31 .2004480008009508E+22 8.271455444086300 .4008960016019010E+22 20.98560638340932 .6013440024028510E+22 45.86916065575526
0 963 4.002E-05 0.703 1.973E-02 2.090E-18 3.329E+04 6.233E-10 4.417E-31 .2004480008009508E+22 8.281329493045359 .4008960016019010E+22 20.31567361366736 .6013440024028510E+22 43.46422385648498
0 964 3.630E-05 0.632 3.009E-02 1.980E-18 3.343E+04 5.803E-10 5.414E-31 .2004480008009508E+22 8.362746341505707 .4008960016019010E+22 19.87709985310773 .6013440024028510E+22 41.31143949668007
0 965 4.247E-05 0.797 2.253E-02 2.102E-18 2.880E+04 5.108E-10 4.337E-31 .2004480008009508E+22 8.280620390394823 .4008960016019010E+22 19.90799186654347 .6013440024028510E+22 42.14661361299616
0 966 4.063E-05 0.606 2.380E-02 2.302E-18 3.117E+04 5.588E-10 4.964E-31 .2004480008009508E+22 8.275263920656416 .4008960016019010E+22 21.03521367283990 .6013440024028510E+22 46.00069533510281
0 967 4.819E-05 0.776 2.339E-02 2.070E-18 2.802E+04 5.744E-10 6.016E-31 .2004480008009508E+22 8.351791843085248 .4008960016019010E+22 21.10457714979132 .6013440024028510E+22 46.32983632510854
0 968 4.151E-05 0.693 2.810E-02 2.213E-18 2.779E+04 6.139E-10 5.664E-31 .2004480008009508E+22 8.299101709157414 .4008960016019010E+22 20.34093063874199 .6013440024028510E+22 43.48311299682717
0 969 3.923E-05 0.757 2.911E-02 1.922E-18 3.139E+04 6.459E-10 4.137E-31 .2004480008009508E+22 8.287800443983276 .4008960016019010E+22 19.40733036572103 .6013440024028510E+22 40.09849959942684
0 970 3.834E-05 0.713 2.546E-02 1.948E-18 3.623E+04 5.980E-10 5.108E-31 .2004480008009508E+22 8.359794409253134 .4008960016019010E+22 19.78260823065366 .6013440024028510E+22 41.18041973089931
0 971 4.223E-05 0.843 2.579E-02 2.428E-18 2.878E+04 6.135E-10 5.025E-31 .2004480008009508E+22 8.237445208005770 .4008960016019010E+22 19.35434529695756 .6013440024028510E+22 40.33884949857982
0 972 3.478E-05 0.776 2.641E-02 1.960E-18 3.144E+04 7.460E-10 5.938E-31 .2004480008009508E+22 8.354802014296062 .4008960016019010E+22 18.53932486317862 .6013440024028510E+22 36.75225760556825
0 973 4.832E-05 0.661 2.372E-02 2.034E-18 3.165E+04 4.994E-10 4.997E-31 .2004480008009508E+22 8.341430346940756 .4008960016019010E+22 21.97150272291395 .6013440024028510E+22 49.42190226165456
0 974 4.564E-05 0.711 2.418E-02 1.770E-18 2.940E+04 5.617E-10 5.056E-31 .2004480008009508E+22 8.380035726347421 .4008960016019010E+22 21.20101024079783 .6013440024028510E+22 46.39766963530152
0 975 3.272E-05 0.676 2.632E-02 1.952E-18 3.021E+04 6.403E-10 4.305E-31 .2004480008009508E+22 8.288283564614114 .4008960016019010E+22 18.80072738258722 .6013440024028510E+22 37.71249101872768
0 976 4.026E-05 0.895 2.299E-02 2.146E-18 2.783E+04 5.643E-10 5.001E-31 .2004480008009508E+22 8.291604604440508 .4008960016019010E+22 18.74746251283183 .6013440024028510E+22 38.03220473040073
0 977 3.653E-05 0.779 3.015E-02 2.207E-18 2.849E+04 5.652E-10 4.970E-31 .2004480008009508E+22 8.281088272298300 .4008960016019010E+22 18.63910832271427 .6013440024028510E+22 37.41378929221115
0 978 4.046E-05 0.838 2.616E-02 1.771E-18 2.157E+04 6.858E-10 4.778E-31 .2004480008009508E+22 8.305957336918121 .4008960016019010E+22 19.14595371751816 .6013440024028510E+22 39.27436603281539
0 979 4.024E-05 0.847 2.861E-02 2.319E-18 3.293E+04 5.879E-10 4.320E-31 .2004480008009508E+22 8.240240014202691 .4008960016019010E+22 18.86873461677705 .6013440024028510E+22 38.49990714507477
0 980 3.776E-05 0.869 2.547E-02 2.465E-18 3.282E+04 6.087E-10 4.655E-31 .2004480008009508E+22 8.229357468960629 .4008960016019010E+22 18.31301400185976 .6013440024028510E+22 36.56602254850902
0 981 3.996E-05 0.746 2.203E-02 2.183E-18 2.779E+04 6.024E-10 4.802E-31 .2004480008009508E+22 8.267098708281512 .4008960016019010E+22 19.83707686968827 .6013440024028510E+22 41.84933337610696
0 982 4.275E-05 0.886 2.886E-02 1.815E-18 3.158E+04 5.543E-10 4.281E-31 .2004480008009508E+22 8.335196309879066 .4008960016019010E+22 19.17290438506513 .6013440024028510E+22 39.29476063072929
0 983 3.618E-05 0.787 2.257E-02 1.895E-18 3.587E+04 5.204E-10 4.323E-31 .2004480008009508E+22 8.341006178991940 .4008960016019010E+22 18.81826463596922 .6013440024028510E+22 37.85115046093257
0 984 4.438E-05 0.676 2.856E-02 2.179E-18 3.063E+04 6.271E-10 5.703E-31 .2004480008009508E+22 8.316161526435961 .4008960016019010E+22 20.96811265867813 .6013440024028510E+22 45.72054707019627
0 985 3.757E-05 0.629 3.040E-02 2.180E-18 2.701E+04 4.879E-10 5.065E-31 .2004480008009508E+22 8.301285506441269 .4008960016019010E+22 20.04087260892226 .6013440024028510E+22 42.20013909600577
0 986 3.905E-05 0.820 2.490E-02 2.078E-18 3.385E+04 5.361E-10 5.573E-31 .2004480008009508E+22 8.360058849243668 .4008960016019010E+22 19.09100974565276 .6013440024028510E+22 38.90127590877707
0 987 4.496E-05 0.800 2.455E-02 2.220E-18 3.200E+04 6.612E-10 5.050E-31 .2004480008009508E+22 8.277877060754419 .4008960016019010E+22 20.26420318082968 .6013440024028510E+22 43.45577987849944
0 988 3.762E-05 0.688 2.951E-02 2.105E-18 2.800E+04 5.268E-10 5.083E-31 .2004480008009508E+22 8.312070832183915 .4008960016019010E+22 19.62048344039189 .6013440024028510E+22 40.72852690913618
0 989 4.415E-05 0.667 2.430E-02 2.172E-18 3.032E+04 5.906E-10 4.344E-31 .2004480008009508E+22 8.257580587627865 .4008960016019010E+22 21.12680553244173 .6013440024028510E+22 46.51020752269338
0 990 4.545E-05 0.795 2.283E-02 2.502E-18 2.957E+04 7.012E-10 4.850E-31 .2004480008009508E+22 8.205269713178335 .4008960016019010E+22 20.36176871412267 .6013440024028510E+22 44.08896760917011
0 991 4.077E-05 0.742 2.549E-02 1.980E-18 2.994E+04 6.742E-10 5.064E-31 .2004480008009508E+22 8.315764013528865 .4008960016019010E+22 19.96819730175051 .6013440024028510E+22 42.09894599022058
0 992 4.039E-05 0.778 2.460E-02 2.201E-18 2.889E+04 5.947E-10 5.531E-31 .2004480008009508E+22 8.303865847345214 .4008960016019010E+22 19.61842920346503 .6013440024028510E+22 40.97560344542499
0 993 4.554E-05 0.691 2.558E-02 1.957E-18 2.825E+04 6.330E-10 4.801E-31 .2004480008009508E+22 8.307806796496216 .4008960016019010E+22 21.17400092636308 .6013440024028510E+22 46.53776494746450
0 994 4.429E-05 0.783 2.198E-02 1.720E-18 3.260E+04 7.019E-10 5.411E-31 .2004480008009508E+22 8.396775804259232 .4008960016019010E+22 20.54136067166306 .6013440024028510E+22 43.99321576942953
0 995 3.889E-05 0.713 1.601E-02 2.049E-18 3.310E+04 5.409E-10 5.443E-31 .2004480008009508E+22 8.356555005723342 .4008960016019010E+22 20.20757260052602 .6013440024028510E+22 42.86722944529082
0 996 3.737E-05 0.886 2.550E-02 1.850E-18 2.824E+04 5.665E-10 4.600E-31 .2004480008009508E+22 8.331947039745517 .4008960016019010E+22 18.22975030952004 .6013440024028510E+22 35.91070032873269
0 997 3.767E-05 0.873 2.607E-02 2.012E-18 3.244E+04 5.748E-10 5.399E-31 .2004480008009508E+22 8.352964045744400 .4008960016019010E+22 18.37544780329905 .6013440024028510E+22 36.42257112260679
0 998 3.864E-05 0.682 2.367E-02 2.239E-18 2.964E+04 5.601E-10 4.066E-31 .2004480008009508E+22 8.233274789477532 .4008960016019010E+22 20.00360354289559 .6013440024028510E+22 42.41730088345126
0 999 4.517E-05 0.713 2.540E-02 1.547E-18 2.799E+04 6.262E-10 4.262E-31 .2004480008009508E+22 8.368201177683176 .4008960016019010E+22 21.06086040627561 .6013440024028510E+22 45.82497608590941
0 1000 3.747E-05 0.835 2.469E-02 2.043E-18 2.787E+04 5.607E-10 4.082E-31 .2004480008009508E+22 8.263358804942705 .4008960016019010E+22 18.56500370888555 .6013440024028510E+22 37.30202314891432
0 1001 4.036E-05 0.716 2.881E-02 1.569E-18 2.969E+04 5.945E-10 5.116E-31 .2004480008009508E+22 8.426709289550866 .4008960016019010E+22 20.11814362494888 .6013440024028510E+22 42.12061715188960
0 1002 4.213E-05 0.627 2.781E-02 1.957E-18 2.766E+04 5.866E-10 5.798E-31 .2004480008009508E+22 8.362543711123497 .4008960016019010E+22 21.07127443845233 .6013440024028510E+22 45.79805226889911
0 1003 3.643E-05 0.857 2.411E-02 2.262E-18 2.644E+04 5.794E-10 5.516E-31 .2004480008009508E+22 8.284590416335014 .4008960016019010E+22 18.19732550033243 .6013440024028510E+22 36.01013873739944
