%eval_id interface dGrainHBS      FaceCovMax     SwellLink      vResol         DatomFissGBx   fNucleate      aAtomDifFiss FD1 fuel_swelling1 fuel_gas_swelling1 FD2 fuel_swelling2 fuel_gas_swelling2 FD3 fuel_swelling3 fuel_gas_swelling3 FD4 fuel_swelling4 fuel_gas_swelling4 FD5 fuel_swelling5 fuel_gas_swelling5 FD6 fuel_swelling6 fuel_gas_swelling6 FD7 fuel_swelling7 fuel_gas_swelling7
           1           7   4.3636213364453974E-005  0.72468223285452660        2.2699946151758375E-002   1.9072885131087606E-018   29013.248514554929        6.3147385934747250E-010   5.2956820333498845E-031	.1036800004142849E+22 4.364784351100081 .2175843345286878 .2004480008009508E+22 8.346732120670451 .3288120886324197 .3041280012152354E+22 13.01228561392274 .8471655653133194 .4008960016019010E+22 20.76725866970585 4.731418605629811 .5045760020161855E+22 32.40906401021497 12.22602392956755 .6013440024028510E+22 44.94708675505346 20.89332665893942 .6981120027895166E+22 59.10610488490256 31.18162477332190
           2           7   4.7700986993428536E-005  0.89917253619355053        2.5873688265389844E-002   2.0737000477619448E-018   28078.553517537268        6.6530033494936829E-010   5.7401553245486300E-031	.1036800004142849E+22 4.361007104078191 .2138070875067970 .2004480008009508E+22 8.321715085127112 .3037950530890800 .3041280012152354E+22 12.83145957229883 .6663395236894069 .4008960016019010E+22 20.01173782639893 3.975897762322890 .5045760020161855E+22 30.83071284482438 10.64767276417697 .6013440024028510E+22 42.53124975649867 18.47748966038463 .6981120027895166E+22 55.71092503347064 27.78644492188997
           3           7   4.4865209438812422E-005  0.83529277521914469        2.2412404854131769E-002   2.1337339229998140E-018   35427.034381591104        6.5774690355967537E-010   5.2516974023887595E-031	.1036800004142849E+22 4.350846726633137 .2036467100617432 .2004480008009508E+22 8.315955959933232 .2980359278952012 .3041280012152354E+22 12.85416337412528 .6890433255158596 .4008960016019010E+22 20.12123458900577 4.085394524929739 .5045760020161855E+22 31.05275247119246 10.86971239054505 .6013440024028510E+22 42.85831294991881 18.80455285380477 .6981120027895166E+22 56.15235611588313 28.22787600430247
           4           7   4.5721219154949035E-005  0.62822769445496829        2.7962423815554791E-002   1.8698216840954727E-018   31139.318259267333        5.5963692000270206E-010   5.1043914017265175E-031	.1036800004142849E+22 4.371663450032369 .2244634334609764 .2004480008009508E+22 8.367065675114322 .3491456430762918 .3041280012152354E+22 13.20655185961228 1.041431811002863 .4008960016019010E+22 21.65942875964634 5.623588695570298 .5045760020161855E+22 34.34290123127023 14.15986115062280 .6013440024028510E+22 47.98893916449492 23.93517906838089 .6981120027895166E+22 63.49750446025945 35.57302434867879
           5           7   4.1913011650137625E-005  0.72514106306741821        2.7069411041333140E-002   1.6963030897627549E-018   27465.317324091837        6.0258783778315811E-010   5.0698904969977073E-031	.1036800004142849E+22 4.375919026560068 .2287190099886733 .2004480008009508E+22 8.382259721461825 .3643396894237971 .3041280012152354E+22 12.98392265668179 .8188026080723757 .4008960016019010E+22 20.33467352519892 4.298833461122877 .5045760020161855E+22 31.31396911521453 11.13092903456712 .6013440024028510E+22 43.13685755045967 19.08309745434563 .6981120027895166E+22 56.43546040605213 28.51098029447146
           6           7   4.4241756172978887E-005  0.87578858837051610        2.4221195184824872E-002   1.8183223772716184E-018   33842.368762194783        6.6752265250070482E-010   5.1367060654225061E-031	.1036800004142849E+22 4.372751788915039 .2255517723436450 .2004480008009508E+22 8.369694514013670 .3517744819756403 .3041280012152354E+22 12.85108162666561 .6859615780561985 .4008960016019010E+22 19.72809434646351 3.692254282387474 .5045760020161855E+22 30.05226771207249 9.869227631425066 .6013440024028510E+22 41.23036145314771 17.17660135703366 .6981120027895166E+22 53.79211981085926 25.86763969927861
           7           7   4.3029775516111382E-005  0.86036173756301448        2.8012374750332900E-002   2.2524383794819313E-018   30729.391560447759        5.7678556421516031E-010   4.8230707058053544E-031	.1036800004142849E+22 4.322377074945210 .1751770583738173 .2004480008009508E+22 8.271986409458901 .2540663774208698 .3041280012152354E+22 12.67284682274457 .5077267741351565 .4008960016019010E+22 19.33880426278823 3.302964198712192 .5045760020161855E+22 29.34020189025654 9.157161809609116 .6013440024028510E+22 40.16035385200907 16.10659375589502 .6981120027895166E+22 52.29100505531576 24.36652494373510
           8           7   4.7749575314930671E-005  0.80179653419035313        2.1397405715495067E-002   2.1349138970187477E-018   29333.451185038848        6.8860849808137908E-010   5.8936341783219727E-031	.1036800004142849E+22 4.361463936301798 .2142639197304050 .2004480008009508E+22 8.316987782464805 .2990677504267752 .3041280012152354E+22 12.98112788912781 .8160078405183964 .4008960016019010E+22 20.88819064939581 4.852350585319774 .5045760020161855E+22 32.81731596591831 12.63427588527090 .6013440024028510E+22 45.68892655054437 21.63516645443033 .6981120027895166E+22 60.27000378941172 32.34552367783106
           9           7   4.5612625723835176E-005  0.67773185756404219        2.4773285086370046E-002   2.0498343281222882E-018   27621.521246688226        5.0252120989259747E-010   4.7756088679654074E-031	.1036800004142849E+22 4.339476145626910 .1922761290555161 .2004480008009508E+22 8.311224316298869 .2933042842608398 .3041280012152354E+22 13.07756505562493 .9124450070155098 .4008960016019010E+22 21.32900343555739 5.293163371481348 .5045760020161855E+22 33.74825938865035 13.56521930800293 .6013440024028510E+22 47.11821570833193 23.06445561221789 .6981120027895166E+22 62.29043966821949 34.36595955663883
          10           7   3.1411560550425102E-005  0.77657761144480719        2.3923871784336862E-002   1.9346919364062488E-018   36114.751516310018        6.2791643097610637E-010   4.5621631157214552E-031	.1036800004142849E+22 4.342789488202127 .1955894716307333 .2004480008009508E+22 8.327726922312312 .3098068902742827 .3041280012152354E+22 12.54085485056710 .3757348019576815 .4008960016019010E+22 17.84101756404882 1.805177499972780 .5045760020161855E+22 25.66028808171119 5.477248001063765 .6013440024028510E+22 34.20002225841585 10.14626216230181 .6981120027895166E+22 43.71538892648491 15.79090881490424
          11           7   4.7906250222583225E-005  0.79737094181634705        2.5489590304568224E-002   1.9472824627950638E-018   31995.818347847595        5.1262537309750071E-010   5.0982813597205166E-031	.1036800004142849E+22 4.370508145119597 .2233081285482020 .2004480008009508E+22 8.362786585794959 .3448665537569302 .3041280012152354E+22 13.03761447460278 .8724944259933596 .4008960016019010E+22 20.84274075207964 4.806900688003596 .5045760020161855E+22 32.59686695784706 12.41382687719965 .6013440024028510E+22 45.28807412603777 21.23431402992373 .6981120027895166E+22 59.65446101947900 31.72998090789833
          12           7   4.3683261464156087E-005  0.80728955051528761        1.8444601614132076E-002   2.0819406101560387E-018   26696.871605356613        5.9740350911471662E-010   6.6025255137505413E-031	.1036800004142849E+22 4.395605505471893 .2484054889004987 .2004480008009508E+22 8.362735085415705 .3448150533776755 .3041280012152354E+22 12.92589282990270 .7607727812932821 .4008960016019010E+22 20.29799334507873 4.262153281002687 .5045760020161855E+22 31.39894106535236 11.21590098470494 .6013440024028510E+22 43.39222455116698 19.33846445505295 .6981120027895166E+22 56.91653141964868 28.99205130806801
          13           7   3.6046349366313508E-005  0.78696100464488372        2.3213734851878182E-002   1.6759706472019152E-018   28499.908614147884        5.2622700100174842E-010   5.6181683694175347E-031	.1036800004142849E+22 4.412234041194100 .2650340246227061 .2004480008009508E+22 8.436588449540720 .4186684175026879 .3041280012152354E+22 12.79129459387297 .6261745452635472 .4008960016019010E+22 18.86987745474220 2.834037390666161 .5045760020161855E+22 27.91519161895465 7.732151538307227 .6013440024028510E+22 37.73595286973458 13.68219277362054 .6981120027895166E+22 48.71433095135669 20.78985083977603
          14           7   4.1111412080591350E-005  0.82144854058732508        2.6261472880818929E-002   2.0481312116936926E-018   28882.044720815713        5.3419705594359231E-010   4.9448362487918418E-031	.1036800004142849E+22 4.346020714727410 .1988206981560161 .2004480008009508E+22 8.318350022512320 .3004299904742924 .3041280012152354E+22 12.73924714929591 .5741271006864990 .4008960016019010E+22 19.38452720122120 3.348687137145168 .5045760020161855E+22 29.34163429345871 9.158594212811296 .6013440024028510E+22 40.11424982802399 16.06048973190995 .6981120027895166E+22 52.18825292116528 24.26377280958463
          15           7   3.8131146575544262E-005  0.74515253585028973        2.2899657989442226E-002   2.2034372681183651E-018   24903.059124449523        5.6698196080864565E-010   3.6802851058083105E-031	.1036800004142849E+22 4.265393214249759 .1181931976783650 .2004480008009508E+22 8.194331599924709 .1764115678866790 .3041280012152354E+22 12.61092508490677 .4458050362973546 .4008960016019010E+22 19.36696665910398 3.331126595027947 .5045760020161855E+22 29.45732665394587 9.274286573298445 .6013440024028510E+22 40.32798867936193 16.27422858324790 .6981120027895166E+22 52.49491924975399 24.57043913817332
