dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,fuel_swelling
3.97e-05,0.85527,0.053244,1.77e-17,1.764e+05,5.24e-08,2.25e-31,54.11
4.92e-05,0.69582,0.059711,5.39e-19,19587,2.83e-08,6.85e-32,70.42
4.71e-05,0.57265,0.016341,2.58e-18,19779,8.29e-10,5.25e-31,115.78
5.6e-05,0.85935,0.042982,1.31e-17,1.2703e+05,7.11e-11,2.14e-30,88.518
3.27e-05,0.85772,0.025628,1.29e-17,24102,5.85e-09,1.55e-31,51.306
4.08e-05,0.60369,0.020662,8.61e-18,10614,1.95e-10,1.03e-30,92.791
3.92e-05,0.57615,0.033928,1.29e-18,2.7282e+05,3.01e-09,3.86e-31,89.785
2.66e-05,0.67571,0.055325,1.26e-17,13882,8.55e-09,2.37e-30,41.973
6e-05,0.50953,0.020848,5.55e-18,7324.3,3.6e-08,1.02e-30,143.28
3.62e-05,0.55888,0.050787,1.32e-17,1.4904e+05,1.01e-09,1.53e-31,65.431
4.82e-05,0.86274,0.020737,3.78e-18,71829,6.18e-11,1.45e-30,81.754
2e-05,0.56146,0.053335,2.01e-18,1.1623e+05,2.88e-10,1.42e-31,34.577
2.05e-05,0.78844,0.05894,1.97e-17,68773,3.1e-08,4.18e-30,30.992
2.68e-05,0.81589,0.046856,5.06e-18,6360,4.41e-10,8.87e-32,34.693
5.1e-05,0.71059,0.054428,9.4e-19,56709,8.75e-09,2.68e-31,81.542
2.27e-05,0.56707,0.043479,9.85e-19,20128,1.52e-08,2.11e-31,44.996
3.51e-05,0.71799,0.032312,3.42e-18,1.6765e+05,2.12e-09,6.97e-31,62.24
2.36e-05,0.69895,0.038568,2.08e-18,21318,1.84e-10,1.13e-31,35.299
2.82e-05,0.59764,0.033272,6.96e-18,4295.1,1.78e-08,8.95e-31,57.642
4.33e-05,0.705,0.062022,8.94e-18,12505,1.79e-10,3.87e-31,65.53
3.3e-05,0.55441,0.046738,1.36e-17,3739.1,3.47e-10,5.76e-32,60.859
2.89e-05,0.50701,0.042738,5.62e-19,4382.3,1.36e-08,9.9e-32,61.052
3.41e-05,0.77071,0.054517,4.58e-18,7004.5,1.34e-10,6.5e-32,47.075
2.34e-05,0.73213,0.050909,4.75e-18,6188.4,1.83e-10,1.61e-31,32.28
5.14e-05,0.87133,0.042688,1.23e-17,8357.9,1.11e-09,2.62e-31,72.723
5.49e-05,0.66631,0.038838,1.88e-18,79755,1.33e-08,4.82e-30,118.91
4.1e-05,0.66511,0.053605,3.24e-18,40453,1.83e-08,2.5e-30,66.846
3.07e-05,0.50397,0.020926,5.82e-18,11098,2.58e-10,1.09e-30,75.939
3.73e-05,0.78798,0.033731,6.03e-18,1.2385e+05,1.14e-09,3.65e-31,59.281
5.73e-05,0.77494,0.048349,1.11e-18,22476,4.28e-10,1.66e-31,94.606
5.05e-05,0.83917,0.032648,1.63e-18,8402.1,2.83e-08,1.38e-31,84.567
3.93e-05,0.77923,0.031566,5.16e-18,71624,2.35e-09,3.47e-30,67.527
4.93e-05,0.81788,0.035207,3.48e-19,12329,4.07e-10,1.07e-31,88.286
4.3e-05,0.58172,0.042508,1.23e-18,2.1505e+05,3.09e-09,2.94e-31,90.634
4.01e-05,0.68824,0.052962,4.12e-18,91023,2.33e-08,1.1e-30,63.1
5.47e-05,0.60771,0.020989,4.13e-18,32545,5.61e-09,2.71e-31,121.59
4.16e-05,0.5021,0.038155,1.78e-17,43388,4.17e-08,3.61e-31,87.245
3.39e-05,0.75761,0.036536,2.19e-18,4427.4,1.15e-09,4.49e-31,53.914
4.96e-05,0.61029,0.047265,1.08e-17,6945.5,2.92e-08,6.87e-32,81.422
2.16e-05,0.81649,0.039088,1.62e-18,2.2517e+05,1.87e-08,8.13e-31,34.267
4.17e-05,0.89899,0.036342,8.24e-18,7918.1,8.89e-11,1.76e-30,58.258
4.59e-05,0.87185,0.022568,5.65e-18,90206,3.17e-08,4.53e-31,83.927
5e-05,0.73553,0.025291,1.34e-18,82868,3.33e-08,7.2e-31,105.59
4.11e-05,0.80523,0.058695,1.39e-18,1.1701e+05,1.01e-08,9.85e-32,55.897
5.54e-05,0.58864,0.055187,7e-18,1.8477e+05,4.59e-09,6.35e-31,86.514
2.92e-05,0.64366,0.046595,3.5e-18,14233,5.28e-08,1.97e-31,52.045
4.9e-05,0.87501,0.05381,1.62e-17,9335.9,1.07e-09,3.08e-30,64.529
5.31e-05,0.61903,0.021637,1.42e-18,79931,1.73e-08,1.35e-31,120.88
3.05e-05,0.60725,0.059858,1.45e-17,5305.6,7.27e-09,6.22e-31,48.725
3.11e-05,0.66843,0.034943,8.73e-18,30749,2.25e-08,5.25e-32,58.238
4.85e-05,0.90555,0.021371,2.96e-18,34865,3.91e-08,7.43e-32,87.89
5.95e-05,0.71492,0.026264,4.72e-19,4231.2,4.44e-08,4.44e-31,124.42
5.22e-05,0.66103,0.023627,3.39e-18,18590,5.12e-08,2.15e-31,113.16
3.52e-05,0.63097,0.064704,1.58e-18,2.8693e+05,1.55e-08,7.06e-32,53.176
4.49e-05,0.72054,0.045284,1.58e-17,1.5526e+05,2.42e-08,4.81e-30,72.786
3.79e-05,0.88344,0.030499,1.17e-18,1.0589e+05,5.51e-08,5.18e-32,65.284
2.52e-05,0.87953,0.026705,3.96e-18,3506.8,7.11e-10,5.93e-31,33.041
5.7e-05,0.64236,0.018135,1.53e-18,47584,4.15e-08,4.95e-31,133.56
4.32e-05,0.58219,0.033668,3.05e-18,18983,4.39e-08,1.93e-31,89.497
2.96e-05,0.79141,0.038631,7.03e-18,6355.9,2.09e-09,5.28e-31,43.863
4.54e-05,0.61461,0.017946,3.91e-18,8774.4,1.88e-08,1.81e-30,108.35
4.18e-05,0.67026,0.015896,1.3e-18,4142.8,5.52e-10,1.43e-31,89.278
3.18e-05,0.50007,0.064101,9.35e-18,1.1236e+05,8.99e-11,9.68e-31,62.069
2.24e-05,0.62188,0.055441,1.27e-17,1.0514e+05,3.58e-08,2.22e-31,38.499
2.39e-05,0.59007,0.020576,3.95e-19,14302,1.91e-09,6.02e-32,64.08
5.81e-05,0.769,0.020415,5.5e-18,33340,2.1e-08,2.85e-30,117.56
3.45e-05,0.70511,0.02864,1.95e-17,47205,2.35e-10,7.79e-32,59.586
5.53e-05,0.90014,0.037567,7.7e-18,79519,4.66e-10,4.49e-31,82.649
5.86e-05,0.63021,0.055072,1.47e-17,17011,5.57e-08,1.05e-31,82.202
3.29e-05,0.83166,0.037134,2.09e-19,4591.7,4.2e-08,1.95e-31,64.306
2.84e-05,0.73858,0.041326,6.07e-18,1.8609e+05,4.84e-09,3.46e-31,44.964
5.6e-05,0.54048,0.047435,1.53e-18,89191,8.21e-09,2.4e-31,103.98
2.38e-05,0.82377,0.038845,7.15e-18,2.0396e+05,9.63e-09,2.72e-30,35.839
3.99e-05,0.56206,0.035119,4.36e-18,19917,2.71e-08,3.8e-31,82.814
4.53e-05,0.7943,0.059177,3.68e-19,11617,5.2e-08,1.91e-31,66.328
2.59e-05,0.6779,0.019693,1.57e-17,61183,1.58e-09,3.57e-31,46.793
4.1e-05,0.62019,0.016432,9.6e-18,77398,1.03e-09,2.87e-30,95.045
4.04e-05,0.54524,0.040696,5.32e-18,10487,9.61e-10,1.23e-31,80.152
3.45e-05,0.67136,0.048086,2.84e-18,1.6385e+05,1.08e-08,4.15e-30,67.205
5.96e-05,0.72285,0.035724,3.72e-18,2.1129e+05,1.94e-08,2.02e-30,108.62
3.35e-05,0.90444,0.045152,5.6e-19,5575.5,2.09e-10,5.45e-32,42.17
3.02e-05,0.71529,0.020127,1.18e-18,19688,1.83e-09,1.06e-31,54.736
2.61e-05,0.70027,0.060508,5.43e-18,4636.1,2.28e-09,5.31e-32,37.169
4.5e-05,0.68452,0.034394,1.07e-17,3690.9,2.31e-09,4.78e-31,81.054
5.8e-05,0.86579,0.052195,1.56e-18,5209.6,1.25e-09,6.83e-31,81.616
4.21e-05,0.78188,0.052323,2.35e-18,12080,5.21e-09,1.72e-30,62.377
2.79e-05,0.71009,0.054858,1.25e-18,51284,8.79e-09,6.66e-31,44.947
3.88e-05,0.6852,0.029479,1.2e-17,6619.7,1.75e-10,1.12e-30,72.601
3e-05,0.80796,0.030358,9.3e-18,61701,4.72e-09,2.88e-31,47.226
5.63e-05,0.58908,0.02267,1.73e-17,2.4985e+05,3.24e-10,1.13e-31,127.71
2.64e-05,0.8791,0.02663,3.4e-18,5680.5,4.32e-08,4.43e-30,46.508
2.16e-05,0.524,0.032054,3.01e-18,29840,7.13e-09,2.41e-31,46.541
4.22e-05,0.81435,0.051326,4.34e-18,45995,4.46e-10,1.79e-31,59.568
4.25e-05,0.54299,0.029317,1.06e-18,6233.4,6.75e-11,5.33e-32,100.2
5.93e-05,0.59366,0.023073,4.78e-18,15914,2.13e-10,2.46e-30,137.37
4.18e-05,0.89881,0.036961,1.4e-17,25375,3.37e-10,1.96e-31,57.756
5.12e-05,0.81691,0.062925,1.16e-18,32943,1.23e-09,1.95e-31,69.621
3.85e-05,0.89158,0.062465,4.19e-18,26049,8.23e-11,2.17e-30,47.06
4.46e-05,0.72809,0.053123,1.6e-18,11213,5.77e-08,2.36e-30,70.525
3.57e-05,0.83622,0.018639,4.16e-18,28835,1.19e-08,3.38e-31,64.239
2.83e-05,0.8782,0.064873,1.75e-17,1.9311e+05,1.73e-09,9.14e-31,33.723
5.7e-05,0.7585,0.036589,1.22e-17,1.2034e+05,1.85e-10,4.48e-30,104.21
4.72e-05,0.60181,0.054671,1.8e-18,23896,6.89e-09,1.49e-30,83.029
4.24e-05,0.52948,0.021341,4.56e-18,2.337e+05,4.29e-08,5.8e-32,107.08
3.27e-05,0.51504,0.030005,1.05e-17,9234.5,1.8e-10,2.3e-30,76.027
3.7e-05,0.71514,0.04482,8.77e-18,1.3529e+05,3e-09,8.12e-32,58.444
4.12e-05,0.57221,0.056813,6.7e-19,46496,1.96e-10,6.98e-32,82.953
4.44e-05,0.5982,0.058592,9.72e-18,95995,7.84e-10,1.77e-30,74.76
5.4e-05,0.83798,0.029374,7.92e-18,2.3981e+05,3.25e-09,1.1e-31,88.883
3.79e-05,0.68714,0.023661,6.56e-18,2.8527e+05,4.18e-09,2.07e-31,74.092
5.07e-05,0.63293,0.042683,8.78e-19,5320.8,7.91e-10,3.79e-31,100.32
2e-05,0.80092,0.042362,3.97e-19,10227,1.24e-08,9.99e-32,31.326
4.26e-05,0.63494,0.057636,9.55e-19,35790,1.27e-09,1.53e-31,72.523
3.97e-05,0.77457,0.057297,5.39e-18,1.8522e+05,4.82e-09,5.52e-31,55.188
2.33e-05,0.81144,0.026935,6.05e-18,11281,1.79e-08,6.84e-31,38.812
4.31e-05,0.90378,0.029838,1.49e-17,1.3397e+05,3.79e-09,5.08e-32,64.621
4.92e-05,0.76142,0.036908,3.34e-18,1.2476e+05,2.62e-09,1.74e-30,86.954
3.65e-05,0.54957,0.044059,1.84e-17,22553,1.32e-10,2.01e-31,73.137
3.6e-05,0.79036,0.047191,1.93e-17,2.183e+05,9.22e-10,3.84e-30,52.734
3.28e-05,0.54352,0.018073,1.42e-17,13663,2.77e-08,8.89e-32,82.141
2.37e-05,0.50866,0.046336,3.12e-18,5194.3,3.32e-09,2e-31,46.914
5.71e-05,0.84812,0.025069,2.77e-19,4648.4,1.46e-09,1.57e-31,106.58
4.5e-05,0.80402,0.041525,4.91e-18,16543,4.89e-08,7.27e-32,70.656
3.31e-05,0.85068,0.045785,1.6e-17,19408,2.45e-09,8.1e-31,45.064
4.95e-05,0.67071,0.019869,4.14e-18,84932,3.29e-09,1.78e-30,108.68
2.68e-05,0.68663,0.04416,4.64e-18,28159,1.14e-10,3.58e-31,41.003
2.99e-05,0.81762,0.043296,4.4e-18,9173.1,6.46e-09,1.49e-30,43.983
5.24e-05,0.70536,0.036006,1.89e-17,1.6495e+05,1.3e-09,2.63e-31,91.816
3.5e-05,0.60858,0.026088,7.89e-18,64941,2.55e-08,5.65e-31,76.796
2.12e-05,0.67221,0.036884,2.22e-18,94652,5.66e-09,6.12e-32,35.858
3.22e-05,0.78732,0.01754,1.88e-17,23598,9.54e-09,5.91e-31,59.66
4.86e-05,0.85846,0.030317,9.88e-19,3785.3,3.86e-08,3.73e-30,92.738
2.84e-05,0.53065,0.055965,1.43e-18,5615.2,2.36e-09,9.57e-32,51.355
3.51e-05,0.64652,0.06326,2.17e-18,44802,4.39e-10,6.43e-31,57.067
5.48e-05,0.62474,0.038922,1.04e-18,40221,2.93e-08,2.2e-30,124.21
3.23e-05,0.74412,0.060684,3.93e-18,16111,5.83e-08,2.31e-30,47.065
5.68e-05,0.71859,0.06188,1.85e-17,25184,2.04e-09,2.44e-30,76.312
5.89e-05,0.80652,0.023386,1.22e-17,2.6456e+05,6.08e-09,2.26e-31,108.41
2.34e-05,0.64774,0.022623,1.85e-18,51730,1.02e-08,5.79e-31,47.165
3.22e-05,0.87549,0.042193,5.89e-18,2.8569e+05,6.57e-11,6.81e-31,39.612
5.69e-05,0.68892,0.050393,1.64e-17,1.233e+05,6.29e-09,2.71e-30,86.181
5.1e-05,0.73421,0.032922,5.85e-18,8152.6,1.8e-09,6.1e-31,90.525
5.6e-05,0.63026,0.034659,1.1e-18,64228,3.77e-08,1.99e-30,128.71
3.81e-05,0.82919,0.062388,4.3e-18,26122,1.73e-10,3.24e-31,49.491
3.52e-05,0.56748,0.044623,3.44e-18,21730,8.91e-09,3.01e-31,65.915
3.67e-05,0.70012,0.029413,4.74e-18,9454.1,8.49e-11,2.61e-31,65.35
4.65e-05,0.50231,0.029657,2.61e-18,5214.9,1.02e-09,7.9e-31,109.76
3.15e-05,0.88212,0.025227,5.74e-18,4661,3.03e-08,1.64e-30,54.291
2.37e-05,0.60056,0.040135,2.79e-18,5929.4,2.03e-09,1.82e-31,42.431
2.91e-05,0.70722,0.052414,2.64e-18,8231.8,1.11e-09,8.15e-31,44.303
2.86e-05,0.50892,0.031868,5.19e-18,6626.8,3.66e-10,5.83e-32,61.649
2.36e-05,0.65993,0.062268,1.5e-17,1.0012e+05,1.62e-09,1.33e-30,35.355
5.43e-05,0.62941,0.031416,7.04e-18,6534.8,4.59e-08,3.35e-30,108.98
4.83e-05,0.82904,0.026572,1.17e-17,11976,1.76e-08,1.01e-30,86.509
4.9e-05,0.89302,0.036774,2.04e-18,2.2148e+05,1.13e-08,2.49e-31,76.314
2.15e-05,0.64787,0.043338,6.59e-18,19823,6.64e-09,6.05e-32,36.365
2.53e-05,0.84505,0.043854,9.98e-18,2.4401e+05,2.15e-09,2.51e-31,33.8
3.31e-05,0.78384,0.037854,1.13e-17,26387,1.77e-10,1.13e-30,49.146
4.41e-05,0.55064,0.055304,5.03e-18,2.916e+05,8.36e-09,3.15e-31,73.561
4.79e-05,0.61639,0.045738,1.67e-18,85536,1.05e-08,2.65e-31,86.389
2.27e-05,0.89523,0.027591,4.53e-18,4065.4,1.18e-09,7.83e-31,30.353
4.79e-05,0.63148,0.042756,1.28e-17,5728.2,1.51e-08,1.92e-31,82.322
4.09e-05,0.81862,0.023032,4.95e-19,62900,2.27e-09,6.4e-32,72.83
4.41e-05,0.83705,0.046116,1.3e-17,19235,5.66e-10,1.85e-30,63.636
5.76e-05,0.74509,0.047944,5.61e-18,11001,8.6e-09,5.63e-32,82.612
4.52e-05,0.82207,0.02681,3.51e-18,25656,3.57e-09,3.2e-30,80.138
5.32e-05,0.86919,0.063886,3.75e-18,2.9636e+05,2.4e-09,2.99e-31,64.746
2.82e-05,0.62704,0.026101,7.39e-18,33685,1.2e-09,1.31e-31,53.376
3.76e-05,0.66008,0.037662,9.01e-18,1.5176e+05,1.96e-08,2.96e-31,68.988
3.23e-05,0.84527,0.045694,1.12e-18,4223.4,8.87e-09,1.46e-30,48.493
3.72e-05,0.53828,0.058643,6.01e-19,5885.9,1.7e-09,7.34e-32,67.23
2.51e-05,0.62153,0.057469,7.94e-18,26775,1.6e-09,1.65e-31,39.896
5.99e-05,0.65609,0.063123,1e-17,8286.5,5.88e-08,9.03e-32,73.842
3.37e-05,0.62454,0.050155,1.42e-17,1.3572e+05,4.13e-09,4.42e-30,57.808
5.4e-05,0.58346,0.04793,1.45e-17,2.5921e+05,1.57e-09,1.38e-31,92.569
3.72e-05,0.88789,0.036796,3.2e-18,97572,2.75e-09,4.2e-31,53.349
4.27e-05,0.80966,0.053911,5.22e-18,3078.1,1.33e-09,3.3e-31,58.275
3.17e-05,0.89674,0.032314,4.03e-18,4301.4,1.86e-10,1.35e-30,40.813
4.81e-05,0.87659,0.055101,1.32e-17,75073,8.48e-10,4.3e-30,63.877
3.5e-05,0.88983,0.018254,8.78e-18,6580.2,9.5e-11,3.89e-30,49.656
3.09e-05,0.90605,0.060167,1e-17,6815.5,8.33e-09,3.9e-30,38.154
5.16e-05,0.8156,0.044429,3.33e-19,71034,8.21e-10,6.21e-32,86.628
5.69e-05,0.68158,0.019783,8.88e-18,8710.7,5.05e-08,1.41e-30,125.29
5.01e-05,0.83809,0.043458,1.51e-18,12514,1.74e-09,6.24e-31,77.134
2.7e-05,0.55209,0.054109,3.58e-19,4313.2,9.37e-09,6.45e-32,50.136
4.23e-05,0.82658,0.050725,1.26e-17,3027.1,2.37e-09,3.33e-30,58.735
2.09e-05,0.71232,0.04025,1.39e-17,6891.6,3.52e-08,1.37e-31,36.375
2.08e-05,0.67246,0.050325,1.52e-17,16435,6.96e-10,3.94e-31,31.551
4.79e-05,0.89484,0.060497,1.9e-17,3689.3,4.96e-08,5.83e-31,57.232
2.93e-05,0.7648,0.039712,1.37e-17,10851,1.59e-08,3.3e-30,48.077
2.77e-05,0.8598,0.035509,5.06e-19,4420.3,4.07e-09,7.13e-32,39.484
3.32e-05,0.75382,0.056611,8.88e-19,12629,3.74e-09,1.93e-31,48.594
2.41e-05,0.6737,0.016831,6.14e-18,41569,9.99e-10,6.06e-32,42.195
2.55e-05,0.66707,0.041869,1.59e-18,1.8266e+05,2.56e-09,4.3e-31,43.868
5.65e-05,0.54137,0.052806,5.18e-19,11427,2.22e-08,2.6e-31,105.06
2.21e-05,0.85397,0.043927,5.12e-18,10283,1.13e-09,7.59e-32,29.543
3.1e-05,0.68183,0.024012,1.03e-18,18528,2.31e-10,1.51e-31,60.801
5.23e-05,0.79181,0.045229,1.48e-17,5651.9,1.41e-09,6.71e-32,76.322
4.16e-05,0.61669,0.018506,1.42e-18,7227.1,4.91e-09,6.76e-32,93.68
5.41e-05,0.54247,0.032543,1.73e-18,1.8861e+05,5.87e-08,7.39e-31,121.08
5.35e-05,0.72913,0.016531,4.23e-18,1.4649e+05,4.95e-10,8.2e-31,113.23
5.52e-05,0.62213,0.051129,2.16e-18,11711,3e-10,2.33e-31,100.74
5.77e-05,0.85466,0.035266,5.26e-18,5991.8,5.4e-09,4.55e-31,89.827
5.42e-05,0.75479,0.053557,1.79e-17,1.3788e+05,1.4e-09,2.88e-30,79.338
5.97e-05,0.7074,0.018958,1.25e-17,6067.4,2.03e-10,7.31e-31,125.75
4.42e-05,0.87952,0.049886,3.58e-18,2.5258e+05,1.91e-10,1.32e-31,60.1
5.44e-05,0.65804,0.045988,1.75e-18,38083,1.25e-09,1.41e-30,104.41
5.06e-05,0.65735,0.037553,4.79e-18,8607.6,2.08e-08,1.32e-31,90.482
5.27e-05,0.53815,0.049696,1.53e-17,1.5027e+05,8.52e-10,7.87e-32,94.891
4.05e-05,0.58392,0.028281,1.89e-17,3149.5,2e-10,8.37e-32,83.709
5.55e-05,0.74433,0.039848,2.99e-18,7713.2,1.13e-09,1.4e-31,91.49
3.53e-05,0.67386,0.049622,4.84e-18,2.5549e+05,1.22e-08,4.02e-30,61.005
3.26e-05,0.5484,0.062667,1.7e-17,4191.8,3.6e-09,1.66e-31,52.782
4.91e-05,0.8804,0.043903,1.3e-18,1.3262e+05,7.09e-09,9.08e-31,77.867
5.75e-05,0.592,0.019929,6.36e-18,5337.3,5.74e-09,2.23e-30,130.08
4.01e-05,0.85193,0.01917,1.61e-17,50007,1.64e-09,7.15e-31,66.65
5.72e-05,0.86638,0.061069,4.54e-18,15935,1.01e-10,9.63e-32,76.646
4.59e-05,0.64277,0.054834,8.86e-19,1.1562e+05,4.57e-08,1.79e-31,76.469
5.21e-05,0.74113,0.027538,9.36e-19,23320,6.86e-10,8.76e-32,100.98
4.89e-05,0.60703,0.049102,5.83e-19,1.0901e+05,1.9e-09,2.18e-31,101.78
