dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,FD,fuel_swelling,fuel_gas_swelling
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,1.007e+21,4.1894,0.16145
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,2.0004e+21,8.3235,0.32203
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,3.0074e+21,12.454,0.4241
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,4.0008e+21,16.482,0.47883
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,5.0077e+21,22.588,2.5573
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,6.0011e+21,30.956,6.9512
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,7.0081e+21,42.731,14.699
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,8.0015e+21,57.56,25.554
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,1.007e+21,4.028,0.0
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,2.0004e+21,8.0015,0.0
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,3.0074e+21,12.295,0.26548
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,4.0008e+21,18.131,2.1279
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,5.0077e+21,26.504,6.4729
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,6.0011e+21,36.462,12.457
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,7.0081e+21,48.077,20.045
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,8.0015e+21,58.843,26.837
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,1.007e+21,4.1778,0.14988
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,2.0004e+21,8.2682,0.26672
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,3.0074e+21,12.649,0.61943
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,4.0008e+21,18.721,2.7181
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,5.0077e+21,27.511,7.4799
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,6.0011e+21,38.659,14.654
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,7.0081e+21,52.225,24.193
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,8.0015e+21,65.093,33.086
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,1.007e+21,4.3139,0.2859
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,2.0004e+21,8.2913,0.28979
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,3.0074e+21,12.319,0.28994
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,4.0008e+21,16.293,0.28994
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,5.0077e+21,20.321,0.28994
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,6.0011e+21,24.429,0.42474
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,7.0081e+21,29.503,1.4706
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,8.0015e+21,34.763,2.7565
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,1.007e+21,4.2318,0.20388
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,2.0004e+21,8.3889,0.38739
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,3.0074e+21,13.009,0.97986
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,4.0008e+21,20.087,4.0842
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,5.0077e+21,31.304,11.273
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,6.0011e+21,47.127,23.122
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,7.0081e+21,71.67,43.638
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,8.0015e+21,106.22,74.215
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,1.007e+21,4.0291,0.001135
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,2.0004e+21,8.0029,0.0014369
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,3.0074e+21,12.189,0.16002
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,4.0008e+21,17.805,1.8016
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,5.0077e+21,25.975,5.9436
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,6.0011e+21,36.194,12.189
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,7.0081e+21,48.55,20.517
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,8.0015e+21,60.676,28.67
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,1.007e+21,4.028,0.0
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,2.0004e+21,8.0015,0.0
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,3.0074e+21,12.029,1.9662e-09
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,4.0008e+21,16.003,1.0491e-08
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,5.0077e+21,20.556,0.52501
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,6.0011e+21,26.104,2.0996
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,7.0081e+21,32.518,4.4855
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,8.0015e+21,38.732,6.726
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,1.007e+21,4.0636,0.035585
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,2.0004e+21,8.0945,0.092962
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,3.0074e+21,12.365,0.33523
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,4.0008e+21,18.076,2.0734
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,5.0077e+21,26.269,6.2381
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,6.0011e+21,36.17,12.166
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,7.0081e+21,47.711,19.678
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,8.0015e+21,58.574,26.568
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,1.007e+21,4.028,0.0
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,2.0004e+21,8.0015,0.0
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,3.0074e+21,12.081,0.051283
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,4.0008e+21,16.889,0.88563
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,5.0077e+21,23.368,3.3372
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,6.0011e+21,31.156,7.1515
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,7.0081e+21,40.269,12.236
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,8.0015e+21,48.832,16.826
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,1.007e+21,4.1748,0.14684
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,2.0004e+21,8.3491,0.34764
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,3.0074e+21,13.047,1.0179
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,4.0008e+21,20.264,4.261
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,5.0077e+21,31.845,11.814
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,6.0011e+21,47.308,23.303
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,7.0081e+21,68.109,40.076
