dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,FD,fuel_swelling,fuel_gas_swelling
2.43e-05,0.78103,0.034747,6.62e-19,160270.0,1.06e-09,3.85e-30,5.0077e+21,55.422,35.391
2.43e-05,0.78103,0.034747,6.62e-19,160270.0,1.06e-09,3.85e-30,6.0011e+21,74.793,50.788
2.43e-05,0.78103,0.034747,6.62e-19,160270.0,1.06e-09,3.85e-30,7.0081e+21,98.667,70.635
2.43e-05,0.78103,0.034747,6.62e-19,160270.0,1.06e-09,3.85e-30,8.0015e+21,125.89,93.882
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,1.007e+21,4.028,6.703e-05
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,2.0004e+21,8.0016,6.703e-05
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,3.0074e+21,12.618,0.5889
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,4.0008e+21,24.386,8.3834
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,5.0077e+21,41.877,21.846
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,6.0011e+21,58.944,34.939
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,7.0081e+21,67.129,39.097
4.42e-05,0.88406,0.04512,1.65e-18,11840.0,8.02e-10,7.22e-32,8.0015e+21,71.131,39.125
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,1.007e+21,4.028,0.0
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,2.0004e+21,8.0015,0.0
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,3.0074e+21,12.604,0.57487
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,4.0008e+21,23.713,7.7095
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,5.0077e+21,39.69,19.659
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,6.0011e+21,54.946,30.941
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,7.0081e+21,62.526,34.494
3.34e-05,0.68003,0.040369,3.08e-18,3960.1,5.07e-09,1.71e-31,8.0015e+21,66.525,34.519
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,1.007e+21,4.6894,0.66145
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,2.0004e+21,9.2099,1.2084
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,3.0074e+21,14.635,2.6056
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,4.0008e+21,31.874,15.871
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,5.0077e+21,58.283,38.252
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,6.0011e+21,83.835,59.831
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,7.0081e+21,94.546,66.514
5.32e-05,0.82077,0.0334,3.04e-18,20990.0,1.02e-10,1.84e-31,8.0015e+21,98.563,66.557
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,1.007e+21,6.7849,2.7569
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,2.0004e+21,14.006,6.0045
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,3.0074e+21,20.8,8.7707
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,4.0008e+21,31.568,15.565
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,5.0077e+21,52.035,32.004
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,6.0011e+21,80.77,56.766
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,7.0081e+21,111.94,83.905
2.63e-05,0.66763,0.045047,4.82e-19,3441.6,2.06e-09,9.47e-31,8.0015e+21,147.11,115.1
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,1.007e+21,4.028,1.2252e-23
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,2.0004e+21,8.0015,1.2252e-23
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,3.0074e+21,13.109,1.0795
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,4.0008e+21,27.88,11.877
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,5.0077e+21,49.465,29.434
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,6.0011e+21,70.202,46.197
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,7.0081e+21,79.486,51.454
4.56e-05,0.8307,0.03277,8.21e-18,21849.0,1.35e-08,9.04e-31,8.0015e+21,83.494,51.488
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,1.007e+21,6.6939,2.666
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,2.0004e+21,13.123,5.1211
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,3.0074e+21,20.385,8.3555
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,4.0008e+21,39.047,23.044
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,5.0077e+21,65.802,45.771
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,6.0011e+21,90.669,66.664
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,7.0081e+21,100.54,72.504
5.48e-05,0.81398,0.043241,6.28e-19,14023.0,1.01e-08,1.06e-30,8.0015e+21,104.55,72.543
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,1.007e+21,7.5202,3.4923
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,2.0004e+21,11.598,3.5963
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,3.0074e+21,15.627,3.5973
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,4.0008e+21,19.6,3.5973
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,5.0077e+21,23.63,3.5995
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,6.0011e+21,29.438,5.4331
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,7.0081e+21,34.135,6.1027
2.45e-05,0.89384,0.050611,3.81e-18,162930.0,3.18e-09,3.12e-30,8.0015e+21,38.118,6.1125
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,1.007e+21,7.5324,3.5044
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,2.0004e+21,15.507,7.5054
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,3.0074e+21,25.278,13.249
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,4.0008e+21,51.016,35.013
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,5.0077e+21,102.6,82.572
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,6.0011e+21,188.45,164.44
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,7.0081e+21,320.37,292.34
4.39e-05,0.58806,0.033483,5.7e-19,6302.9,6.63e-09,1.68e-30,8.0015e+21,640.85,608.84
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,1.007e+21,4.3095,0.28154
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,2.0004e+21,8.4793,0.47784
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,3.0074e+21,13.59,1.5608
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,4.0008e+21,29.931,13.928
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,5.0077e+21,54.909,34.878
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,6.0011e+21,78.905,54.9
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,7.0081e+21,89.172,61.14
5.36e-05,0.83902,0.041903,2.87e-18,12892.0,1.43e-10,1.4e-31,8.0015e+21,93.186,61.18
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,1.007e+21,4.028,0.0
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,2.0004e+21,8.0015,0.0
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,3.0074e+21,12.029,6.5386e-08
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,4.0008e+21,18.371,2.3684
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,5.0077e+21,27.53,7.4995
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,6.0011e+21,36.719,12.714
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,7.0081e+21,42.428,14.395
2.32e-05,0.61248,0.057983,7.43e-18,7130.7,1.8e-08,7.09e-31,8.0015e+21,46.415,14.409
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,1.007e+21,4.8041,0.77617
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,2.0004e+21,9.9377,1.9362
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,3.0074e+21,15.997,3.967
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,4.0008e+21,32.32,16.317
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,5.0077e+21,56.153,36.122
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,6.0011e+21,78.257,54.253
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,7.0081e+21,87.509,59.476
4.01e-05,0.54616,0.048458,2.34e-18,268830.0,8.74e-11,1.01e-31,8.0015e+21,91.52,59.514
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,1.007e+21,4.028,0.0
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,2.0004e+21,8.0015,0.0
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,3.0074e+21,12.606,0.57658
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,4.0008e+21,23.754,7.7512
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,5.0077e+21,39.852,19.821
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,6.0011e+21,55.293,31.289
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,7.0081e+21,62.939,34.906
4.7e-05,0.81969,0.063631,8.06e-18,16075.0,9.7e-09,3.28e-31,8.0015e+21,66.938,34.932
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,1.007e+21,6.4746,2.4466
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,2.0004e+21,13.984,5.9823
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,3.0074e+21,23.412,11.382
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,4.0008e+21,46.178,30.175
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,5.0077e+21,90.306,70.275
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,6.0011e+21,157.14,133.13
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,7.0081e+21,238.03,209.99
3.34e-05,0.56574,0.018004,2.15e-19,213800.0,2.29e-08,4.65e-31,8.0015e+21,344.9,312.9
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,1.007e+21,5.3865,1.3586
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,2.0004e+21,9.9194,1.9179
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,3.0074e+21,14.155,2.1254
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,4.0008e+21,23.789,7.7864
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,5.0077e+21,38.334,18.303
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,6.0011e+21,52.275,28.271
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,7.0081e+21,59.355,31.322
4e-05,0.84884,0.053022,5.73e-18,242870.0,9.38e-11,3.95e-31,8.0015e+21,63.353,31.347
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,1.007e+21,4.0336,0.0055903
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,2.0004e+21,8.0071,0.0056021
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,3.0074e+21,13.17,1.1403
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,4.0008e+21,28.198,12.195
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,5.0077e+21,50.152,30.121
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,6.0011e+21,71.196,47.191
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,7.0081e+21,80.595,52.562
3.49e-05,0.53392,0.03197,1.96e-17,21569.0,1.08e-09,4.05e-30,8.0015e+21,84.603,52.597
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,1.007e+21,4.0917,0.063744
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,2.0004e+21,8.0652,0.063744
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,3.0074e+21,13.547,1.5176
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,4.0008e+21,31.267,15.264
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,5.0077e+21,57.777,37.746
4.95e-05,0.74541,0.030535,2.33e-18,112550.0,2.26e-08,3.33e-31,6.0011e+21,83.819,59.814
