dGrainHBS,FaceCovMax,SwellLink,vResol,DatomFissGBx,fNucleate,aAtomDifFiss,fuel_swelling
2.61e-05,0.77831,0.028674,2.69e-18,22685,8.11e-10,6.9e-32,48.622
2.94e-05,0.7694,0.054909,1.78e-17,34496,1.05e-08,6.8e-32,51.61
3.35e-05,0.72279,0.028516,2.15e-18,63043,3.03e-08,1.81e-31,79.005
4.63e-05,0.76484,0.02973,1.99e-17,54244,3.69e-10,6.95e-32,105.61
2.64e-05,0.89234,0.025391,5.35e-18,23050,1.46e-09,5.96e-32,43.609
5.39e-05,0.55604,0.041031,9.78e-19,97241,1.7e-08,5.61e-32,132.89
3.33e-05,0.8676,0.022285,1.16e-18,4575.3,5.45e-10,1.47e-31,62.714
5.48e-05,0.59261,0.058509,1.66e-17,1.262e+05,1.66e-09,5.95e-32,111.44
4.62e-05,0.50075,0.0542,2.41e-18,13003,1.97e-09,6.2e-31,113.32
3.9e-05,0.67436,0.022014,8.14e-18,4004.3,5.04e-09,6.68e-32,99.896
2.58e-05,0.87109,0.056905,5.48e-18,1.5974e+05,3.5e-10,1.03e-31,36.851
4.58e-05,0.86988,0.015694,6.76e-18,13522,3.28e-08,9.18e-32,111.62
4.76e-05,0.90072,0.041021,1.03e-17,1.2904e+05,2.36e-10,8.02e-32,87.259
5.17e-05,0.61738,0.045073,5.85e-19,9907.4,5.37e-10,6.89e-32,129.26
4.97e-05,0.85336,0.02928,3.21e-18,2.3291e+05,2.61e-09,1.21e-31,107.52
3.13e-05,0.56857,0.020803,1.01e-17,4184.3,2.8e-09,5.43e-32,86.66
4.66e-05,0.77382,0.057753,6.34e-18,9473.4,8.79e-10,1.04e-31,84.304
5.94e-05,0.8574,0.022244,1.96e-18,4265.5,5.93e-09,1.28e-30,138.05
5.65e-05,0.81255,0.015182,4.2e-18,92072,2.21e-09,1.33e-31,142.27
5.34e-05,0.76749,0.056431,3.19e-18,38308,7.6e-11,3.36e-31,108.48
4.68e-05,0.68032,0.020246,1.75e-17,1.6172e+05,3.38e-09,9.86e-32,125.68
2.13e-05,0.60517,0.064996,9.46e-18,30606,7.16e-10,8.83e-31,41
2.2e-05,0.53617,0.052465,7.09e-18,5153.8,4.78e-09,6.17e-32,49.699
2.07e-05,0.51653,0.028239,1.16e-17,23466,2.38e-08,8.38e-31,57.802
5.55e-05,0.68914,0.031393,1.01e-17,24556,2.48e-10,1.76e-31,139.25
5.98e-05,0.54678,0.048608,1.99e-18,2.3816e+05,3.83e-08,5.73e-32,127.01
4.15e-05,0.79972,0.043616,1.63e-17,12307,1.18e-10,3.6e-31,80.277
2.7e-05,0.6967,0.044208,8.53e-18,8109.2,2.01e-08,3.63e-30,56.114
3.56e-05,0.64469,0.054369,4.97e-18,17999,1.16e-09,6.34e-32,73.583
5.75e-05,0.67737,0.060419,2.83e-18,4076.7,7.64e-09,1.48e-30,104.52
4.22e-05,0.88004,0.046231,2.89e-18,56217,3.32e-10,1.83e-31,75.539
2.51e-05,0.74724,0.041578,3.04e-19,15356,5.45e-08,1.17e-31,70.366
4.94e-05,0.83368,0.063409,1.08e-17,19622,3.19e-09,1.01e-31,77.958
2.58e-05,0.66494,0.037319,4.65e-18,68179,3.34e-08,6.91e-31,59.012
4.06e-05,0.51686,0.05205,4.51e-18,69895,1.81e-10,6.8e-32,105.92
5.23e-05,0.57776,0.021281,3.33e-18,80785,7.33e-09,9.7e-31,155.91
2.21e-05,0.55333,0.044255,1.33e-17,11510,5.07e-08,3.19e-30,54.474
5.28e-05,0.67719,0.021807,3.25e-18,3280.1,6.97e-11,8.46e-32,141.51
3.01e-05,0.82341,0.053394,5.99e-18,50286,2.25e-10,3.48e-31,48.787
3.01e-05,0.66238,0.038737,7.48e-18,1.5067e+05,8.67e-09,9.76e-32,66.515
5.82e-05,0.82165,0.044589,5.45e-19,3204.9,8.76e-10,1.48e-31,121.58
5.24e-05,0.59162,0.022393,1.65e-17,38391,2.07e-09,7.2e-32,149.47
3.59e-05,0.88484,0.029536,3.47e-18,92207,1.04e-09,1.12e-31,66.423
4.13e-05,0.8253,0.061987,1.11e-17,4939.2,3.12e-10,1.88e-30,70.668
3.48e-05,0.86621,0.04736,3.38e-18,24831,7.18e-09,1.16e-30,60.836
2.07e-05,0.90698,0.02299,7.59e-18,30694,8.75e-09,2.35e-30,34.656
3.5e-05,0.75931,0.056237,7.63e-19,17298,1.39e-08,5.21e-32,63.095
2.7e-05,0.537,0.049555,6.16e-18,15501,7.96e-10,1.79e-31,64.191
3.8e-05,0.89405,0.03906,2.7e-18,1.244e+05,2.65e-09,1.25e-30,70.399
3.69e-05,0.62618,0.051664,1.86e-17,4796.8,6.01e-09,2.8e-31,76.975
2.22e-05,0.5282,0.060545,1.08e-17,1.6227e+05,4.3e-09,1.27e-31,48.693
5.88e-05,0.51456,0.055802,1.34e-17,2.6214e+05,6.44e-10,1.21e-31,133.8
2.28e-05,0.60043,0.040819,9.2e-18,55043,4.9e-09,2.63e-31,51.383
5.37e-05,0.59477,0.019243,5.77e-18,2.8207e+05,1.45e-10,1.51e-30,163.33
3.39e-05,0.86062,0.036199,8.58e-18,7786.3,1.44e-09,2.95e-30,62.105
4.6e-05,0.6152,0.034752,2.5e-18,89390,4.04e-08,2.06e-31,115.98
3.6e-05,0.85623,0.024725,1.05e-17,59342,8.36e-11,1.19e-31,65.785
5.58e-05,0.50604,0.058384,5.56e-18,25414,5.35e-09,4.03e-30,159.24
3.76e-05,0.84871,0.039784,1.36e-17,2.3488e+05,2.2e-08,2.31e-30,71.967
3.98e-05,0.83957,0.018872,3.07e-18,3896.7,1.97e-08,1.69e-30,93.651
2.47e-05,0.53661,0.058082,1.2e-17,36881,9.87e-09,2.86e-30,55.042
4.44e-05,0.57835,0.030276,1.13e-18,10177,6.1e-11,5.67e-32,124.86
4.11e-05,0.53981,0.05998,1.72e-18,15222,6.63e-10,1.63e-31,98.016
2.64e-05,0.66642,0.062488,1.88e-17,9197.9,6.47e-09,7.42e-31,49.169
5.96e-05,0.80716,0.022561,8.45e-19,63785,9.79e-10,1.35e-31,150.17
3.99e-05,0.54699,0.062573,1.44e-17,6522,4.54e-08,5.6e-31,77.72
2.79e-05,0.66828,0.052688,6.18e-18,4614.1,4.29e-10,1.17e-30,55.198
5.92e-05,0.79,0.025273,3.27e-18,38617,2.29e-10,8.51e-32,143.06
5.95e-05,0.74081,0.05423,2.53e-18,10776,2.44e-09,6.73e-31,114.73
3.95e-05,0.59419,0.060463,9.52e-19,10701,3.95e-10,1.08e-31,94.14
3.22e-05,0.55655,0.050277,9.81e-18,2.1867e+05,9.04e-10,3.22e-31,76.608
2.86e-05,0.67068,0.048658,7.34e-18,2.6581e+05,6.39e-09,1.02e-31,57.987
5.59e-05,0.76324,0.064619,3.74e-18,41817,3.22e-09,1.37e-30,98.311
3.39e-05,0.7511,0.042445,5.18e-18,3139.8,8.68e-09,1.62e-31,67.237
4.47e-05,0.64952,0.059019,4.28e-18,4161.9,4.51e-09,2.61e-30,88.795
2.95e-05,0.85243,0.042032,6.21e-18,5386.4,9.81e-11,1.48e-31,45.396
2.76e-05,0.90224,0.063532,1.32e-17,75630,1.89e-08,2.97e-30,41.129
4.8e-05,0.64925,0.038482,1.61e-17,3571,1.02e-09,1.25e-31,114.24
5.83e-05,0.79371,0.041688,5.59e-18,6797,6.28e-11,1.42e-30,125
4.43e-05,0.75255,0.06282,1.63e-17,3825.7,2.95e-08,1.42e-31,71.97
4.98e-05,0.57357,0.061654,1.85e-17,1.6824e+05,2.77e-09,8.04e-31,100.79
2.33e-05,0.5393,0.03799,8.92e-18,52585,2.02e-09,3.47e-31,57.984
3.16e-05,0.73389,0.019743,2.77e-18,66543,1.96e-10,1e-31,68.691
5.51e-05,0.69192,0.03126,4.26e-18,30390,6.26e-09,1.72e-30,134.5
5.84e-05,0.69226,0.051922,4.37e-18,51012,9.08e-09,6.49e-32,110.52
2.31e-05,0.84111,0.059346,7.3e-18,88184,1.12e-08,3.2e-31,36.194
5.67e-05,0.86363,0.044668,2.53e-18,7939.8,9.53e-10,1.56e-30,112.39
3.43e-05,0.53753,0.037941,1.84e-17,1.4141e+05,3.95e-09,1.1e-31,88.741
2.95e-05,0.67695,0.037269,1.59e-18,8799.6,1.14e-08,3.05e-31,65.821
3.06e-05,0.88122,0.041637,5.42e-18,94930,1.11e-10,4.19e-31,46.896
3.71e-05,0.78598,0.019133,1.54e-18,14807,7.49e-09,2.1e-30,100.37
4.34e-05,0.69834,0.017208,5.89e-19,1.4099e+05,5.7e-09,2.54e-31,128.29
4.88e-05,0.59599,0.063163,2.52e-18,7884.4,7.14e-10,8.52e-31,105.69
5.29e-05,0.64397,0.047383,9.61e-18,66624,1.17e-09,2.38e-31,118.15
3.22e-05,0.54496,0.060197,1.04e-17,1.8948e+05,1.57e-09,1.05e-31,70.739
5.9e-05,0.8058,0.034242,1.44e-17,84556,5.49e-08,1.49e-31,124.63
3.64e-05,0.54462,0.036653,7.82e-19,1.9523e+05,6.99e-10,7.4e-32,107.25
4.41e-05,0.79253,0.041794,9.64e-18,19744,2.62e-10,1.2e-30,91.311
3.7e-05,0.64085,0.024336,1.07e-17,1.7414e+05,9.44e-10,2.92e-31,96.839
2.87e-05,0.87894,0.028548,9.85e-18,2.2648e+05,2.14e-08,4.85e-30,56.48
2.78e-05,0.8173,0.044884,3.26e-18,1.6563e+05,2.27e-08,9.91e-31,52.507
4.23e-05,0.82434,0.056218,4.58e-18,7302.7,1.6e-08,1.57e-31,70.18
4.48e-05,0.77187,0.029049,4.42e-18,6984.9,2.29e-09,1.9e-30,103.71
5.36e-05,0.72614,0.038555,3.49e-18,28342,1.42e-09,5.92e-32,119.62
5.82e-05,0.82793,0.022041,1.51e-17,4994.3,6.78e-11,7.15e-32,132.98
5.31e-05,0.87024,0.016235,4.98e-18,15025,4.08e-09,4.73e-30,128.02
4.12e-05,0.90638,0.048802,9.93e-19,85502,7.37e-11,5.15e-32,69.174
3.16e-05,0.58473,0.0187,7.66e-18,2.8115e+05,1.2e-10,1.16e-31,86.215
4.53e-05,0.74779,0.064657,3.06e-19,24254,1.75e-08,1.41e-31,88.741
4.06e-05,0.72461,0.06084,5.93e-18,23498,2.41e-09,1.57e-30,75.29
2.79e-05,0.53778,0.039913,7.13e-18,9791.6,6.32e-11,5.24e-32,68.468
4.21e-05,0.60236,0.016982,1.04e-17,70789,1.53e-08,7.37e-31,126.99
3.28e-05,0.62904,0.064189,4.06e-18,3154,4.1e-08,6.74e-32,60.133
4.91e-05,0.62775,0.050686,2.07e-19,22843,5.34e-09,6.1e-32,128.12
4.78e-05,0.90147,0.04696,1.81e-17,89851,1.49e-08,1.47e-30,82.71
4.55e-05,0.78009,0.055916,1.87e-17,7447,1.1e-10,4.35e-31,85.945
5.25e-05,0.81023,0.031453,1.27e-18,4925.1,2.02e-08,1.87e-31,115.37
4.09e-05,0.67313,0.062547,7.78e-18,1.4475e+05,7.19e-10,3.71e-30,84.268
2.96e-05,0.5952,0.019596,1.68e-18,36190,5.33e-10,8.25e-32,79.51
2.46e-05,0.88097,0.015011,1.38e-17,18483,8.88e-11,4.45e-30,52.946
4.74e-05,0.65519,0.033185,3.14e-18,4485,2.76e-10,3.37e-31,120.85
4.47e-05,0.81839,0.03581,2.85e-18,99495,1.27e-08,3.61e-30,99.311
4.27e-05,0.55027,0.064476,1.52e-17,56916,2.1e-09,9.11e-31,88.776
4.76e-05,0.58719,0.017879,1.31e-18,50378,3.38e-09,6.33e-31,153.31
2.63e-05,0.77133,0.034049,1.8e-17,73829,4.53e-10,4.56e-31,48.029
5.05e-05,0.60804,0.021181,3.67e-18,16600,3.86e-10,3.04e-31,147.69
4.16e-05,0.53516,0.017255,2.95e-18,59585,5.81e-08,2.76e-30,139.44
2.96e-05,0.66216,0.018588,1.99e-17,28493,7.73e-11,6.35e-32,66.762
5.3e-05,0.60209,0.017352,7.85e-19,2.9067e+05,2.33e-10,7.38e-32,167.62
5.99e-05,0.76979,0.026957,6.4e-18,3271.1,2.92e-10,6.39e-32,142.3
2.3e-05,0.70214,0.016058,1.15e-17,12551,1.46e-08,1.09e-31,53.979
5.67e-05,0.79767,0.042332,2.34e-18,2.0589e+05,3.07e-09,8.67e-31,122.59
3.69e-05,0.70439,0.026341,2.73e-18,15438,1.33e-10,1.98e-31,86.907
4.42e-05,0.71728,0.047529,8.41e-18,2.3032e+05,4.64e-10,1.71e-31,93.556
4.68e-05,0.69705,0.050018,8.11e-18,25023,4.76e-09,3.98e-31,94.06
5.72e-05,0.63438,0.027352,1e-18,1.4331e+05,1.45e-09,2.59e-31,166.88
5.18e-05,0.58801,0.047226,1.38e-18,3317.2,3.42e-08,5.8e-31,114.25
3.7e-05,0.8038,0.019879,1.34e-17,23776,2.91e-10,2.62e-30,80.848
5.93e-05,0.51262,0.04653,1.98e-17,48997,1.25e-08,2.92e-30,133.83
3.78e-05,0.79886,0.015941,8.15e-18,17201,9.11e-09,2.09e-31,90.001
4.62e-05,0.80564,0.018449,6.74e-18,58913,1.1e-08,1.59e-30,114.2
5.44e-05,0.74468,0.056911,1.01e-18,3091.8,1.06e-08,1.79e-30,117.38
5.19e-05,0.51558,0.029201,3.9e-18,26436,9.62e-11,2.01e-31,159.18
3.92e-05,0.898,0.053816,9.93e-18,64745,2.94e-10,2.3e-30,64.727
4.6e-05,0.72674,0.057219,6.01e-18,88489,8.4e-11,1.16e-30,94.79
3.64e-05,0.84191,0.057362,1.18e-18,87979,1.6e-08,8.47e-32,61.159
4.45e-05,0.89175,0.021717,2.04e-18,6777.7,2.17e-08,5.85e-32,97.807
2.29e-05,0.71143,0.058231,1.17e-17,20195,1.93e-10,2.62e-30,78.267
4.94e-05,0.65256,0.04081,1.65e-17,4029.5,5.1e-10,2.46e-30,119.02
2.71e-05,0.63959,0.051397,7.8e-18,28011,7.37e-09,1.84e-31,55.67
3.84e-05,0.85572,0.045363,5.38e-18,35944,1.12e-09,3.39e-30,70.623
4.59e-05,0.64846,0.049406,8.21e-19,31687,1.51e-09,1.2e-31,108.11
3.36e-05,0.85316,0.048514,2.91e-18,2.9948e+05,1.28e-08,7.65e-31,60.399
2.6e-05,0.85152,0.057388,1.61e-18,21439,7.35e-10,6.23e-32,39.078
2.12e-05,0.72548,0.03948,1.78e-18,31193,1.36e-08,1.28e-31,41.443
2.41e-05,0.65294,0.026296,4.71e-18,3478.8,7.62e-10,2.13e-31,53.074
2.32e-05,0.83762,0.057437,8.81e-18,25293,2.5e-08,1.75e-31,38.707
5.42e-05,0.84389,0.062622,7.22e-18,3800.7,5.41e-08,2.9e-30,81.381
5.63e-05,0.53688,0.023831,5.28e-19,66262,4.37e-08,1.58e-31,179.92
5.03e-05,0.77864,0.058493,7.02e-19,44041,1.56e-08,1.6e-31,93.847
4.2e-05,0.80337,0.044625,4.95e-18,45480,4.4e-09,2.05e-30,82.933
3.59e-05,0.761,0.059897,1.65e-17,23392,1.29e-10,1.32e-31,63.549
2.78e-05,0.83388,0.058765,2.56e-18,18718,3.11e-08,1.19e-30,48.044
2.65e-05,0.87153,0.050702,5.04e-19,73064,1.1e-09,5.52e-32,42.654
2.84e-05,0.7224,0.061399,6.86e-18,1.1659e+05,6.85e-09,3.09e-31,50.378
4.51e-05,0.87352,0.057899,4.69e-18,11777,1.71e-10,8.93e-32,75.659
3.61e-05,0.63075,0.056568,1.15e-17,15270,1.19e-09,3.74e-30,76.801
5.71e-05,0.88818,0.058857,4.72e-18,10442,6.21e-10,8.01e-31,98.437
2.62e-05,0.84841,0.060742,3.77e-19,27828,3.57e-08,1.08e-31,45.921
5.34e-05,0.89941,0.064421,1.91e-17,91161,9.09e-11,4.87e-30,90.602
2.53e-05,0.67106,0.04682,2.67e-18,53012,3.14e-10,1.36e-31,49.543
3.48e-05,0.72359,0.041188,9.83e-18,5517.5,9.86e-11,7.37e-32,69.313
4.2e-05,0.57016,0.042275,1.66e-18,45122,4.06e-08,1.11e-31,101.75
5.5e-05,0.7658,0.025052,3.81e-18,2.9672e+05,6.01e-09,1.17e-30,136.71
5.25e-05,0.82022,0.033579,9.07e-19,5457.8,1.89e-10,2.83e-31,121.15
4.9e-05,0.56347,0.056121,1.35e-18,15565,5.06e-08,1.61e-31,99.629
4.75e-05,0.59814,0.021426,1.88e-17,60245,1.07e-09,3.2e-30,139.15
3.13e-05,0.57505,0.034095,1.67e-17,40610,1.29e-08,4.48e-31,80.231
3.15e-05,0.75793,0.056082,7.06e-18,15086,4.56e-10,1.74e-30,56.691
2.8e-05,0.81805,0.049016,1.42e-17,3348.1,1.2e-08,2.92e-30,49.184
3.91e-05,0.79748,0.021893,1.2e-18,17447,5.95e-09,2.5e-31,91.693
4.03e-05,0.62392,0.026469,2.11e-18,16382,4.12e-08,6.47e-32,109.47
5.46e-05,0.82393,0.022652,1.81e-17,80688,1.58e-10,9.05e-32,127.44
2.65e-05,0.69631,0.058266,7.27e-18,4856.2,1.06e-09,8.64e-32,47.989
2.14e-05,0.50458,0.020393,1.13e-17,2.4075e+05,1.07e-10,2.74e-31,57.172
5.13e-05,0.78266,0.054006,1.3e-18,80373,1.04e-09,7.21e-31,109.97
4.97e-05,0.69118,0.050283,8.19e-18,10717,3.87e-08,4.38e-31,96.167
2.98e-05,0.52105,0.059063,1.86e-18,2.8035e+05,4.65e-09,5.47e-32,67.971
5.46e-05,0.60311,0.046073,1.33e-17,5851.2,1.08e-09,1.01e-31,125.18
5.85e-05,0.87723,0.060281,7.52e-19,1.7518e+05,1.92e-09,2.31e-31,112.16
4.39e-05,0.78982,0.036306,8.72e-18,99124,2.76e-08,8.28e-31,92.979
2.1e-05,0.72104,0.046189,9.54e-18,25888,2.6e-08,4.21e-31,41.407
3.4e-05,0.70346,0.026506,1.69e-17,1.1446e+05,1.66e-08,2.26e-31,81.414
3.35e-05,0.70321,0.033836,1.95e-18,58447,4.73e-08,1.07e-31,78.096
3.28e-05,0.74682,0.019335,1.69e-17,6589.7,2.51e-09,2.66e-31,74.895
2.86e-05,0.64173,0.034281,1.01e-17,1.6807e+05,2.38e-09,1.24e-30,66.638
5.62e-05,0.60571,0.019044,3.46e-18,8984.4,2.89e-08,6.3e-32,162.22
3.63e-05,0.79085,0.054777,2.92e-18,1.3696e+05,9.73e-09,2.26e-30,68.245
3.81e-05,0.81465,0.0372,1.23e-17,2.4185e+05,3.94e-08,1.55e-30,77.785
3.37e-05,0.64246,0.050431,9.41e-18,86028,3.25e-10,1.14e-31,72.52
2.47e-05,0.82029,0.02294,5.08e-18,72208,1.36e-10,6.61e-32,39.577
3.82e-05,0.7467,0.062863,4.2e-18,67190,2.38e-08,1.43e-30,65.793
4.65e-05,0.70367,0.06031,1.36e-18,3036.5,4.24e-09,2.47e-31,86.561
5.44e-05,0.70875,0.040083,4.01e-18,22771,1.43e-08,2.15e-30,119.34
2.93e-05,0.73673,0.040537,8.46e-18,5032.2,1.38e-08,1.96e-30,59.882
4.75e-05,0.86557,0.038034,1.58e-17,20445,7.39e-11,3.29e-31,91.249
5.75e-05,0.74216,0.044777,5.76e-18,81145,1.41e-08,3.93e-31,114.28
3.12e-05,0.76302,0.017405,5.13e-18,29148,2.71e-10,8.84e-32,65.589
4.97e-05,0.66343,0.030446,2.51e-19,3749.6,2.28e-08,6.54e-32,127.74
5.33e-05,0.89998,0.034978,4.8e-18,26139,2.05e-08,4.27e-31,105.66
5.76e-05,0.83486,0.063312,8.88e-18,1.2217e+05,2.49e-09,6.56e-31,93.16
5.45e-05,0.798,0.017177,2.42e-18,7902.7,3.32e-08,5.13e-32,139.42
5.43e-05,0.52326,0.038405,5.88e-18,12415,4.21e-09,7.97e-31,139.24
2.91e-05,0.69359,0.038375,1.1e-18,7631.2,4.92e-08,7.87e-31,69.657
3.57e-05,0.66145,0.027887,6.79e-18,15183,4.03e-08,3.21e-31,90.893
3.5e-05,0.86788,0.038021,2.41e-18,1.5828e+05,5.66e-08,2.11e-31,70.908
2.31e-05,0.61693,0.050981,1.03e-17,35191,5.48e-08,1.29e-30,50.783
4.71e-05,0.58755,0.016711,2.74e-18,16966,4.96e-10,6.46e-31,144.34
4.55e-05,0.60979,0.051775,9.76e-18,2.9266e+05,1.52e-08,1.02e-31,93.409
4.88e-05,0.78218,0.041767,6.76e-18,11743,4.56e-09,2.71e-31,98.438
5.76e-05,0.76844,0.034877,3.31e-18,2.2701e+05,2.65e-08,7.26e-32,124.36
2.25e-05,0.63644,0.051651,1.75e-18,9031.4,5.64e-08,4.96e-31,50.489
4.31e-05,0.73609,0.058675,3.01e-18,74653,1e-08,3.15e-30,83.904
4.67e-05,0.63787,0.042475,6.78e-19,4091.2,2.55e-09,1.42e-31,112.76
2.55e-05,0.87863,0.034018,1.55e-18,20924,3.69e-09,7.61e-31,43.247
5.88e-05,0.55473,0.017927,6.22e-18,2.1768e+05,3.49e-09,2.04e-31,179.22
4.58e-05,0.78497,0.015055,3.94e-18,76231,1.11e-08,1.77e-31,118.21
3.52e-05,0.72218,0.022065,4.44e-18,35027,1.37e-08,2.26e-30,88.716
5.89e-05,0.61323,0.063958,1.16e-17,97031,1.17e-08,2.44e-31,100.78
3.49e-05,0.55099,0.035403,8.17e-19,27111,2e-08,1.08e-31,95.129
3.9e-05,0.66945,0.036988,2.89e-18,32639,5.58e-09,9.35e-32,89.71
5.9e-05,0.89713,0.06361,1.11e-17,3221.6,1.21e-08,1e-30,85.246
3.81e-05,0.63239,0.039157,3.63e-18,3205.4,6.85e-11,1.27e-31,90.886
5.08e-05,0.59555,0.031018,5.24e-18,4881.6,3.64e-08,1.9e-31,131.64
2.26e-05,0.68083,0.033956,4.47e-18,13074,3.31e-09,4.01e-31,46.881
5.8e-05,0.51391,0.040451,1.27e-17,71237,5.41e-10,5.03e-31,154.04
4.74e-05,0.63408,0.026544,3.52e-18,1.4033e+05,3.71e-10,7.49e-31,131.65
4.65e-05,0.59065,0.045946,5.05e-19,11391,4.33e-08,3.91e-31,121.25
5.5e-05,0.82133,0.029079,1.75e-17,40948,1.91e-08,7.17e-32,121.6
5.02e-05,0.72434,0.024585,4e-19,31632,3.33e-09,6.13e-32,131.84
3.43e-05,0.57666,0.024785,1.02e-17,2.2318e+05,1.58e-10,4.73e-31,96.159
5.84e-05,0.89276,0.045877,6.44e-19,3502.1,1.95e-08,5.24e-31,110.06
3.73e-05,0.86086,0.054711,5.69e-18,20271,1.19e-08,5.65e-32,60.869
4.46e-05,0.90186,0.060345,1.05e-17,40334,2.87e-09,2.18e-30,70.284
3.96e-05,0.87454,0.040994,5.02e-18,2.518e+05,1.83e-10,8.76e-32,70.403
4.33e-05,0.84634,0.031351,1.02e-17,13142,3.56e-09,2.37e-31,88.154
4.66e-05,0.62551,0.048307,5.2e-18,61964,5.42e-09,1.07e-31,100.58
5.11e-05,0.5744,0.025967,2.07e-18,29442,1.69e-09,9.3e-31,152.28
3.19e-05,0.54335,0.034621,6.82e-18,12125,2.34e-09,6.18e-31,85.446
3.95e-05,0.53008,0.051524,1.95e-18,1.3321e+05,5.99e-08,2.06e-31,91.14
3.96e-05,0.65626,0.062166,7.1e-19,3873.5,3.39e-08,5.57e-32,71.576
4.84e-05,0.55766,0.047152,9.24e-18,1.284e+05,7.42e-10,1.56e-30,121.82
5.51e-05,0.81698,0.028053,5.64e-18,1.2232e+05,4.87e-08,3.26e-31,125.17
3.25e-05,0.64061,0.026395,1.38e-17,9083.2,6.16e-10,1.96e-30,81.892
2.77e-05,0.8542,0.064384,1.69e-18,21006,3.82e-10,1.47e-31,40.674
4.95e-05,0.77696,0.017616,1.62e-17,24924,4.68e-08,1.44e-30,130.45
3.86e-05,0.72073,0.037286,2.31e-18,1.0215e+05,1.58e-08,2.79e-31,86.08
5.66e-05,0.67878,0.042408,5.09e-19,30314,2.25e-09,6.32e-32,134.02
4.92e-05,0.65686,0.051741,1.09e-17,10064,2.16e-08,1.29e-31,95.647
3.23e-05,0.65139,0.015283,1.88e-18,1.8227e+05,5.14e-09,7.75e-31,91.838
5.05e-05,0.72754,0.037628,1.49e-18,17361,7.54e-09,3.97e-31,115.26
3.87e-05,0.77736,0.025117,4.93e-18,42247,2.08e-10,2.93e-31,84.958
2.28e-05,0.88849,0.023213,4.67e-18,1.5613e+05,7.14e-09,1.39e-30,39.587
5.47e-05,0.88911,0.057715,1.7e-17,3056.1,4.31e-10,3.52e-31,92.171
3.61e-05,0.79405,0.027154,6.24e-18,26938,2.7e-09,8.21e-32,76.062
2.58e-05,0.57412,0.052658,2.09e-18,5370.1,1.57e-08,2.07e-31,56.866
4.14e-05,0.84488,0.026597,3.87e-18,5565.4,1.01e-10,4.45e-31,83.485
3.44e-05,0.7038,0.042296,6.9e-18,1.1826e+05,1.23e-08,6.71e-31,72.752
4.48e-05,0.62065,0.04292,3.82e-19,32874,2.44e-08,1.15e-31,114.34
4.59e-05,0.60612,0.043096,3.45e-18,54809,3.25e-08,2.52e-31,105.61
2.62e-05,0.63587,0.053036,8.45e-18,7149.2,2.53e-08,4.08e-30,54.462
2.99e-05,0.71617,0.019949,5.28e-18,1.6302e+05,6e-10,2.16e-31,67.14
4.34e-05,0.74021,0.039604,3.85e-18,54733,9.15e-11,4.54e-31,95.71
3.28e-05,0.76795,0.052236,1.22e-18,66899,1.05e-09,1.26e-31,61.452
2.68e-05,0.60457,0.031206,8.38e-18,28911,7.93e-09,5.09e-32,65.695
3.88e-05,0.78416,0.020961,3.24e-19,27588,5.47e-09,7.56e-32,96.42
5.73e-05,0.57472,0.049435,1.18e-17,5480.6,3.35e-10,5.99e-32,133.31
5.81e-05,0.55347,0.05547,1.49e-17,84429,3.17e-08,5.23e-32,112.01
5.72e-05,0.51024,0.037427,1.54e-17,21149,4.79e-08,1.85e-31,142.14
3.85e-05,0.58598,0.021911,5e-18,3395.8,2.22e-09,1.66e-30,111.18
2.05e-05,0.65345,0.031812,7.5e-18,5359.9,8.84e-09,3.54e-31,44.718
2.27e-05,0.73068,0.064184,1.67e-17,2.6801e+05,1.84e-09,1.94e-31,37.65
3.06e-05,0.69871,0.04763,3.55e-18,30797,4.04e-10,2.27e-31,61.26
4.49e-05,0.63731,0.039451,1.1e-17,39850,3.06e-08,1.2e-30,105.6
2.22e-05,0.86197,0.062952,6.42e-18,43947,3.74e-08,1.45e-31,36.329
3.49e-05,0.70674,0.020272,2.09e-19,38169,2.46e-08,6.43e-32,98.665
4.31e-05,0.8555,0.030226,1.59e-18,3003.6,4.26e-08,5.94e-31,93.059
2.09e-05,0.71018,0.016401,5.15e-18,39660,5.96e-08,2.29e-31,57.432
3.33e-05,0.54997,0.017707,9.68e-18,7757.2,7.82e-09,2.07e-30,103.37
4.58e-05,0.51189,0.038718,1.64e-18,15815,1.15e-09,1.68e-31,128.71
5.06e-05,0.61618,0.055363,3.68e-18,4133.5,2.8e-08,5.77e-32,96.088
2.25e-05,0.8958,0.027658,8.68e-19,3884.8,3.37e-08,1.46e-31,43.765
5.43e-05,0.85727,0.048225,3.11e-18,13414,8.56e-10,5.36e-31,104.08
5.6e-05,0.63348,0.024299,4.49e-19,62679,5.82e-09,5.35e-32,159.17
5.53e-05,0.7961,0.024643,2.81e-18,5050.6,4.48e-09,8.41e-31,130.56
5.27e-05,0.73234,0.051114,1.26e-18,6836.9,2.35e-08,2.33e-30,112.75
3.93e-05,0.64986,0.036659,2.71e-18,9101.4,4e-10,6.19e-32,94.339
4.19e-05,0.84971,0.062985,4.76e-18,10106,4.94e-08,3.59e-31,64.238
3.97e-05,0.74171,0.063724,1.04e-17,76471,2.16e-09,2.28e-30,70.935
3.16e-05,0.766,0.035499,1.45e-17,8484.3,3.77e-09,2.59e-31,63.286
4.75e-05,0.8248,0.032186,4.65e-19,37984,6.09e-09,1.52e-31,110.47
