ID,dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,fuel_swelling,fuel_gas_swelling
680,3.27E-05,0.6246802803,0.07692049377,3.32E-09,31625.274,1.08E-07,8.94E-10,1.92E-18,5.99E-07,11.45761446,2.237006426
681,4.90E-05,0.8866375519,0.07265441226,2.33E-09,45143.40411,2.09E-07,4.59E-10,2.44E-18,6.56E-07,12.70271531,3.482107271
682,6.93E-05,0.9053514386,0.0321037544,3.30E-09,25031.85959,3.55E-07,1.38E-09,2.11E-18,5.92E-07,10.21708068,0.9964726439
683,2.60E-05,0.5312423683,0.06283959357,1.52E-09,24810.11973,2.02E-08,2.08E-09,2.58E-18,9.17E-07,14.50451417,5.283906136
684,6.56E-05,0.7825919485,0.01485663897,7.40E-10,12955.16998,3.42E-07,1.55E-09,2.44E-18,6.32E-07,15.67332833,6.452720294
685,8.21E-05,0.5957615309,0.03746067511,4.55E-09,25936.42286,3.03E-07,2.03E-09,3.67E-18,9.05E-07,9.543195902,0.3225878655
686,1.18E-05,0.8310939131,0.03037609332,4.37E-09,13309.29859,3.14E-07,2.88E-09,1.16E-18,4.95E-07,9.814166722,0.5935586855
687,4.17E-05,0.5400359833,0.02853926994,4.53E-09,12496.54418,7.52E-08,2.37E-09,2.84E-18,2.97E-07,9.367831529,0.1472234917
688,7.50E-05,0.8508069644,0.01838105501,4.24E-09,19546.93776,3.94E-07,1.24E-09,3.86E-18,6.77E-07,9.509843546,0.2892355095
689,1.22E-05,0.5612142104,0.02003864553,1.58E-09,14344.45243,2.88E-07,2.30E-09,1.11E-18,5.94E-07,15.02824048,5.807632445
690,1.31E-05,0.8479857854,0.04676824963,1.79E-09,26300.14843,3.59E-07,2.56E-09,2.96E-18,4.45E-07,10.81117911,1.590571078
691,9.98E-05,0.7138981128,0.06444469115,2.60E-09,11844.12163,2.33E-07,1.29E-09,3.42E-18,3.26E-07,9.545916844,0.3253088075
692,2.02E-05,0.5703132941,0.05668873027,3.13E-09,43372.4392,2.69E-07,8.60E-10,1.23E-18,6.29E-07,13.05557608,3.834968043
693,3.36E-05,0.8466418459,0.01672647874,1.02E-09,21100.82631,1.41E-07,2.77E-09,1.98E-18,9.19E-07,15.25247917,6.031871136
694,4.32E-05,0.8901255101,0.0682064046,1.20E-09,17726.55692,2.91E-07,2.12E-09,2.12E-18,9.74E-07,13.582778,4.362169959
695,1.38E-05,0.7551479976,0.05398500778,3.80E-09,29182.73727,3.77E-08,2.91E-09,1.92E-18,9.68E-07,10.17040581,0.9497977692
696,9.27E-05,0.6276796354,0.05409663335,4.87E-09,23809.92848,3.44E-07,2.78E-09,2.80E-18,3.80E-07,9.456107916,0.2354998788
697,5.56E-05,0.5495673375,0.0554955851,1.01E-09,33691.64769,3.47E-07,9.03E-10,2.33E-18,3.36E-07,16.25176513,7.03115709
698,1.19E-05,0.610409207,0.05449337653,4.98E-09,24079.84291,1.54E-08,2.89E-09,2.38E-18,8.03E-07,9.225394335,0.004786298147
699,4.81E-05,0.7915156045,0.01316138886,2.45E-09,20746.97531,2.56E-07,2.10E-09,3.94E-18,4.17E-07,9.438363926,0.2177558892
700,9.86E-05,0.7546000365,0.05767257043,4.44E-09,43541.25683,3.58E-08,1.40E-09,1.82E-18,9.44E-07,11.09883398,1.878225939
701,2.46E-05,0.5126708294,0.01467568006,2.44E-09,18543.71017,4.64E-08,2.51E-09,2.31E-18,3.24E-07,11.38337612,2.16276808
702,1.74E-05,0.8105610467,0.06957281858,2.50E-09,37089.60745,1.21E-07,1.78E-09,2.20E-18,9.95E-07,11.65732201,2.436713978
703,1.33E-05,0.7613092644,0.04123730813,2.64E-09,34193.36369,1.70E-07,2.65E-09,3.29E-18,5.03E-07,9.714603053,0.4939950159
704,8.87E-05,0.5501379444,0.03990245585,1.92E-09,27340.33672,3.02E-07,7.54E-10,1.24E-18,6.95E-07,15.52704256,6.306434523
705,5.79E-05,0.5667982045,0.02008267751,3.71E-09,49469.7278,3.19E-07,2.45E-09,1.38E-18,4.52E-07,11.31315913,2.092551093
706,9.63E-05,0.7761180771,0.04137329145,4.10E-09,23396.11444,3.48E-07,2.57E-09,2.07E-18,5.49E-07,9.628835214,0.408227177
707,8.97E-05,0.6362834641,0.0308729879,1.34E-09,29276.88625,9.46E-09,5.57E-10,2.49E-18,6.75E-07,18.2076221,8.987014063
708,1.60E-05,0.5997889942,0.03054781986,2.97E-09,42501.12579,1.51E-07,1.77E-09,3.36E-18,6.75E-07,9.837532719,0.6169246819
709,4.35E-05,0.5967986254,0.07867284065,2.57E-09,21581.26846,9.83E-08,1.78E-09,3.48E-18,4.53E-07,9.672621227,0.4520131903
710,5.28E-05,0.5568812684,0.02170796846,3.54E-09,37478.29602,2.16E-07,2.18E-09,1.85E-18,3.58E-07,10.56417872,1.343570682
711,4.99E-05,0.848648855,0.04577715507,4.00E-09,25691.07921,1.35E-07,1.69E-09,3.89E-18,7.41E-07,9.25121367,0.03060563295
712,9.92E-05,0.5260534931,0.03464320089,2.83E-09,49288.8182,3.97E-07,3.78E-10,3.85E-18,4.37E-07,10.80828036,1.587672324
713,3.94E-05,0.7590891082,0.07442392091,3.12E-09,15996.82189,2.87E-07,6.33E-10,3.38E-18,4.09E-07,9.664047401,0.4434393643
714,4.70E-05,0.7107535288,0.07295845594,3.78E-09,27121.6793,9.45E-08,1.55E-09,2.77E-18,9.81E-07,9.545538618,0.3249305812
715,8.36E-05,0.6889258548,0.02615416287,2.01E-09,48982.57354,3.71E-07,5.69E-10,2.36E-18,5.12E-07,13.33316005,4.112552009
716,1.23E-05,0.735079596,0.0202139102,4.40E-09,21003.1524,9.36E-08,7.92E-10,1.35E-18,6.36E-07,11.30375277,2.083144728
717,3.46E-05,0.5627142435,0.07969068599,3.97E-09,25541.36396,6.58E-09,2.16E-09,1.45E-18,9.61E-07,12.10402782,2.883419786
718,8.53E-05,0.888497008,0.02414494336,3.11E-09,14513.30093,3.75E-07,7.63E-10,1.01E-18,9.70E-07,12.75886664,3.538258608
719,8.25E-05,0.7891976199,0.04656093925,3.35E-09,49970.88075,4.85E-09,2.85E-09,3.15E-18,5.71E-07,9.997301541,0.7766935039
720,1.78E-05,0.8364480172,0.06985535179,3.55E-09,17225.11953,1.70E-07,2.20E-09,2.26E-18,8.76E-07,9.490866138,0.2702581007
721,4.54E-05,0.8584699188,0.06717030035,3.22E-09,22014.4913,2.47E-07,1.84E-09,1.66E-18,7.12E-07,10.70545292,1.48484488
722,2.32E-05,0.8370023149,0.04722227058,2.63E-09,17110.58805,3.95E-07,2.83E-09,1.28E-18,3.38E-07,11.33327013,2.112662091
723,5.68E-05,0.768654928,0.01044767447,4.24E-09,30581.86226,6.93E-08,1.40E-09,2.36E-18,9.33E-07,9.875516686,0.6549086495
724,6.30E-05,0.6776479472,0.05721261119,2.02E-09,29662.81005,2.81E-07,5.18E-10,1.72E-18,3.70E-07,14.1032332,4.882625168
725,9.34E-05,0.5596685337,0.02826100057,1.43E-09,25429.73667,3.60E-07,2.13E-09,1.80E-18,4.29E-07,14.69832384,5.477715804
726,2.27E-05,0.7508309049,0.01929760807,4.39E-09,23605.34973,8.65E-08,2.54E-09,2.28E-18,5.03E-07,9.306160582,0.08555254548
727,4.70E-05,0.7932481837,0.05927246816,4.43E-09,7564.183836,2.15E-07,6.25E-10,1.48E-18,7.03E-07,10.09034562,0.8697375808
728,3.19E-05,0.8544003152,0.02399056399,1.69E-09,29950.35564,3.08E-07,2.36E-09,2.41E-18,9.53E-07,11.99623879,2.775630749
729,5.42E-05,0.7362525704,0.0284108404,4.86E-09,40819.12394,3.42E-07,1.01E-09,2.74E-18,2.65E-07,9.553440973,0.3328329363
730,9.19E-05,0.8502955914,0.0126091105,3.81E-09,27795.46107,1.53E-07,1.08E-09,3.06E-18,8.32E-07,9.802325362,0.5817173252
731,8.31E-05,0.7665228825,0.06551234099,1.96E-09,12035.73494,3.11E-07,3.00E-09,1.20E-18,4.74E-07,12.61886695,3.398258918
732,2.03E-05,0.7203162079,0.03483383646,4.34E-09,8292.934808,3.74E-08,2.36E-09,2.20E-18,8.21E-07,9.221235195,0.0006271580085
733,5.47E-05,0.7467519001,0.0741208142,3.29E-09,49102.72019,8.05E-08,1.37E-09,2.70E-18,9.57E-07,10.59902352,1.378415487
734,8.07E-05,0.6266812571,0.02280346461,4.71E-09,34906.68674,2.43E-07,1.54E-09,1.49E-18,8.87E-07,10.50647153,1.285863492
735,6.57E-05,0.7399823671,0.07333498965,9.84E-10,38107.95705,2.44E-07,1.03E-09,2.17E-18,7.93E-07,16.42932873,7.208720697
736,9.82E-05,0.5103269334,0.0438681513,6.19E-10,32599.18243,3.76E-07,1.94E-09,3.52E-18,5.05E-07,17.12893703,7.908328989
737,6.25E-05,0.5525588872,0.05360983608,1.21E-09,24604.41795,8.71E-08,1.87E-09,1.25E-18,2.88E-07,17.97342433,8.752816293
738,5.92E-05,0.7483877431,0.06198624987,2.82E-09,28927.28752,3.29E-07,4.02E-10,1.26E-18,8.63E-07,13.55132292,4.330714884
739,6.11E-05,0.8220665015,0.04930658944,3.01E-09,18798.06791,3.78E-07,3.61E-10,3.27E-18,7.99E-07,10.16152101,0.9409129757
740,4.50E-05,0.7106182593,0.0425357232,4.45E-09,40519.46215,3.49E-07,1.67E-09,2.90E-18,8.62E-07,9.378664228,0.1580561913
741,6.62E-05,0.5770010763,0.03339636503,3.27E-09,12220.27002,4.36E-08,1.86E-09,3.98E-18,9.92E-07,9.505431201,0.2848231642
742,3.53E-05,0.8250071571,0.06289621112,3.63E-09,11597.56493,1.40E-08,5.88E-10,2.06E-18,3.82E-07,11.18491672,1.964308688
743,6.64E-05,0.7196494689,0.03749134151,1.08E-09,29805.56249,3.68E-07,6.14E-10,2.53E-18,3.15E-07,15.44841381,6.227805776
744,2.04E-05,0.533223579,0.06454041155,1.39E-09,41021.63057,2.81E-07,1.83E-09,3.18E-18,8.02E-07,12.78494056,3.56433252
745,2.10E-05,0.6208842958,0.04604372777,4.05E-09,24009.15413,5.39E-08,2.46E-09,1.36E-18,3.09E-07,10.97574056,1.755132524
746,9.29E-05,0.6609648022,0.04303438891,2.98E-09,31041.27985,2.55E-07,3.99E-10,3.86E-18,2.80E-07,10.34146115,1.120853117
747,8.47E-05,0.6475949335,0.03159283089,4.86E-09,13249.62833,3.46E-07,2.86E-09,1.27E-18,7.41E-07,9.726487383,0.5058793462
748,9.51E-05,0.6826694909,0.03097145232,2.82E-09,11156.86763,1.97E-07,7.40E-10,1.27E-18,3.19E-07,12.84660024,3.625992201
749,9.33E-05,0.7454574005,0.03452343197,1.41E-09,8158.789725,3.52E-07,1.81E-09,2.31E-18,3.31E-07,12.12657523,2.905967191
750,3.88E-05,0.8075013683,0.01978570772,2.86E-09,44374.77753,2.97E-07,1.13E-09,3.25E-18,4.32E-07,10.19304819,0.9724401511
751,5.14E-05,0.7573561009,0.01703311478,9.58E-10,22990.9709,2.10E-07,2.93E-09,1.18E-18,9.45E-07,16.79617371,7.575565671
752,4.93E-05,0.7126606258,0.07955255579,1.82E-09,28338.3722,7.34E-08,1.73E-09,3.89E-18,5.29E-07,10.97072315,1.750115109
753,3.08E-05,0.7433911465,0.06560565068,1.42E-09,9844.424278,1.86E-08,7.01E-10,2.14E-18,8.90E-07,15.60846688,6.387858845
754,9.74E-05,0.6628265244,0.01863258285,2.11E-09,46584.13131,1.90E-08,2.45E-09,3.23E-18,4.07E-07,12.1790617,2.958453667
755,6.09E-05,0.7668180813,0.07018842031,1.50E-09,46237.26029,1.55E-07,1.24E-09,2.69E-18,8.41E-07,13.84355633,4.622948289
756,1.45E-05,0.6975656303,0.06652271761,4.30E-09,26281.83738,5.10E-08,6.70E-10,2.80E-18,4.31E-07,9.842033302,0.6214252647
757,5.03E-05,0.8157506726,0.04339352626,4.14E-09,37534.51965,2.49E-07,3.67E-10,2.84E-18,7.73E-07,10.14916683,0.9285587941
758,3.35E-05,0.6562553419,0.06247474826,6.11E-10,13581.53056,2.07E-07,2.92E-09,1.76E-18,5.78E-07,17.06697941,7.846371378
759,7.18E-05,0.7466686698,0.01526664109,3.12E-09,45803.60369,9.63E-08,1.97E-09,3.13E-18,7.33E-07,10.06042935,0.8398213163
760,6.37E-05,0.5722244106,0.02250056424,1.50E-09,17692.03986,2.95E-07,1.10E-09,3.75E-18,8.84E-07,11.56652597,2.345917937
761,8.63E-05,0.6145053632,0.0360700485,4.90E-09,14536.4168,3.44E-07,2.29E-09,1.44E-18,8.77E-07,9.701130064,0.4805220276
762,7.80E-05,0.8022277978,0.05058914934,4.21E-09,34049.39099,3.14E-07,1.49E-09,2.58E-18,6.93E-07,9.602700887,0.3820928499
763,1.25E-05,0.6031446672,0.05923223184,1.21E-09,47933.08529,2.30E-07,1.56E-09,1.53E-18,9.64E-07,16.57243653,7.351828496
764,4.02E-05,0.5304250157,0.02737651882,2.79E-09,6062.8653,3.65E-07,2.10E-09,1.73E-18,9.90E-07,9.72233784,0.5017298036
765,6.55E-05,0.7834687166,0.07760763155,1.10E-09,24298.39547,3.75E-07,1.57E-09,1.21E-18,3.78E-07,15.8127777,6.592169666
766,4.95E-05,0.8203303903,0.05433421125,2.52E-09,14836.2019,2.08E-07,2.66E-09,3.93E-18,6.83E-07,9.24918022,0.02857218294
767,3.98E-05,0.6755669364,0.05948964514,9.13E-10,39822.11174,7.49E-08,8.31E-10,1.51E-18,7.28E-07,19.30986988,10.08926184
768,1.76E-05,0.869942542,0.02317850556,1.71E-09,29103.67418,5.35E-08,7.08E-10,2.11E-18,5.63E-07,14.99667358,5.77606554
769,2.11E-05,0.8379119401,0.04001279748,2.37E-09,27486.78794,3.31E-07,2.02E-09,2.31E-18,5.60E-07,10.81820143,1.597593392
770,2.29E-05,0.5868782601,0.04965410755,2.36E-09,22126.55795,7.27E-09,1.98E-09,2.61E-18,5.87E-07,11.81572907,2.595121031
771,2.39E-05,0.8573337986,0.04406080995,6.36E-10,31917.30697,3.04E-07,2.98E-09,3.24E-18,9.94E-07,15.36697735,6.146369313
772,8.62E-05,0.6339019572,0.01957497294,2.47E-09,15650.79459,2.22E-08,2.55E-09,2.09E-18,6.96E-07,11.92200769,2.701399653
773,6.49E-05,0.8887637119,0.04959629902,2.93E-09,47451.26471,3.50E-07,1.56E-09,3.40E-18,6.41E-07,9.849650008,0.6290419712
774,2.05E-05,0.8031226943,0.03913872626,2.49E-09,24773.5984,3.43E-07,1.22E-09,3.75E-18,8.26E-07,9.779391771,0.5587837346
775,7.40E-05,0.5820066604,0.01773402583,3.95E-09,6895.177417,2.24E-07,2.73E-09,2.73E-18,6.00E-07,9.635038685,0.4144306482
776,3.09E-05,0.6822942193,0.05826369926,7.34E-10,37715.2426,2.06E-07,7.45E-10,1.84E-18,6.05E-07,18.47291961,9.25231157
777,1.66E-05,0.5291469593,0.02575364968,4.99E-09,27618.88489,1.10E-07,1.26E-09,2.47E-18,3.89E-07,9.385962301,0.1653542639
778,6.66E-05,0.8239239036,0.03623165211,4.48E-09,8867.151382,3.77E-07,1.44E-09,2.34E-18,9.31E-07,9.39005739,0.1694493536
779,5.04E-05,0.7458605564,0.01692182431,3.15E-09,46817.01406,2.32E-07,2.69E-09,1.53E-18,5.00E-07,11.53523103,2.314622993
780,8.33E-05,0.692328845,0.02404050308,4.89E-09,47117.9831,2.48E-07,8.86E-10,2.93E-18,5.02E-07,9.748719759,0.528111722
781,5.38E-05,0.7328369098,0.07023299972,6.75E-10,28991.73858,1.76E-07,1.63E-09,3.85E-18,7.01E-07,15.81563053,6.595022495
782,8.76E-05,0.7563342775,0.07681696382,3.40E-09,21064.27169,1.75E-09,1.45E-09,1.65E-18,3.92E-07,12.66661214,3.446004108
783,1.58E-05,0.5176765414,0.06643371386,1.80E-09,35701.8207,2.92E-07,1.05E-09,3.81E-18,7.34E-07,11.1469274,1.926319368
784,5.49E-05,0.9006082452,0.06984949969,3.88E-09,13424.86541,1.42E-07,9.48E-10,1.81E-18,4.00E-07,10.21814352,0.9975354862
785,2.20E-05,0.6332099815,0.0219479359,2.15E-09,10720.75309,1.60E-07,1.20E-09,2.73E-18,8.89E-07,10.58195782,1.361349781
786,1.89E-05,0.8169621507,0.07156656081,2.97E-09,32080.7659,1.70E-08,3.18E-10,1.71E-18,3.03E-07,14.69444732,5.473839281
787,6.93E-05,0.8745645719,0.01058168818,3.70E-09,6260.825911,3.20E-07,2.38E-09,2.97E-18,3.10E-07,9.507078129,0.2864700922
788,6.96E-05,0.7624021545,0.07399029901,4.89E-09,12388.38117,3.09E-07,7.99E-10,3.48E-18,4.08E-07,9.284611861,0.0640038238
789,4.26E-05,0.7877781945,0.06094380332,4.95E-09,29085.72465,1.61E-07,2.49E-09,3.77E-18,3.37E-07,9.220616275,8.24E-06
790,7.70E-05,0.8452139,0.06617153537,1.20E-09,34114.45017,3.74E-07,7.34E-10,2.72E-18,9.90E-07,14.45947195,5.238863914
791,9.03E-05,0.5540256386,0.03680673678,2.19E-09,19056.94226,1.22E-07,2.66E-09,1.13E-18,8.05E-07,14.73930541,5.518697371
792,2.06E-05,0.622575815,0.04694053471,4.17E-09,33261.2202,1.42E-07,1.84E-09,3.97E-18,7.53E-07,9.222380415,0.001772378287
793,5.97E-05,0.5323365234,0.05646724036,2.85E-09,42885.6887,2.85E-07,5.99E-10,3.85E-18,7.09E-07,10.23137703,1.01076899
794,5.08E-05,0.5187783365,0.03400184766,4.55E-09,24934.81394,3.13E-07,1.45E-09,1.09E-18,5.19E-07,11.01761769,1.797009657
795,8.22E-05,0.6570887018,0.04182635902,3.19E-09,32350.45216,1.54E-07,9.25E-10,1.66E-18,5.61E-07,12.22512957,3.004521533
796,7.35E-05,0.5660564667,0.01133428918,2.40E-09,15754.3235,1.67E-07,3.84E-10,1.67E-18,9.03E-07,14.20224319,4.981635156
797,3.02E-05,0.8872897683,0.06817474914,3.28E-09,26828.89891,3.34E-07,6.84E-10,3.51E-18,9.28E-07,9.724430859,0.5038228226
798,8.04E-05,0.9023560204,0.04994788462,1.65E-09,21216.32861,2.75E-07,2.27E-09,3.91E-18,2.69E-07,10.23983179,1.019223758
799,4.29E-05,0.8799830192,0.02364004168,2.16E-09,30142.8715,3.99E-07,1.47E-09,1.43E-18,5.30E-07,12.92060771,3.699999675
800,8.46E-05,0.5592858372,0.07125190507,2.13E-09,45002.28495,6.90E-08,2.60E-09,2.16E-18,4.97E-07,13.10407344,3.883465404
801,8.35E-05,0.7625301968,0.04679357692,1.92E-09,24597.11127,2.73E-07,5.14E-10,3.66E-18,5.02E-07,11.54662369,2.326015658
802,5.05E-05,0.532597288,0.06720260974,2.70E-09,13556.46283,1.83E-07,3.44E-10,3.88E-18,5.36E-07,10.06865128,0.8480432413
803,5.24E-05,0.7015630559,0.04040709121,4.86E-09,22367.4084,2.83E-07,2.92E-09,1.03E-18,9.38E-07,10.21440973,0.9938016898
804,8.59E-05,0.7652156828,0.03490670349,4.90E-09,37207.52314,3.83E-07,1.00E-09,2.56E-18,4.56E-07,9.681367702,0.4607596655
805,4.45E-05,0.5468668651,0.03029123933,4.14E-09,46549.343,1.67E-08,2.30E-09,2.22E-18,7.12E-07,10.39436837,1.173760338
806,3.51E-05,0.5698371909,0.01689049873,2.59E-09,30746.21636,2.75E-07,1.82E-09,3.98E-18,8.79E-07,9.542261374,0.3216533372
807,3.50E-05,0.8322744558,0.04969530351,1.98E-09,10343.46693,3.45E-07,2.92E-09,3.39E-18,6.20E-07,9.357325692,0.1367176551
808,1.39E-05,0.7909967179,0.04253876192,2.86E-09,20432.07686,3.55E-07,1.95E-09,1.31E-18,8.38E-07,11.5191337,2.29852566
809,1.04E-05,0.6074660095,0.0323866121,3.63E-09,25792.18496,3.18E-07,1.80E-09,2.88E-18,8.02E-07,9.388407766,0.167799729
810,4.43E-05,0.8750297265,0.06555109703,4.91E-09,17878.26206,5.32E-08,2.24E-09,2.00E-18,7.62E-07,9.281943624,0.06133558747
811,1.44E-05,0.8944281012,0.0334994371,3.66E-09,31276.54406,3.21E-07,2.71E-09,1.25E-18,8.88E-07,10.8912807,1.670672662
812,8.80E-05,0.6942558201,0.06425112236,3.57E-09,29580.54511,7.62E-08,8.22E-10,3.74E-18,7.95E-07,9.626613739,0.4060057019
813,4.65E-05,0.792605089,0.04146432989,9.98E-10,35296.52999,7.38E-08,8.09E-10,3.38E-18,6.80E-07,15.82273135,6.602123314
814,9.36E-05,0.770279597,0.03900956703,3.71E-09,30535.06892,2.50E-07,1.11E-09,3.54E-18,8.99E-07,9.608838964,0.3882309274
815,4.71E-05,0.8093950903,0.07764006315,1.50E-09,22615.13723,7.91E-08,2.60E-09,1.96E-18,8.96E-07,13.9965874,4.775979364
816,3.63E-05,0.5892667213,0.0571075168,1.33E-09,44479.74568,2.95E-07,7.94E-10,3.91E-18,8.29E-07,12.88964327,3.669035238
817,3.99E-05,0.6549718555,0.01755387708,1.82E-09,31047.40253,3.42E-07,1.28E-09,2.55E-18,2.93E-07,12.11448548,2.893877443
818,2.50E-05,0.7851745121,0.06800595866,4.50E-09,19010.87514,5.64E-09,5.03E-10,1.45E-18,3.80E-07,12.54377853,3.323170491
819,2.99E-05,0.6409325356,0.07035867799,4.29E-09,24244.66126,5.26E-08,2.03E-09,1.60E-18,9.72E-07,10.40549466,1.184886619
820,6.86E-05,0.5438285214,0.06703495303,4.09E-09,45176.43752,1.93E-07,5.56E-10,2.07E-18,4.16E-07,10.93749325,1.716885215
821,2.55E-05,0.66248064,0.03146759899,3.20E-09,17446.18314,1.03E-07,2.36E-09,1.16E-18,9.14E-07,11.96253051,2.74192247
822,9.91E-05,0.6724306826,0.02048624958,2.13E-09,13883.78695,1.74E-07,2.83E-09,3.48E-18,7.71E-07,9.771191812,0.5505837752
823,4.27E-05,0.796040772,0.01261328493,4.25E-09,48307.07435,3.00E-07,2.42E-09,3.32E-18,7.47E-07,9.313731013,0.09312297579
824,3.71E-05,0.8677822052,0.02939761933,2.00E-09,24115.02983,2.44E-07,5.44E-10,1.04E-18,3.06E-07,15.29290908,6.072301042
825,1.07E-05,0.756827773,0.05387405927,1.08E-09,14213.65844,8.29E-08,9.81E-10,3.70E-18,3.43E-07,13.54489145,4.324283412
826,4.15E-05,0.5775565136,0.07557218672,1.91E-09,27330.72221,2.29E-07,2.38E-09,2.33E-18,5.27E-07,11.77096137,2.550353329
827,8.85E-05,0.7140098945,0.07467051653,4.41E-09,13037.45212,1.07E-07,2.51E-09,1.39E-18,6.10E-07,9.740170374,0.5195623371
828,7.79E-05,0.8881460603,0.04769934223,3.37E-09,33360.50077,1.72E-07,1.64E-09,2.95E-18,6.81E-07,9.728885569,0.5082775321
829,7.54E-05,0.5620562548,0.07302519051,4.07E-09,30227.28428,3.16E-07,1.86E-09,1.32E-18,9.79E-07,10.73781336,1.517205319
830,7.58E-05,0.6634149043,0.06559763181,2.49E-09,23907.62979,2.52E-07,4.20E-10,1.53E-18,8.21E-07,13.64780972,4.427201688
831,9.35E-05,0.5134131185,0.05139273378,1.62E-09,47105.25175,3.01E-07,2.67E-09,1.71E-18,8.03E-07,14.68486625,5.464258217
832,7.73E-05,0.6194840968,0.07761409188,3.77E-09,19520.85528,2.49E-07,5.02E-10,3.94E-18,9.60E-07,9.447941231,0.2273331943
833,8.57E-05,0.730090217,0.03963434268,2.74E-09,37720.82214,2.01E-07,8.89E-10,2.46E-18,8.57E-07,11.52427731,2.303669277
834,7.56E-05,0.5104026266,0.07690241532,7.75E-10,17207.76778,1.34E-07,2.01E-09,1.26E-18,9.56E-07,18.35669797,9.136089934
835,6.31E-05,0.7008376105,0.01330095253,1.64E-09,36220.27294,3.23E-07,2.97E-09,2.59E-18,8.90E-07,12.13781414,2.917206105
836,4.54E-05,0.5311799468,0.03200313445,1.15E-09,30373.14157,3.24E-07,1.42E-09,1.58E-18,3.57E-07,16.68268135,7.46207331
837,1.29E-05,0.519153273,0.04782502095,1.56E-09,44904.17863,2.56E-07,1.22E-09,2.03E-18,3.64E-07,14.82818531,5.607577269
838,4.17E-05,0.5783462956,0.01033640477,4.96E-09,46087.29788,3.93E-07,1.61E-09,1.66E-18,7.83E-07,9.988395318,0.7677872816
839,9.32E-05,0.7162844315,0.02027468981,3.38E-09,27784.93488,3.71E-07,1.87E-09,3.46E-18,9.31E-07,9.659436737,0.4388287006
840,4.35E-05,0.808107332,0.03465913598,2.98E-09,45470.65315,9.22E-08,2.26E-09,1.70E-18,9.27E-07,11.9474558,2.726847765
841,7.67E-05,0.7774686691,0.01396898105,4.94E-09,9170.477938,3.01E-07,1.78E-09,2.02E-18,4.88E-07,9.579843517,0.3592354803
842,6.48E-05,0.5740556308,0.0374966374,1.66E-09,14633.71709,2.76E-07,1.92E-09,2.67E-18,9.96E-07,11.60733117,2.386723129
843,5.85E-05,0.6703792881,0.06007690088,1.03E-09,28863.57079,2.64E-07,2.00E-09,2.69E-18,7.42E-07,14.54526267,5.32465463
844,6.10E-05,0.7180017512,0.05918172916,3.12E-09,46657.62577,7.75E-08,1.32E-09,1.24E-18,7.53E-07,13.75681079,4.53620275
845,3.89E-05,0.5747975644,0.04548258641,1.40E-09,46098.55312,6.89E-08,2.70E-09,1.93E-18,8.48E-07,16.18274691,6.962138875
846,5.65E-05,0.7406289599,0.0502674757,1.59E-09,47751.59952,2.74E-07,5.52E-10,1.54E-18,4.76E-07,15.90014581,6.679537773
847,3.76E-05,0.8419543589,0.0778182366,2.68E-09,22870.85296,2.58E-07,2.02E-09,3.09E-18,8.47E-07,9.656214925,0.4356068885
848,9.95E-05,0.5531995659,0.06333264467,1.52E-09,38148.77543,1.20E-07,2.25E-09,1.62E-18,4.63E-07,15.99005536,6.769447322
849,4.04E-05,0.6776730832,0.05756854103,6.33E-10,32300.19547,2.32E-07,1.17E-09,1.46E-18,9.54E-07,18.50376849,9.283160456
850,6.86E-05,0.8994689634,0.01857327666,2.78E-09,8754.846911,3.60E-07,2.01E-09,3.76E-18,8.31E-07,9.451348458,0.2307404216
851,6.36E-05,0.551479001,0.04993814943,3.43E-09,25252.35666,3.89E-07,2.65E-09,1.25E-18,5.63E-07,11.03018867,1.809580633
852,4.81E-05,0.6326175923,0.01513739726,3.77E-09,45833.89063,3.73E-07,1.56E-09,3.72E-18,3.23E-07,9.484648495,0.2640404579
853,1.16E-05,0.674428846,0.07836279207,6.77E-10,35876.29126,3.36E-07,1.51E-09,1.68E-18,6.71E-07,17.54715682,8.326548787
854,5.74E-05,0.7954363247,0.05876238357,1.47E-09,11645.61848,3.79E-07,4.47E-10,4.00E-18,5.09E-07,11.46160008,2.24099204
855,9.57E-05,0.5284859944,0.03114202918,4.78E-09,19992.25835,1.30E-07,2.88E-09,2.49E-18,5.98E-07,9.652008127,0.4314000904
856,3.59E-05,0.8805638063,0.06845932402,4.44E-09,40110.9915,2.84E-07,1.24E-09,3.23E-18,3.69E-07,9.346077452,0.1254694147
857,8.46E-05,0.8030897404,0.01225546922,2.47E-09,18892.16293,1.15E-08,4.79E-10,1.34E-18,7.49E-07,16.62020093,7.399592891
858,4.31E-05,0.7092969065,0.03132713121,1.89E-09,28515.15624,2.48E-07,6.62E-10,1.82E-18,7.96E-07,13.93213478,4.711526739
859,9.66E-05,0.6079842966,0.05053617109,4.12E-09,33220.67406,1.92E-07,1.62E-09,2.89E-18,3.11E-07,9.592547349,0.3719393124
860,5.97E-05,0.7989268414,0.04063063132,4.69E-09,8028.164062,9.35E-08,2.73E-09,2.88E-18,8.33E-07,9.344874996,0.1242669593
861,7.67E-05,0.6417773455,0.02672570875,3.99E-09,11070.17623,3.26E-07,1.11E-09,3.39E-18,3.89E-07,9.569032955,0.3484249182
