%eval_id interface FaceCovMax     rResolBulk     vResol         DatomFissGBx   fNucleate      aAtomDifFiss   StickProb      rResolGBB      fuel_swelling  fuel_gas_swelling 
156      NO_ID      0.6946566283   2.092724769e-09 3.420751499e-18 5903.045116    2.036949577e-10 8.858681933e-31 1.932490389e-07 8.277121771e-07 120.6451209    88.57344074    
157      NO_ID      0.7927778449   3.477977885e-09 4.81182768e-18 29535.73854    3.469421817e-10 7.546478057e-31 1.490086105e-07 5.763117466e-07 105.5550852    73.48340507    
158      NO_ID      0.7026828638   2.420418848e-09 2.085348953e-18 44636.4634     7.561897524e-10 1.095728954e-30 6.46536931e-07 8.811962832e-07 115.7731323    83.70145221    
159      NO_ID      0.8310524663   2.423551456e-09 6.447204771e-18 27855.04623    2.829798375e-10 1.925779135e-31 7.82460175e-08 3.343404295e-07 101.0154447    68.94376456    
160      NO_ID      0.7175269258   1.778792581e-09 1.570396859e-18 35614.36092    3.949378999e-10 3.594637035e-31 4.242856975e-07 5.297534755e-07 116.415575     84.34389491    
161      NO_ID      0.716238065    1.965528752e-09 2.865979681e-18 22199.19628    8.390725627e-10 1.567523357e-30 1.44066305e-07 1.565047197e-07 783.6548369    751.5831568    
162      NO_ID      0.6302122235   1.545801155e-09 9.21537943e-19 15716.9323     1.035025259e-09 6.948073653e-31 6.570098401e-08 1.668405872e-07 1923.493215    1891.421535    
163      NO_ID      0.6649967885   3.659739624e-09 1.446463198e-18 24420.06501    1.048122159e-09 2.345803196e-31 5.397257786e-08 5.18310967e-07 118.1028507    86.03117062    
164      NO_ID      0.6584977203   3.487778917e-09 4.39144113e-18 39603.70927    1.628015648e-09 1.591430622e-31 5.879348349e-07 4.647365443e-07 117.4498326    85.37815242    
165      NO_ID      0.7097284448   3.176674102e-09 2.885746715e-18 24741.75188    2.570690253e-10 9.619987462e-31 6.438406408e-08 1.497315723e-06 112.6876297    80.61594953    
166      NO_ID      0.762202749    3.393639517e-09 4.895755728e-19 20165.63187    3.448664172e-10 2.450144158e-31 7.414963968e-08 1.826275482e-07 264.5051124    232.4334323    
167      NO_ID      0.6670757824   3.755684556e-09 2.618885427e-18 148323.2937    2.931285387e-10 7.967740431e-31 1.611715373e-07 3.160070186e-07 119.1221206    87.05044042    
168      NO_ID      0.7360248893   3.45099161e-09 2.034154428e-18 15819.12094    8.817336483e-10 2.917349027e-31 5.602824905e-07 4.401959053e-07 110.5233447    78.45166456    
169      NO_ID      0.7121065583   2.901739209e-09 3.226370535e-18 20844.98243    1.478711386e-09 4.2199333e-31  1.765235573e-07 1.015059569e-06 112.4888688    80.4171887     
170      NO_ID      0.7992253755   2.945221191e-09 1.903095629e-18 16291.7666     2.094270126e-10 9.548741993e-31 6.155489388e-07 3.134872526e-07 104.4339645    72.36228439    
171      NO_ID      0.7012504321   4.250504937e-09 1.665828536e-18 63058.33364    6.213192078e-10 4.522852413e-31 1.995868102e-07 1.232564999e-06 114.8811033    82.80942313    
172      NO_ID      0.7281780053   2.227705038e-09 9.852083008e-19 37607.26755    1.484595151e-10 5.675501124e-31 1.381154726e-07 2.987309206e-07 902.878605     870.8069249    
173      NO_ID      0.7049169801   3.38295321e-09 1.970257249e-18 19594.02368    7.229801815e-10 1.271824354e-31 2.316922867e-07 2.704361943e-07 113.8108011    81.73912097    
174      NO_ID      0.6028532258   1.004865826e-09 8.597982054e-18 76275.7991     1.305713588e-09 2.789941171e-31 4.379434115e-07 9.330449174e-07 124.3857349    92.31405481    
175      NO_ID      0.7276615919   3.00586708e-09 9.55902431e-19 29921.49365    4.303267709e-10 5.909030536e-31 3.721717639e-07 1.129252369e-06 115.1964064    83.12472623    
176      NO_ID      0.6433369627   2.32227568e-09 3.835684738e-18 34306.98499    9.943259712e-10 5.234618498e-31 8.346244174e-08 6.587312044e-07 120.158433     88.0867529     
177      NO_ID      0.6862406881   3.582958243e-09 2.814024202e-18 31724.77553    1.095573579e-09 3.938210462e-30 1.833569672e-07 1.101368702e-06 116.0576899    83.98600974    
178      NO_ID      0.7538790311   4.039213089e-09 1.133989584e-18 32233.00438    2.223319581e-10 2.291537835e-31 1.573187618e-07 7.857420141e-07 109.5882195    77.51653936    
179      NO_ID      0.6949007636   3.672573219e-09 7.403204467e-19 48593.62528    1.5876113e-09  5.714754629e-31 1.224627108e-07 3.422020796e-07 121.899704     89.82802383    
180      NO_ID      0.5687576831   3.737726799e-09 4.476486445e-18 18105.70243    1.524070165e-09 2.643242455e-31 1.782424645e-07 4.781918796e-07 126.8238413    94.75216119    
181      NO_ID      0.7370935921   2.515458789e-09 2.347503461e-18 30458.93189    2.051003758e-09 1.571038471e-31 1.877299559e-07 1.711074086e-07 110.2566487    78.18496859    
182      NO_ID      0.6499173825   4.222878446e-09 7.702254477e-19 6283.751388    8.946752134e-10 1.317469567e-30 1.010203599e-06 2.650154818e-07 121.0224005    88.95072034    
183      NO_ID      0.687812441    2.678219044e-09 1.493705893e-18 139032.9704    6.472348931e-10 9.673041776e-32 6.12376129e-08 1.235003024e-07 117.3468208    85.2751407     
184      NO_ID      0.7911109409   2.72411311e-09 1.208560272e-18 17451.85747    5.562252413e-10 4.958052774e-31 4.308198255e-07 4.275560349e-07 106.4417996    74.37011945    
185      NO_ID      0.6520403284   3.962068521e-09 1.202214532e-18 14615.12401    2.865909276e-10 7.708030342e-31 1.642061128e-07 1.06175345e-07 119.557165     87.48548485    
186      NO_ID      0.7111844648   3.075059129e-09 8.127358657e-19 38715.47805    6.628173973e-10 6.629258495e-31 6.609230781e-07 5.049927062e-07 118.0979862    86.02630612    
187      NO_ID      0.6534510025   3.43232458e-09 3.141595456e-18 129137.2444    6.04671387e-10 4.131194752e-31 9.6293463e-07  2.897774559e-07 119.7502298    87.67854971    
188      NO_ID      0.7285698262   3.156181125e-09 7.137198903e-19 108287.0449    2.127938314e-10 5.577537842e-31 1.37272743e-07 5.620643102e-07 603.1428901    571.07121      
189      NO_ID      0.8434530196   3.655437717e-09 4.531832133e-18 20766.09964    3.768552129e-10 3.753921922e-31 1.131743227e-07 7.951897908e-07 100.1313023    68.05962218    
190      NO_ID      0.6261621502   2.300630646e-09 2.201137026e-18 36837.95338    5.099724881e-10 4.735949504e-31 7.100203366e-08 4.433222866e-07 328.3013249    296.2296448    
191      NO_ID      0.752413591    2.818516738e-09 7.172122112e-19 57312.86415    4.734535687e-10 1.754263497e-31 3.665885307e-07 6.615353105e-07 112.6134093    80.54172916    
192      NO_ID      0.7156917728   3.866786415e-09 3.264738722e-18 81100.39969    6.78557008e-10 1.675171967e-31 1.593265737e-07 6.377020925e-07 112.9055934    80.83391327    
193      NO_ID      0.689754955    3.483298672e-09 1.75457118e-18 16619.63903    7.333360936e-10 1.060090919e-30 1.127257839e-07 9.381039642e-07 115.7492785    83.6775984     
194      NO_ID      0.7775487363   3.909844848e-09 1.86165701e-18 24119.20396    4.991935832e-10 1.248745518e-30 2.625449591e-07 4.709554297e-07 107.008411     74.93673083    
195      NO_ID      0.7082915513   2.198329112e-09 5.995844844e-19 33636.47543    1.457145241e-09 2.173243041e-31 2.946645518e-07 5.016861844e-07 133.385815     101.3141349    
196      NO_ID      0.6573063304   2.329096909e-09 6.288393675e-19 17718.28535    3.38247739e-10 5.134527825e-31 2.924265876e-07 2.916686703e-06 855.4246367    823.3529565    
197      NO_ID      0.7296297207   2.549442555e-09 4.223993589e-18 18924.71175    5.419476304e-10 9.917677403e-31 2.175809333e-07 6.153594885e-07 111.5177862    79.44610608    
198      NO_ID      0.672072502    3.327276892e-09 2.384069688e-18 29034.73809    2.481548586e-10 2.964515863e-31 2.535232075e-07 3.117006941e-07 118.4106124    86.33893224    
199      NO_ID      0.6280046162   2.9565239e-09  1.326593933e-18 15940.9158     1.10920613e-09 7.14581228e-31 8.901606994e-08 4.325307823e-07 535.4505085    503.3788284    
200      NO_ID      0.6295639667   2.491125384e-09 3.19966555e-18 27586.01347    3.224730973e-10 1.222456632e-31 2.13334292e-07 6.19715282e-07 123.0446574    90.97297725    
201      NO_ID      0.6150019906   3.296497364e-09 1.140022136e-18 12160.4338     1.130832538e-09 4.446308927e-31 1.229623964e-07 1.292951649e-06 125.4971206    93.42544049    
202      NO_ID      0.5880894147   3.237689377e-09 2.644074412e-18 33335.92763    8.46984263e-10 9.511252489e-31 2.279386481e-07 4.957518267e-07 126.545441     94.47376088    
203      NO_ID      0.6239843345   3.769834108e-09 3.883512581e-18 27229.07368    4.395253645e-10 1.805153649e-31 8.610175958e-07 8.329164421e-08 123.0499674    90.97828728    
204      NO_ID      0.6101789085   2.063896308e-09 2.311546189e-18 25697.89245    4.237022495e-10 1.440884951e-30 3.58238859e-07 1.738092769e-07 24722.5775     24690.50582    
205      NO_ID      0.707865782    3.422098275e-09 4.902867863e-18 26470.77784    7.862031878e-10 1.503380196e-30 3.634256437e-07 1.017905223e-06 113.4744029    81.40272279    
206      NO_ID      0.7267683211   4.131893221e-09 1.648735153e-18 7063.652511    4.745792869e-10 8.618465306e-32 3.097353367e-07 3.774768464e-07 111.7864729    79.71479277    
207      NO_ID      0.7130361234   1.653605208e-09 2.119255889e-18 19005.82728    4.344237322e-10 5.565172523e-31 1.054362311e-07 1.05902432e-06 544.2084491    512.136769     
208      NO_ID      0.5742499808   2.890515883e-09 7.825832374e-19 88336.05584    5.063259121e-10 1.296988657e-30 1.922698672e-07 4.127323988e-07 412267.7486    412235.6769    
209      NO_ID      0.6540022601   2.916343977e-09 3.558401296e-19 26309.43751    7.431448583e-10 2.304896681e-31 6.972237413e-07 2.339412851e-07 183.0844978    151.0128177    
210      NO_ID      0.6313481663   2.879767966e-09 1.334424728e-18 37840.93492    2.010608933e-10 8.730115818e-31 2.389931261e-07 2.855061587e-07 1541.891872    1509.820191    
211      NO_ID      0.7094137445   2.631550647e-09 8.813138929e-19 22907.28769    9.868897864e-10 1.011354156e-30 1.710635616e-07 2.284033159e-07 675.0500567    642.9783766    
212      NO_ID      0.7342777485   2.442066927e-09 1.590707481e-18 33162.60881    5.376073255e-10 2.066775638e-31 2.394936356e-07 1.043547339e-06 111.9555011    79.88382094    
213      NO_ID      0.811591214    2.847666618e-09 2.403824587e-18 34622.8546     4.664346521e-10 1.404300133e-31 1.004921762e-07 4.010066273e-07 103.2280382    71.15635809    
214      NO_ID      0.6219221031   2.595729792e-09 3.586620298e-18 60998.55454    9.201462881e-10 7.791658202e-31 1.883714093e-07 7.14106941e-07 122.8744406    90.80276051    
215      NO_ID      0.7170326197   4.420144813e-09 1.680027571e-18 21136.50913    3.956550699e-10 2.943537853e-31 1.272576098e-06 1.588049469e-07 113.1441863    81.07250616    
216      NO_ID      0.8220896373   2.913795221e-09 5.247886326e-19 21428.18076    8.071807571e-10 3.839413722e-31 2.676429757e-07 1.038572768e-06 117.7058433    85.6341632     
217      NO_ID      0.6707733535   3.023704244e-09 3.677368503e-18 31098.76504    2.379683144e-10 3.263573916e-31 2.709485047e-08 1.916031119e-07 118.3633865    86.29170637    
218      NO_ID      0.6730881033   3.822055621e-09 2.280636408e-18 93379.6064     4.213264361e-10 4.709011928e-31 7.726179933e-07 1.414025171e-07 118.1898553    86.11817521    
219      NO_ID      0.7651206879   3.253389911e-09 1.804729651e-18 29635.44959    2.798746602e-10 3.22630067e-31 1.319628935e-07 2.767761979e-07 108.2208093    76.1491292     
220      NO_ID      0.7915874626   3.880500059e-09 1.294815475e-17 23270.25952    2.276871723e-09 5.629222911e-31 1.105541192e-07 2.961307365e-07 104.516305     72.44462482    
221      NO_ID      0.591463914    1.875523377e-09 1.081146236e-18 16051.68247    3.855033598e-10 7.860106795e-31 1.321909282e-07 9.640657931e-07 39943.89766    39911.82598    
222      NO_ID      0.7464958778   4.399272629e-09 4.036882591e-19 56340.25304    5.92965378e-10 6.925712273e-31 1.762055972e-07 2.646613434e-06 341.6776304    309.6059503    
223      NO_ID      0.8328326794   3.356368151e-09 2.758447744e-18 21303.24174    4.010543618e-10 7.911366858e-31 3.310728836e-08 3.676553212e-07 100.9623485    68.89066836    
224      NO_ID      0.7848592237   2.971731598e-09 1.385965392e-18 28382.34668    1.3611721e-10  3.800195192e-31 7.942552964e-08 2.401197021e-07 168.2912135    136.2195334    
225      NO_ID      0.6953768497   3.229056323e-09 3.002360132e-18 90966.02816    1.814101874e-10 5.425696805e-31 2.067279008e-07 2.677534562e-07 115.8833693    83.81168916    
226      NO_ID      0.6342733491   2.961147596e-09 1.63629958e-18 10144.66446    2.218583414e-10 3.543444618e-31 7.805362926e-08 2.066085173e-07 209.69974      177.6280599    
227      NO_ID      0.7497824511   3.044655387e-09 4.950190479e-18 16985.80097    1.912881632e-10 6.070868352e-31 6.025012205e-07 1.761505512e-07 110.0425176    77.97083745    
228      NO_ID      0.7591114567   3.639822805e-09 1.813403035e-18 62404.22278    5.140646553e-10 1.021623391e-31 2.867357091e-07 2.370359578e-06 108.7995275    76.72784733    
229      NO_ID      0.7612034312   2.335246311e-09 1.879881759e-18 85765.85025    5.462920243e-10 2.290613522e-30 1.280025583e-07 1.671616509e-07 119.5238639    87.45218373    
230      NO_ID      0.793437518    2.427870913e-09 5.512617417e-18 39448.66217    4.564593928e-10 9.202797981e-31 5.59798144e-08 7.296883289e-07 105.1182803    73.04660022    
231      NO_ID      0.676102889    4.074841802e-09 2.90448152e-18 36597.99128    7.302431185e-10 1.333787472e-31 2.478615393e-07 5.647277369e-07 116.6898151    84.61813495    
232      NO_ID      0.719794324    3.213092139e-09 2.472660651e-18 21909.53332    7.691113366e-10 1.600198745e-30 4.445609984e-07 1.925954587e-07 112.6614688    80.58978865    
233      NO_ID      0.7346630663   3.528257168e-09 1.26159092e-18 94589.06863    4.623949985e-10 2.023088344e-31 2.550329621e-07 3.790909805e-07 112.1945249    80.12284478    
234      NO_ID      0.8380852845   3.017845465e-09 3.958384002e-18 67705.24095    3.028232492e-10 7.31441856e-31 2.708959394e-07 3.630689751e-07 101.2992272    69.22754712    
235      NO_ID      0.7503684301   2.144369202e-09 1.471989194e-18 34839.52348    2.617077137e-10 4.645265e-31   1.598931983e-07 5.362211479e-07 299.506254     267.4345738    
236      NO_ID      0.6570207345   3.344178919e-09 4.690485168e-19 46345.02815    6.115704371e-10 1.794517576e-31 4.80634146e-07 8.988931954e-07 123.5212616    91.44958142    
237      NO_ID      0.6597259701   2.726663623e-09 1.166148383e-18 41291.52266    1.830607745e-09 8.239969264e-31 1.518906959e-07 1.882668007e-06 231.2924276    199.2207474    
238      NO_ID      0.7141494536   4.103596615e-09 2.053682177e-18 31352.57623    5.401907708e-10 5.677497207e-31 8.262708275e-07 8.197722611e-07 113.3034302    81.23175009    
239      NO_ID      0.6769143674   3.27394761e-09 1.235798805e-18 32963.67735    1.549820645e-10 4.616529998e-31 2.259360465e-07 5.164328868e-07 137.2082787    105.1365986    
240      NO_ID      0.7030536801   3.498996746e-09 2.211377865e-18 21766.90249    2.268465294e-09 2.61560755e-30 5.057359468e-07 4.808609092e-07 113.9660825    81.89440234    
241      NO_ID      0.7303108778   4.307894478e-09 2.186942882e-18 17034.39143    2.948734816e-10 1.669162115e-30 3.771281339e-07 4.768620317e-07 111.7600038    79.68832366    
242      NO_ID      0.6826735829   2.55336416e-09 2.705810273e-18 221304.1849    1.5607339e-09  4.48254667e-31 1.329959492e-07 7.754664125e-07 117.1937709    85.12209077    
243      NO_ID      0.717127576    3.015091127e-09 1.193564928e-18 51869.58989    7.188240799e-10 6.516320066e-31 1.061203932e-07 2.639555722e-07 180.784795     148.7131148    
244      NO_ID      0.6441351575   3.139469811e-09 1.49146268e-18 42509.01775    1.732885087e-10 4.078993999e-31 1.154698196e-07 7.72965132e-07 234.1706368    202.0989566    
245      NO_ID      0.7056254557   2.904794039e-09 4.676386766e-18 65400.16102    7.061695902e-11 3.655086704e-31 2.428602139e-07 5.442919243e-07 114.3058843    82.2342042     
246      NO_ID      0.6695371205   3.383711574e-09 2.238904711e-18 32092.55108    2.684532505e-10 2.496859499e-31 5.969310141e-07 2.533561597e-07 118.7150934    86.64341326    
247      NO_ID      0.7211152458   3.606920358e-09 1.40996716e-18 23122.64443    2.544657098e-10 5.179405868e-31 1.563902079e-07 2.035695872e-07 112.3869448    80.31526472    
248      NO_ID      0.7398780112   1.917777413e-09 1.529211078e-18 6756.233464    4.69432879e-10 1.625877156e-31 8.418189731e-07 2.298017666e-06 110.7693216    78.69764147    
249      NO_ID      0.6794962392   3.924499018e-09 2.689034287e-18 55539.54284    6.943773638e-10 1.521133651e-30 1.147779747e-07 5.08346031e-07 116.8597441    84.78806401    
250      NO_ID      0.5937864468   2.247928322e-09 6.501044016e-19 7486.407465    1.175650392e-09 2.525586599e-31 1.034764112e-07 4.140101857e-07 522.5062581    490.434578     
251      NO_ID      0.6325999321   3.510201306e-09 1.075635485e-18 5299.120453    6.404186789e-10 2.614447589e-31 6.695688947e-08 2.124860357e-07 122.0138905    89.94221035    
252      NO_ID      0.7800654679   2.377192124e-09 3.918775802e-18 19324.26789    1.915347872e-09 3.454819754e-31 1.909563797e-07 1.72531928e-07 106.0976162    74.02593605    
253      NO_ID      0.6623509805   3.99997378e-09 2.911373397e-18 14436.23889    5.872589885e-10 6.485428573e-31 1.178877293e-06 2.025693594e-06 118.4262762    86.35459611    
254      NO_ID      0.6488643612   3.307681041e-09 1.743800906e-18 3920.425264    2.272913405e-10 9.321553609e-32 6.78728795e-08 3.60269234e-07 120.6434458    88.5717657     
255      NO_ID      0.667463156    2.266404513e-09 2.099130136e-18 25123.38742    1.201053446e-10 2.362600055e-31 8.878507329e-07 1.155310043e-06 118.8795296    86.80784945    
256      NO_ID      0.7235871569   4.295600816e-09 1.952667474e-18 121028.2429    1.128117972e-09 4.005607601e-31 4.183421317e-07 4.924800026e-07 111.9706868    79.89900663    
257      NO_ID      0.6895078209   4.702391256e-09 3.854425117e-18 58960.9112     1.142820309e-09 2.138738019e-31 4.043592053e-07 1.121071843e-06 114.7774265    82.70574638    
258      NO_ID      0.781076455    4.451381484e-09 2.339472184e-18 18778.48312    7.469853975e-10 7.422982065e-31 3.567466981e-07 4.716485949e-07 106.2925244    74.2208443     
259      NO_ID      0.6214852137   2.498643173e-09 2.065721444e-18 13475.39125    3.308410552e-09 3.061387262e-31 1.011971872e-07 5.533611603e-07 121.3608135    89.28913341    
260      NO_ID      0.5794370462   2.623514383e-09 1.92621494e-18 69399.80882    2.098727823e-10 1.039245006e-30 4.072648866e-08 1.069345707e-06 24108061.51    24108029.44    
261      NO_ID      0.7240549902   2.186105829e-09 3.906351944e-18 13987.77405    2.135116862e-09 1.195700079e-30 2.488037307e-07 1.468983511e-07 111.4121742    79.3404941     
262      NO_ID      0.7106240299   3.62883871e-09 3.051202818e-18 46143.95942    2.707588967e-10 3.865912385e-31 1.481404451e-07 4.173321701e-07 114.1506459    82.07896578    
263      NO_ID      0.7376176171   2.940996865e-09 4.769035584e-18 74606.07784    4.258347339e-10 2.201063323e-30 3.681865319e-07 9.04391384e-07 111.2448714    79.17319129    
264      NO_ID      0.6425924919   2.085061713e-09 2.392940504e-18 30302.13669    1.727689999e-10 2.255410451e-31 2.367753027e-07 7.328561835e-07 121.740208     89.66852784    
265      NO_ID      0.8732500743   2.562410356e-09 1.740587202e-18 34084.86324    2.154701017e-10 2.840088237e-31 6.181510347e-08 9.946295041e-07 97.07731348    65.00563335    
266      NO_ID      0.8070392245   2.978043242e-09 9.107050776e-19 26968.76982    1.242277448e-09 3.150077614e-31 5.153409032e-08 1.848786272e-07 108.4302788    76.35859869    
267      NO_ID      0.7262070883   3.102073097e-09 2.569600582e-19 22843.55258    5.59957433e-10 4.508845396e-31 3.28386749e-07 1.740337744e-06 451.8290752    419.7573951    
268      NO_ID      0.6885559914   3.056448552e-09 1.299515366e-18 38564.53317    5.498671589e-10 1.113335822e-30 1.066858774e-07 4.42123672e-07 995.7054383    963.6337582    
269      NO_ID      0.7816076606   2.851992118e-09 3.448764388e-18 11096.39975    1.356854759e-09 4.695255317e-31 2.437262793e-07 7.215920985e-07 105.9632258    73.89154565    
270      NO_ID      0.7231630448   3.935749671e-09 1.259164523e-18 31968.08453    3.753557412e-10 1.139019868e-30 1.409531258e-07 2.088477614e-07 115.0380202    82.96634009    
271      NO_ID      0.6476124275   1.9425591e-09  1.872556978e-18 29368.81555    8.160724038e-10 4.404853709e-31 8.3920211e-08  3.378332784e-07 380.3858981    348.314218     
272      NO_ID      0.6528194857   3.692057706e-09 2.544630513e-18 6087.167045    1.567799131e-09 2.379741429e-31 5.270100563e-08 7.489223342e-07 117.9647122    85.89303206    
273      NO_ID      0.7888093336   2.617030256e-09 2.33009145e-18 30146.40031    5.79280104e-10 3.902628834e-31 1.04281813e-06 6.077560876e-07 105.9607105    73.88903036    
274      NO_ID      0.6997958189   1.979629437e-09 9.837601177e-19 7851.608049    6.666476951e-10 6.153680405e-31 1.254717664e-07 1.18172332e-06 739.2823508    707.2106706    
275      NO_ID      0.7381809058   3.956114337e-09 1.831499877e-18 61363.02329    8.341022437e-09 4.242229017e-31 2.213879274e-07 2.187503076e-06 110.7016736    78.62999352    
276      NO_ID      0.7491104284   4.254122257e-09 2.422446513e-18 84701.97802    6.008947799e-10 1.15933028e-31 9.96121309e-08 2.925443138e-07 109.442652     77.37097185    
277      NO_ID      0.6964122456   2.292945265e-09 7.834245206e-18 45025.52069    8.669436384e-10 3.434901784e-31 4.368569613e-08 3.732270373e-07 114.5831888    82.51150865    
278      NO_ID      0.8210108623   3.723927206e-09 9.356122478e-19 98024.68643    1.065990255e-09 2.214860689e-30 1.690236467e-07 1.385912251e-06 189.7554608    157.6837807    
279      NO_ID      0.7526242013   2.717482744e-09 2.659677438e-18 74135.71682    3.576323124e-10 3.574361922e-31 2.464418225e-07 3.480243311e-07 109.8838516    77.81217145    
280      NO_ID      0.6461022375   3.534238664e-09 1.055104421e-18 14831.71529    1.738987719e-09 1.018766588e-30 1.659174652e-07 1.901604086e-07 175.7488727    143.6771926    
281      NO_ID      0.736362385    1.558046968e-09 1.315500161e-18 82329.52842    3.319971225e-10 4.05565418e-31 4.68421256e-07 7.685017352e-07 298.8074449    266.7357647    
282      NO_ID      0.7409433483   2.685175697e-09 9.734863473e-18 11933.29504    3.729600375e-10 6.399600462e-31 1.463266341e-07 8.831384024e-07 110.706342     78.63466188    
283      NO_ID      0.7862116458   2.930214602e-09 6.318442994e-18 29308.58386    9.547131878e-10 6.030294163e-31 6.826102576e-07 2.491858537e-06 105.7642406    73.69256047    
284      NO_ID      0.6447940381   2.438471753e-09 4.336876396e-18 99432.50492    1.898049887e-09 5.794189374e-31 7.640559885e-08 3.223466283e-07 119.7061763    87.63449617    
285      NO_ID      0.7663118113   2.896253879e-09 5.210362626e-18 19191.54033    6.969999435e-10 1.624986835e-30 9.001129079e-08 3.570012392e-07 107.6179967    75.54631658    
286      NO_ID      0.7066870491   3.039219373e-09 1.628853826e-18 24548.77502    1.96703612e-09 7.180508131e-31 3.746671963e-07 5.8728463e-07  113.8963689    81.82468882    
287      NO_ID      0.6970061401   4.095228451e-09 2.372691769e-18 8420.167923    5.323991266e-10 6.269123015e-31 3.924368108e-07 5.808682963e-07 114.7955747    82.72389454    
288      NO_ID      0.6958978103   2.236934575e-09 1.093868701e-17 23746.29217    5.675411485e-10 1.376717496e-30 2.518231619e-07 8.931537437e-07 115.0506258    82.97894565    
289      NO_ID      0.7559041475   3.709985628e-09 2.174641367e-18 8977.388482    9.090403781e-10 4.022127824e-31 2.770884992e-07 6.48412966e-07 108.4631096    76.39142952    
290      NO_ID      0.6923557029   3.348211653e-09 1.068000272e-18 7679.592461    9.409559428e-10 6.997240651e-31 3.321412532e-07 9.153690703e-07 115.9114616    83.83978146    
291      NO_ID      0.6358585846   2.414924436e-09 1.403997072e-18 89550.98871    2.995528213e-10 9.154082788e-31 6.902109694e-08 3.070205832e-07 79946.67256    79914.60088    
292      NO_ID      0.7187367937   2.222358167e-09 3.109136458e-18 24035.23757    1.146596762e-09 2.186945725e-31 1.982518847e-07 2.242956389e-07 112.189129     80.11744891    
293      NO_ID      0.5731447962   2.74086729e-09 1.013462718e-17 35560.31964    3.484266393e-10 2.675781983e-31 1.09013263e-07 1.667371756e-06 129.4538693    97.38218921    
294      NO_ID      0.7509240632   3.036530722e-09 1.318500974e-18 50316.18467    7.126926426e-10 5.613423479e-31 2.780121029e-07 5.996921707e-07 111.2179885    79.1463084     
295      NO_ID      0.6942758051   2.749798184e-09 4.181940535e-18 60048.16665    3.846349373e-09 1.00476824e-30 5.720938133e-07 1.071403546e-07 112.2407631    80.16908299    
296      NO_ID      0.7323926925   3.892488382e-09 8.671192233e-19 6963.342721    8.767359473e-10 9.949156356e-31 6.294277779e-07 4.61450482e-07 111.8560435    79.78436339    
297      NO_ID      0.6726727917   3.41785388e-09 4.151128212e-18 21250.57448    4.050641467e-10 5.405686811e-31 1.352610665e-07 8.471835284e-07 117.7548906    85.68321044    
298      NO_ID      0.801321159    2.37960971e-09 8.783086276e-19 45528.2396     9.776428236e-10 5.77415877e-31 1.122762086e-07 1.276581134e-06 307.8519396    275.7802595    
299      NO_ID      0.7148831884   2.964464455e-09 1.605391545e-18 22543.47103    6.181634075e-10 1.190752108e-30 1.805274458e-07 2.679273609e-06 116.3799325    84.30825237    
300      NO_ID      0.6777969084   3.459733319e-09 1.053179136e-17 25959.2223     2.004329729e-09 9.846690062e-31 1.360587738e-07 6.334350321e-07 115.4739647    83.40228455    
301      NO_ID      0.6741372239   2.865674936e-09 8.426184799e-18 25494.91356    5.71025429e-10 2.143306209e-31 3.351398217e-07 1.372835153e-07 117.1810159    85.10933573    
302      NO_ID      0.6910802852   2.609144594e-09 2.962108827e-19 47097.3827     5.858353517e-11 1.662346077e-31 8.894158891e-08 3.05046791e-07 732.5620484    700.4903682    
303      NO_ID      0.775523338    3.858969668e-09 1.106559044e-18 30744.87201    4.332945094e-10 2.728870235e-31 3.38991636e-07 3.858946441e-07 107.5658717    75.4941916     
304      NO_ID      0.7308819047   2.641681197e-09 1.121134843e-18 34924.62418    1.278498437e-09 1.857526446e-31 2.155435003e-07 2.566954072e-07 112.5932384    80.52155822    
305      NO_ID      0.719191999    3.126959976e-09 6.982686684e-18 83837.08655    7.09723326e-10 1.583792394e-30 1.745418238e-07 4.196304978e-07 112.5787244    80.50704425    
306      NO_ID      0.6776208983   2.777061677e-09 1.433534064e-18 21038.25889    6.054971804e-10 1.119894728e-30 5.843449475e-07 1.219338106e-06 119.693874     87.62219388    
307      NO_ID      0.725647006    3.514886947e-09 1.84164789e-18 28554.14165    7.840321372e-10 1.834007266e-30 5.411626159e-07 3.402951918e-07 112.5085325    80.4368524     
308      NO_ID      0.703482543    2.521185841e-09 7.320424641e-19 42646.29313    3.508775376e-10 5.117543709e-31 2.402725354e-06 2.165790364e-07 118.2860366    86.2143565     
309      NO_ID      0.6263381093   4.506140255e-09 5.44966351e-18 27324.90456    3.533096113e-10 3.477793524e-31 6.305626311e-08 1.79264065e-07 123.1741169    91.10243676    
310      NO_ID      0.6702758777   3.312728137e-09 5.030751844e-18 2264.543933    1.290775265e-10 7.588347277e-31 1.865004639e-07 2.353051978e-07 118.1759447    86.10426457    
311      NO_ID      0.6820635597   3.124290418e-09 5.099414243e-19 27958.85182    1.226151403e-09 3.818438928e-31 3.446988319e-07 1.379031631e-06 129.511557     97.43987682    
312      NO_ID      0.6644244219   3.171460248e-09 3.807542698e-18 13215.01171    9.673706307e-11 6.249318338e-31 1.264159012e-07 3.0293936e-07  118.1080401    86.03635994    
313      NO_ID      0.6615068981   3.178768359e-09 6.756753276e-19 12955.37281    1.119517327e-09 2.11776593e-30 2.609759724e-07 6.109734216e-07 1370.301096    1338.229416    
