%eval_id interface FaceCovMax     rResolBulk     vResol         DatomFissGBx   fNucleate      aAtomDifFiss   StickProb      rResolGBB      fuel_swelling  fuel_gas_swelling 
314      NO_ID      0.8132354104   3.619214181e-09 3.301953783e-18 8710.964403    1.406320813e-09 5.855156151e-31 2.010789693e-07 4.060619401e-07 103.0242815    70.95260137    
315      NO_ID      0.6930757753   2.364941416e-09 4.366777813e-18 15698.23383    4.11186175e-10 2.906111351e-30 1.567640503e-07 5.029787399e-07 384570.0088    384537.9371    
316      NO_ID      0.6354518593   2.574501298e-09 1.724135884e-18 37357.64607    1.332117622e-09 9.363434941e-31 5.148153274e-07 1.018065798e-07 120.1628313    88.09115112    
317      NO_ID      0.7546415338   2.870395673e-09 2.146651466e-18 60708.99606    3.361240222e-10 1.391418273e-30 5.920619162e-08 5.289024435e-07 954.3789784    922.3072982    
318      NO_ID      0.6873896878   2.855864447e-09 5.366922112e-18 18656.8957     6.557045379e-10 8.070904502e-31 1.891726072e-07 4.213146765e-07 115.6611769    83.58949682    
319      NO_ID      0.634500548    2.671125943e-09 1.459321046e-18 24605.8872     1.043851722e-09 4.413462224e-31 2.855664274e-07 3.726905136e-07 123.216132     91.14445183    
320      NO_ID      0.6983803154   3.398284864e-09 2.095267962e-18 50005.49441    1.308083726e-09 1.216575408e-30 2.253640846e-07 1.316420672e-06 115.021166     82.9494859     
321      NO_ID      0.6736966326   2.878142045e-09 5.833797632e-19 16888.72752    9.149940697e-10 5.996519682e-31 3.805305454e-07 6.662324197e-07 352.7650958    320.6934156    
322      NO_ID      0.6829319097   3.026127034e-09 1.250148867e-18 8901.501512    1.09013271e-09 5.469643345e-31 6.24256474e-07 1.49102498e-07 116.4323934    84.36071329    
323      NO_ID      0.7002530078   2.780552237e-09 6.408698504e-18 36225.49008    1.880946806e-10 2.577976612e-31 4.558015872e-08 8.436096554e-07 115.4966047    83.42492456    
324      NO_ID      0.7470912155   2.597627817e-09 1.948127982e-18 41614.96205    5.973519504e-10 3.05684154e-30 1.749208768e-07 3.956011353e-07 1326.636763    1294.565082    
325      NO_ID      0.6915977932   2.39040158e-09 1.376340954e-17 19484.24535    8.848191733e-10 6.668310119e-31 7.550861471e-08 1.352003021e-07 114.9217338    82.85005368    
326      NO_ID      0.7353834177   3.060816241e-09 3.309355337e-19 38216.08775    1.293481782e-09 3.3747266e-31  1.85184328e-07 6.228851565e-07 295.4111438    263.3394637    
327      NO_ID      0.704599694    2.754480869e-09 6.550314629e-19 36910.15101    4.085229389e-10 3.196050092e-31 2.303580613e-07 7.249584386e-07 262.5979341    230.526254     
328      NO_ID      0.6394342291   4.175845355e-09 5.449983649e-19 27106.64705    3.017676021e-10 3.512729665e-31 1.686697166e-07 9.790218714e-07 323.3560192    291.2843391    
329      NO_ID      0.6844124896   2.475251097e-09 9.929540133e-19 40906.41478    4.032852746e-10 2.896389358e-31 1.454270005e-07 3.263712863e-07 230.6679102    198.5962301    
330      NO_ID      0.6628531251   3.245649296e-09 2.016664638e-18 27406.43473    5.94625245e-10 8.318640586e-31 1.53525392e-07 3.882140586e-07 118.7244722    86.65279209    
331      NO_ID      0.7463125549   2.946864658e-09 2.510046514e-18 43632.95472    6.232495109e-10 2.046651924e-31 2.983826785e-07 7.039355357e-07 109.9761499    77.90446978    
332      NO_ID      0.6938182271   3.167575012e-09 1.226314752e-18 37150.31349    4.499111221e-10 1.092011979e-30 3.503161923e-08 7.980974336e-07 1665.485023    1633.413343    
333      NO_ID      0.7768054118   1.921017853e-09 5.983767108e-18 106068.7382    1.957055868e-09 2.398584854e-31 3.995342527e-07 3.894563914e-06 106.3135992    74.24191903    
334      NO_ID      0.6652781071   3.447758594e-09 2.612630384e-18 9850.507358    3.254068866e-10 4.933646831e-31 1.581814992e-07 4.314265959e-07 118.4623949    86.39071479    
335      NO_ID      0.686991329    3.852354883e-09 4.021458488e-18 15370.78873    1.024895389e-09 6.104772146e-31 2.741969642e-07 6.877404488e-07 115.1182541    83.04657401    
336      NO_ID      0.718178735    2.732810849e-09 1.516881455e-18 67919.23089    2.344128519e-09 1.620190889e-31 1.555703604e-07 1.455289611e-07 112.9509278    80.87924763    
337      NO_ID      0.6992930388   3.187848607e-09 4.559769469e-18 38174.27511    2.438162955e-09 1.393592831e-31 1.541122949e-07 3.239737257e-07 113.3006501    81.22897001    
338      NO_ID      0.8005728144   2.715492977e-09 3.98644823e-18 40350.63742    4.872109343e-10 2.70123265e-31 1.479421829e-06 6.983868856e-07 104.7895021    72.71782197    
339      NO_ID      0.5633047789   1.33242993e-09 2.456939123e-18 49449.94321    6.877293232e-10 4.357208202e-32 2.642276836e-07 2.250739523e-07 130.1722969    98.10061673    
340      NO_ID      0.7660616972   3.151182924e-09 3.146547257e-18 71894.98541    8.981489638e-10 2.261252896e-31 1.207216885e-07 7.640400276e-07 107.7700878    75.6984077     
341      NO_ID      0.7330013249   2.981533434e-09 4.076453615e-18 69876.91712    4.528891642e-10 5.760314583e-31 4.200788857e-07 8.615261489e-07 111.5936404    79.52196027    
342      NO_ID      0.5561569713   4.115485867e-09 4.427990682e-18 4928.707362    5.269053946e-10 8.253546092e-31 1.271648332e-07 3.918608735e-07 130.1549989    98.08331881    
343      NO_ID      0.6800654495   2.933475797e-09 2.744300175e-18 9281.70018     4.976922092e-10 8.88073314e-31 1.187458533e-07 4.239885938e-07 116.1576973    84.08601717    
344      NO_ID      0.5839611613   3.287980342e-09 1.023794806e-18 32323.32119    1.016864754e-09 1.702819811e-30 9.733265495e-08 1.026174831e-06 200614723.5    200614691.4    
345      NO_ID      0.6712471549   3.775802446e-09 3.084939689e-18 18081.66316    1.626834684e-10 4.668589134e-31 3.199371864e-07 1.240158221e-07 118.5573991    86.48571899    
346      NO_ID      0.7059751874   1.386026885e-09 7.179004402e-18 10712.4907     4.519099358e-10 8.386560944e-32 1.100759122e-07 5.937986246e-07 113.9491542    81.87747411    
347      NO_ID      0.745565369    2.858793877e-09 8.587701128e-19 16686.28297    2.221740393e-09 9.712566297e-31 1.144553668e-07 3.25877689e-07 384.931821     352.8601409    
348      NO_ID      0.7616876385   2.808108045e-09 4.967904884e-18 10392.74797    3.301522527e-10 3.967716595e-31 8.771097679e-08 4.987436971e-07 108.5448469    76.47316675    
349      NO_ID      0.6178885709   2.761265744e-09 3.842733251e-19 19976.41675    1.772097624e-09 4.222980876e-31 1.366912189e-07 2.22810601e-06 712.2409571    680.169277     
350      NO_ID      0.741307191    3.359843499e-09 4.043808737e-18 14980.99076    1.215194874e-09 1.225597695e-30 4.282174402e-07 1.551060997e-07 109.7721366    77.70045651    
351      NO_ID      0.7449840286   2.811098254e-09 8.396458057e-19 28099.09982    6.522485624e-10 6.610052628e-31 2.584645078e-07 2.224934055e-07 228.178246     196.1065659    
352      NO_ID      0.6590862872   3.190947449e-09 4.190624262e-18 31524.31331    2.176009814e-10 2.743600728e-31 2.091313151e-07 4.15392296e-07 119.9997181    87.92803793    
353      NO_ID      0.6512384631   2.823634347e-09 5.317545299e-18 44005.61923    4.370933712e-10 6.82569194e-31 5.696926662e-07 3.463421616e-07 120.2116945    88.14001436    
354      NO_ID      0.6657374275   3.302861457e-09 2.01407744e-18 63182.48388    9.033574101e-10 3.887563001e-31 1.246184218e-07 4.506313221e-07 118.4542422    86.38256211    
355      NO_ID      0.7751285722   3.470264818e-09 5.257537171e-18 49161.41465    3.63227533e-10 7.484660487e-31 2.561708795e-07 3.654868746e-07 107.34369      75.27200984    
356      NO_ID      0.8954461919   2.591812472e-09 1.308243077e-18 122984.4954    6.863491871e-10 3.676246729e-31 2.753720822e-07 7.114558576e-08 95.64516189    63.57348176    
357      NO_ID      0.600737723    2.363261953e-09 8.262313258e-19 11489.72031    9.630438362e-10 1.868174999e-31 1.41041551e-07 3.429775328e-07 185.5194137    153.4477336    
358      NO_ID      0.6607795873   2.040873879e-09 2.844434202e-18 15526.25259    6.504995934e-10 3.400447416e-31 5.482721948e-07 7.451103914e-07 118.7102323    86.63855219    
359      NO_ID      0.7581407715   3.594164088e-09 4.545531111e-19 14898.90338    1.318362375e-09 1.203988176e-30 5.713613562e-08 3.31263219e-07 671.1701509    639.0984708    
360      NO_ID      0.7244371902   2.990532003e-09 4.711217325e-18 115810.8668    1.836691131e-10 1.837965081e-31 3.019132631e-07 2.840518428e-07 112.988043     80.91636282    
361      NO_ID      0.6370397861   2.35423737e-09 1.198740578e-18 12063.18856    7.04777148e-10 2.026069429e-31 2.965961027e-08 1.423985617e-06 213.0584865    180.9868064    
362      NO_ID      0.6850385835   2.626984887e-09 7.527052769e-19 20430.78609    1.197752998e-09 8.621872273e-31 2.372720989e-07 3.587591511e-07 588.6422482    556.5705681    
363      NO_ID      0.7139840893   3.947094987e-09 6.567852786e-18 52859.51831    6.154205615e-10 6.539674325e-31 1.210950577e-07 2.914415927e-07 113.0927907    81.02111055    
364      NO_ID      0.7394851967   2.13356149e-09 6.899269713e-19 16231.16558    5.472606006e-10 3.054337197e-31 3.061427071e-07 2.457710158e-07 244.8516258    212.7799457    
365      NO_ID      0.7349475383   2.761489546e-09 9.015874185e-19 42126.65016    3.465634395e-09 1.08600212e-30 1.041545796e-07 2.599551264e-07 420.2856422    388.213962     
366      NO_ID      0.7473235741   3.26918404e-09 6.438250533e-19 17227.77147    1.391681701e-10 9.082144718e-31 1.020852198e-07 2.447898819e-07 1159.340753    1127.269073    
367      NO_ID      0.6747532195   3.297703929e-09 1.619104304e-18 61858.27906    6.912003858e-10 1.090017378e-31 2.294294019e-07 1.074692683e-06 117.4621191    85.390439      
368      NO_ID      0.6753549307   3.052430906e-09 1.237484406e-18 47682.92661    9.969696184e-10 3.584572645e-30 2.340570252e-07 1.260796483e-06 2128.407088    2096.335408    
369      NO_ID      0.768985861    3.118516737e-09 1.609766299e-17 12398.00417    1.030957172e-09 1.034562496e-30 3.002613919e-07 1.176747593e-06 107.3013089    75.22962874    
370      NO_ID      0.7828723396   2.668996983e-09 5.589527149e-18 173180.0925    3.108534759e-10 4.330732979e-31 2.083533947e-07 5.900920773e-07 106.8537717    74.78209161    
371      NO_ID      0.7855841708   3.712864377e-09 4.269608549e-18 48975.41231    3.138248948e-10 4.47477331e-31 3.116412297e-07 9.199935949e-07 106.3915372    74.31985705    
372      NO_ID      0.6934084447   3.208128539e-09 8.118349799e-19 23651.84997    6.586406153e-10 1.475968809e-31 3.300207348e-07 3.200194067e-07 116.4654841    84.39380396    
373      NO_ID      0.60937644     2.925402137e-09 1.220121341e-18 32629.52141    9.315623322e-10 2.509259255e-30 3.143907183e-07 1.305224274e-07 125.5393644    93.46768432    
374      NO_ID      0.7426722087   2.107695626e-09 2.478471441e-18 40641.59028    4.77080185e-10 8.384743284e-31 1.812128638e-07 6.169071288e-07 112.3163717    80.24469161    
375      NO_ID      0.6332077722   2.792496105e-09 2.594906347e-18 58032.60504    4.181382327e-09 1.706205753e-31 2.009759282e-07 4.257690831e-07 119.7984449    87.7267648     
376      NO_ID      0.5781581201   3.64805963e-09 1.154439368e-18 39352.55382    4.586387139e-10 4.759710547e-31 1.432398558e-07 1.988103805e-06 151.959068     119.8873879    
377      NO_ID      0.6119598074   2.002183549e-09 1.937135972e-18 59307.37222    1.95997165e-10 3.095891527e-31 1.71594612e-07 8.734475988e-07 325.9512737    293.8795935    
378      NO_ID      0.6193122977   3.475586476e-09 2.4481274e-18  112708.7102    7.59531271e-10 4.546872966e-31 8.508615025e-08 1.244609517e-06 123.7972575    91.72557741    
379      NO_ID      0.720166754    3.117324755e-09 2.038965794e-18 30594.53496    1.188237913e-09 3.329833681e-31 1.288809871e-07 1.46882675e-06 112.2513316    80.17965144    
380      NO_ID      0.7222980142   3.588604981e-09 1.285918753e-18 82737.68862    1.077180449e-09 2.549429787e-31 8.16536514e-08 1.801803309e-07 113.2676088    81.19592868    
381      NO_ID      0.670025114    2.456381806e-09 5.797246007e-18 55988.55132    6.357726536e-10 5.89514192e-31 1.238100088e-07 6.815577153e-07 117.7116161    85.639936      
382      NO_ID      0.8512826631   2.408938707e-09 1.160903669e-18 20356.131      2.150920159e-09 2.902803915e-31 4.343290446e-07 2.318054338e-07 101.2135121    69.14183196    
383      NO_ID      0.6688749746   4.338588208e-09 8.953603293e-18 28264.0353     2.899632001e-10 9.25924516e-31 1.951221244e-07 9.68473347e-07 118.7257261    86.65404594    
384      NO_ID      0.7638141098   3.463662518e-09 3.190400284e-18 52366.29654    1.057755317e-09 2.097065732e-31 1.628276008e-07 2.205778932e-07 107.7154781    75.64379794    
385      NO_ID      0.6832478228   2.98362182e-09 6.187507319e-19 36371.1429     5.338253314e-10 9.437921578e-31 3.533376341e-07 4.583521366e-07 697.3681981    665.296518     
386      NO_ID      0.6244285641   3.1997515e-09  3.768630878e-18 12641.78759    2.326034481e-10 4.146666481e-31 3.232363593e-07 1.634470752e-07 123.7638619    91.69218173    
387      NO_ID      0.7766358351   2.340487712e-09 2.68328724e-18 5591.136277    5.539547896e-10 2.000921631e-31 1.959341175e-07 1.791246779e-06 106.7877712    74.71609105    
388      NO_ID      0.6813596804   3.727256078e-09 4.24931002e-19 17365.88169    6.309516398e-10 5.019168695e-31 3.951884609e-07 1.516755882e-07 117.6627912    85.59111106    
389      NO_ID      0.7319434497   3.11312876e-09 1.186474972e-18 53115.96594    3.33993942e-10 1.256859796e-30 4.011680777e-07 2.020313939e-07 185.0909518    153.0192717    
390      NO_ID      0.805296338    2.102184744e-09 2.537491777e-18 44791.66635    7.284855323e-10 1.075795207e-30 9.403923294e-07 4.362139777e-07 105.0082508    72.93657065    
391      NO_ID      0.7134737071   2.578954579e-09 3.64154178e-18 21591.99029    1.012535069e-09 1.345047744e-30 2.16816134e-07 2.098693163e-06 112.8589909    80.78731079    
392      NO_ID      0.7646324622   2.558002438e-09 1.349131417e-18 4273.639687    1.258036205e-09 2.874737061e-31 1.19716051e-07 6.933029723e-07 107.6602133    75.58853319    
393      NO_ID      0.7214643096   2.307040758e-09 6.83782689e-19 35893.30804    3.017401084e-09 6.707492955e-31 1.616014724e-07 2.806056888e-07 413.4155479    381.3438678    
394      NO_ID      0.7721426734   2.390136511e-09 8.927263867e-19 126058.9087    8.278385613e-10 3.993346411e-31 1.792608379e-07 3.329909081e-07 148.8295666    116.7578865    
395      NO_ID      0.6620000017   3.351414345e-09 7.784369467e-19 29771.79396    8.707108985e-10 3.772895855e-31 1.97403805e-07 2.815382147e-07 123.1271717    91.05549159    
396      NO_ID      0.72290027     2.798555351e-09 2.656560947e-18 19130.35946    1.053442233e-09 1.89525801e-31 1.830481362e-07 6.75746101e-07 111.7210559    79.64937576    
397      NO_ID      0.5188788736   3.031244579e-09 3.034035981e-18 26596.85031    4.910994318e-10 1.916529451e-31 2.122171068e-07 1.330475546e-06 135.3564568    103.2847766    
398      NO_ID      0.6202478714   3.066549727e-09 6.118671395e-18 35262.84321    1.24344373e-10 6.898974084e-31 2.140947585e-07 4.455297223e-07 124.7031004    92.63142024    
399      NO_ID      0.7826611298   4.830637462e-09 2.774392561e-18 91077.42793    4.798498346e-10 4.163918599e-31 3.265315631e-07 1.590227741e-06 106.5231356    74.45145547    
400      NO_ID      0.7840887468   2.022092575e-09 1.111417239e-18 42962.44972    1.874861859e-10 1.263942551e-30 1.853239744e-08 2.511503406e-07 30533.50544    30501.43376    
