dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,Fuel_Swelling,Porosity,Bubble_Size
6.34E-05,0.697628701,0.018420888,2.16E-09,18263.39461,1.49E-07,1.16E-09,3.78E-18,5.36E-07,62.10906366,24.62093864,0.495174958
5.03E-05,0.805855824,0.050600103,2.92E-09,6748.65339,1.19E-07,5.38E-10,1.09E-18,8.69E-07,43.13362635,14.75942583,0.279771788
8.23E-05,0.595773861,0.03507205,3.54E-09,40294.15106,2.80E-08,3.07E-10,3.60E-18,9.38E-07,71.63945805,28.4934226,0.648644794
5.62E-05,0.746169913,0.03334981,1.27E-09,25455.27244,4.93E-08,1.60E-09,3.98E-18,6.85E-07,54.10566389,20.63542857,0.62624282
6.45E-05,0.676066594,0.060194764,2.87E-09,19404.37327,3.68E-08,6.24E-10,2.70E-18,3.19E-07,50.46224882,18.90398198,0.396131785
1.24E-05,0.892042942,0.010130228,3.05E-09,28421.78432,3.05E-07,1.95E-09,2.50E-18,8.05E-07,22.05768138,0.124838603,0.071158879
9.31E-05,0.623950776,0.013944098,3.26E-09,24569.37102,2.18E-07,1.35E-09,3.58E-18,9.22E-07,84.00521656,32.90699624,0.79427638
5.05E-05,0.724325494,0.010717326,2.37E-09,47054.23072,1.59E-07,9.54E-10,1.80E-18,6.70E-07,55.96451768,21.63206282,0.43063185
2.90E-05,0.727542813,0.075433202,2.02E-09,22302.69034,1.22E-07,1.47E-09,1.42E-18,6.97E-07,30.61684179,6.180808396,0.130642643
8.53E-05,0.863751025,0.077516699,3.76E-09,15570.30188,2.60E-07,2.66E-09,2.90E-18,3.45E-07,41.22777979,13.93977793,0.454341318
5.51E-05,0.587345527,0.016437422,1.55E-09,41638.52194,1.97E-07,2.99E-09,3.67E-18,7.22E-07,63.47181502,25.11709046,0.488119818
6.08E-05,0.786422266,0.06969412,2.98E-09,23758.7326,3.61E-07,1.46E-09,2.08E-18,5.57E-07,40.63907247,13.50053844,0.319964577
2.78E-05,0.768628336,0.015513241,2.92E-09,32797.91899,2.57E-08,1.71E-09,2.10E-18,5.75E-07,29.73405151,5.729698708,0.179631793
1.52E-05,0.698784143,0.057773426,1.88E-09,47286.19189,3.86E-07,4.81E-10,2.59E-18,2.73E-07,25.12570852,1.55091401,0.015787378
6.81E-05,0.669650279,0.027502216,1.20E-09,35737.49449,2.63E-07,4.38E-10,3.62E-18,2.72E-07,69.42410564,27.41346423,0.877231866
7.44E-05,0.684802744,0.076906609,3.01E-09,24869.51902,3.86E-07,1.58E-09,1.98E-18,7.55E-07,44.73708479,15.82043145,0.415759972
8.85E-05,0.552050833,0.034011797,4.25E-09,12905.8991,2.03E-07,2.13E-09,2.72E-18,6.68E-07,69.35113408,27.65846249,0.665396524
6.11E-05,0.902606606,0.052684105,4.42E-09,7724.890846,3.36E-07,1.34E-09,3.82E-18,5.12E-07,41.71113775,14.25184174,0.334845458
8.54E-05,0.721681105,0.064003205,1.96E-09,14572.60077,9.14E-08,2.95E-09,1.48E-18,7.90E-07,58.72307807,22.37358522,0.613105473
8.57E-05,0.608257273,0.019394034,1.77E-09,43633.80215,1.95E-07,2.83E-09,2.68E-18,6.56E-07,81.18576075,31.67577501,0.820350597
2.95E-05,0.812218938,0.04813332,3.99E-09,20631.24471,2.36E-07,2.39E-09,2.42E-18,4.67E-07,25.64768187,3.404716799,0.097689062
1.83E-05,0.71662618,0.058722292,2.15E-09,33096.22132,7.36E-08,1.33E-09,2.74E-18,4.37E-07,24.12832585,0.929104125,0.020329798
2.12E-05,0.559210021,0.034913544,1.31E-09,39458.85892,2.55E-07,1.92E-09,2.84E-18,8.90E-07,34.59211398,8.926280645,0.634445492
6.80E-05,0.70739786,0.029573795,4.45E-09,35156.26165,3.49E-08,1.07E-09,2.65E-18,5.99E-07,59.92208294,23.62981503,0.496850235
5.09E-05,0.770373279,0.053320842,1.58E-09,33545.68904,2.38E-07,7.02E-10,1.97E-18,4.11E-07,46.35546819,16.3972733,0.341688476
7.66E-05,0.780604633,0.069568499,1.05E-09,6189.711705,3.50E-07,8.88E-10,1.36E-18,6.66E-07,58.52434265,22.3150894,0.578218382
3.66E-05,0.895396636,0.059576577,2.40E-09,35303.8066,2.02E-07,4.27E-10,2.23E-18,6.68E-07,29.20357061,5.239524419,0.119444248
7.06E-05,0.664096718,0.021382364,4.02E-09,36759.02469,3.55E-08,1.04E-09,1.01E-18,7.29E-07,73.66783262,29.07167138,1.090574795
7.00E-05,0.885696041,0.034702438,3.61E-09,32212.71896,2.00E-07,8.41E-10,2.80E-18,9.27E-07,53.40684666,20.55729367,0.463625417
9.87E-05,0.594601066,0.041793354,1.46E-09,33964.65719,2.87E-07,1.05E-09,2.72E-18,5.32E-07,82.00266022,31.36002221,1.019864262
7.39E-05,0.741441162,0.044072449,4.45E-09,19459.76794,1.78E-07,1.45E-09,1.52E-18,3.91E-07,55.55815898,21.55065739,0.483962267
2.93E-05,0.838313605,0.054964541,2.63E-09,44661.77614,1.42E-07,7.83E-10,2.22E-18,6.12E-07,25.97168449,2.838484405,0.071867009
5.19E-05,0.702354094,0.074023039,2.24E-09,34817.71539,2.96E-07,1.68E-09,2.58E-18,8.76E-07,38.25989715,11.99566472,0.259347455
9.59E-05,0.569876002,0.064910273,1.60E-09,31031.40656,5.22E-08,1.55E-09,2.11E-18,9.60E-07,74.46806517,28.25432924,1.014039878
8.61E-05,0.759502198,0.028423057,3.04E-09,38612.56643,3.62E-07,2.02E-09,1.08E-18,8.14E-07,71.83733832,28.38136124,0.649180488
3.41E-05,0.764102989,0.01901802,1.66E-09,47091.4109,3.92E-07,2.03E-09,1.73E-18,5.59E-07,37.88265308,11.36086752,0.238947016
1.33E-05,0.600244306,0.033123104,4.00E-09,28647.34196,5.72E-09,1.36E-09,3.36E-18,5.80E-07,21.71361153,0.117774269,0.067368771
8.85E-05,0.836018319,0.013205736,2.50E-09,33485.62783,4.43E-09,6.93E-10,2.20E-18,7.52E-07,83.96258613,32.82339917,1.615363184
6.55E-05,0.622409438,0.055633573,9.78E-10,25934.79356,2.79E-07,2.70E-09,2.79E-18,5.82E-07,59.20571602,22.72326136,0.693132493
2.28E-05,0.738618809,0.037471175,2.47E-09,44266.63797,1.29E-07,1.08E-09,2.17E-18,7.78E-07,25.04124351,1.963861977,0.074869767
9.86E-05,0.631333217,0.07322402,1.18E-09,47890.71214,2.48E-07,3.68E-10,1.01E-18,3.08E-07,97.60977716,35.26106662,1.063416201
1.26E-05,0.895276906,0.024352437,2.33E-09,42740.13947,2.68E-07,1.42E-09,1.90E-18,5.19E-07,24.30948969,1.139978427,0.049881919
1.18E-05,0.848760774,0.074419327,6.56E-10,39398.28586,3.61E-07,2.06E-09,1.62E-18,9.30E-07,32.55275577,7.044953923,0.158570276
1.61E-05,0.893378148,0.033848561,3.53E-09,17888.89622,3.13E-07,2.35E-09,3.19E-18,5.45E-07,21.39916998,0.026012558,0.026790259
4.35E-05,0.737612208,0.079407968,3.56E-09,30315.31609,1.26E-07,2.28E-09,3.52E-18,9.07E-07,30.76850493,7.147594769,0.17774119
7.99E-05,0.85889598,0.045355356,3.37E-09,11418.12493,2.49E-07,1.29E-09,3.27E-18,6.99E-07,53.51410697,20.64231897,0.509877049
7.49E-05,0.611579031,0.030119926,4.37E-09,12475.73932,6.87E-08,2.90E-09,3.12E-18,3.21E-07,64.43599474,25.67821967,0.554211052
1.86E-05,0.751604698,0.067885358,1.80E-09,22342.35415,1.90E-07,1.66E-09,2.05E-18,6.51E-07,24.98989975,1.46840991,0.012613142
8.80E-05,0.654157114,0.066344837,3.65E-09,47319.00486,3.77E-07,2.21E-09,2.78E-18,5.64E-07,50.60810299,19.07451849,0.535858441
2.03E-05,0.535616157,0.035354827,2.25E-09,47524.76316,2.49E-08,7.77E-10,2.88E-18,5.73E-07,33.64267883,8.127489191,0.823299556
9.97E-05,0.68014767,0.04320445,4.39E-09,14127.78103,3.80E-07,1.18E-09,1.92E-18,2.64E-07,68.48527863,27.24219423,0.714148752
9.16E-05,0.897037853,0.069433609,2.02E-09,8006.890764,1.62E-07,6.98E-10,2.04E-18,9.09E-07,53.35465209,20.19544577,0.559140262
8.16E-05,0.894337666,0.025450612,1.63E-09,17394.7191,9.10E-08,2.40E-09,1.10E-18,7.67E-07,73.68543383,28.94626986,1.107896495
2.82E-05,0.591265661,0.050513103,2.32E-09,38630.28124,2.30E-07,1.75E-09,2.25E-18,5.48E-07,31.11368147,7.161924424,0.134918218
4.83E-05,0.524756367,0.056110221,1.23E-09,9108.447175,2.26E-07,2.67E-09,2.33E-18,5.43E-07,52.88571677,20.11726797,0.575044043
5.18E-05,0.617233538,0.032001713,4.80E-09,10250.37405,1.74E-07,3.75E-10,3.32E-18,6.15E-07,52.41111808,20.09296466,0.365274207
6.04E-05,0.641278149,0.031177061,1.36E-09,33886.27192,3.23E-07,2.32E-09,1.64E-18,2.86E-07,65.74507971,25.78786464,0.986631023
6.86E-05,0.527577243,0.014049735,8.98E-10,9469.328567,1.06E-08,2.95E-09,1.58E-18,4.10E-07,133.4166473,45.54336952,2.404886969
4.50E-05,0.890598761,0.024723773,1.87E-09,6087.872956,1.90E-07,1.95E-09,3.04E-18,4.30E-07,39.39689083,12.81837609,0.261815016
7.32E-05,0.690852992,0.053035254,3.21E-09,36963.50789,3.18E-07,2.02E-09,2.07E-18,8.31E-07,52.83832103,20.16743172,0.462669262
5.17E-05,0.750118569,0.059776,3.90E-09,27396.81121,1.73E-08,1.90E-09,1.42E-18,4.74E-07,41.92367803,14.08626155,0.281019605
6.05E-05,0.588767186,0.038171692,4.41E-09,25752.27065,4.43E-08,1.96E-09,3.09E-18,4.55E-07,55.09164002,21.3867781,0.422039895
1.05E-05,0.550364873,0.023232019,2.10E-09,18929.00019,2.14E-07,8.95E-10,1.93E-18,7.07E-07,25.96087865,1.701479872,0.564072407
8.93E-05,0.624237546,0.014507509,3.15E-09,8803.482972,1.26E-07,4.55E-10,1.85E-18,5.83E-07,84.1494019,32.83515196,0.771731632
6.27E-05,0.869768734,0.066006027,2.76E-09,24600.25235,5.71E-08,8.23E-10,1.77E-18,5.89E-07,44.27188143,15.37292732,0.341473308
9.45E-05,0.525458456,0.071439433,4.73E-09,39253.15324,1.08E-09,2.87E-09,2.40E-18,9.74E-07,56.31720706,21.42428264,0.622808207
1.81E-05,0.61552066,0.05989582,6.28E-10,13354.03264,4.54E-08,2.33E-09,2.54E-18,9.67E-07,34.21688094,6.484388464,1.001180587
7.92E-05,0.563815454,0.060381842,4.51E-09,12959.9784,4.83E-09,9.24E-10,3.43E-18,4.02E-07,54.85750096,21.20023062,0.513599818
4.11E-05,0.865287785,0.046674547,3.79E-09,34305.09769,3.11E-07,1.09E-09,2.31E-18,6.82E-07,32.72816587,8.502881038,0.190540866
2.02E-05,0.533668498,0.045154622,2.90E-09,23878.28493,3.03E-07,2.31E-09,1.74E-18,3.06E-07,25.34865674,2.776905052,0.090701791
3.79E-05,0.644182737,0.079266471,1.10E-09,37412.22415,3.84E-07,1.52E-09,3.70E-18,2.98E-07,34.12187011,9.013472987,0.169837773
6.50E-05,0.705901746,0.05438413,2.52E-09,11278.42031,1.52E-07,8.87E-10,2.91E-18,7.54E-07,49.62501906,18.55488746,0.398718653
4.60E-05,0.648323023,0.022147076,4.25E-09,25605.08032,1.67E-07,2.04E-09,1.49E-18,3.01E-07,49.84925704,18.73120712,0.339806864
6.89E-05,0.876279155,0.07811428,2.35E-09,33213.70266,3.52E-07,1.26E-09,1.27E-18,4.32E-07,44.20657296,15.21073304,0.364683212
5.90E-05,0.511759256,0.035731483,3.90E-09,30886.91197,9.96E-08,6.42E-10,3.57E-18,2.60E-07,59.54542643,23.47851143,0.444547853
6.57E-05,0.606370215,0.071387967,1.60E-09,18323.48974,3.21E-07,1.84E-09,1.81E-18,7.51E-07,51.76976971,19.16408848,0.438048704
9.23E-05,0.769148039,0.038810645,7.96E-10,28902.25351,3.44E-09,2.82E-09,2.61E-18,4.44E-07,98.30939155,37.15514698,2.251803195
7.93E-05,0.901846602,0.020639375,4.02E-09,32611.23909,5.05E-08,1.15E-09,3.19E-18,8.64E-07,62.89330667,25.0028717,0.590331955
5.98E-05,0.797074598,0.078659842,3.16E-09,36594.86807,4.28E-08,2.94E-09,1.40E-18,7.49E-07,40.04935223,12.83427658,0.300006866
6.60E-05,0.520855023,0.05593289,2.71E-09,37681.68098,1.87E-07,1.25E-09,2.95E-18,5.23E-07,54.43838761,20.91462054,0.431448231
4.13E-05,0.567465822,0.073061071,6.89E-10,34892.29921,2.29E-07,4.24E-10,2.89E-18,7.82E-07,72.14937384,28.39219653,0.808608933
7.73E-05,0.829063387,0.044715161,3.97E-09,40575.24496,2.52E-07,2.56E-09,3.83E-18,6.73E-07,52.66144596,20.21912814,0.491750992
9.38E-05,0.602058993,0.048310783,1.79E-09,35529.36698,6.84E-08,1.14E-09,1.05E-18,4.64E-07,86.72378647,32.71714969,1.465431194
2.99E-05,0.624867555,0.011453445,3.06E-09,23170.61032,1.22E-07,2.11E-09,3.50E-18,9.75E-07,36.52936212,11.0462097,0.236633946
2.65E-05,0.710399274,0.064990054,1.12E-09,15292.58841,1.55E-07,2.76E-09,1.74E-18,6.93E-07,35.07848889,9.138747026,0.337746127
9.35E-05,0.834044651,0.018505204,2.30E-09,18656.82589,1.98E-07,2.00E-09,3.89E-18,6.42E-07,74.51101118,29.59864133,0.724909405
1.71E-05,0.69155343,0.057275043,4.19E-09,41779.34271,3.44E-07,2.82E-09,2.81E-18,4.03E-07,21.44553169,0.03576095,0.016136803
9.85E-05,0.830054145,0.029879552,4.42E-09,7404.499274,8.20E-08,2.18E-09,3.38E-18,9.25E-07,70.37775375,28.07496526,0.721671013
3.08E-05,0.812903223,0.02235179,3.16E-09,26535.98173,3.43E-07,1.23E-09,3.53E-18,5.19E-07,28.83445794,5.782524037,0.159842676
4.78E-05,0.86131259,0.071051411,3.34E-09,23940.14915,3.75E-07,2.74E-09,2.56E-18,8.66E-07,31.93407322,7.961648248,0.204304447
2.16E-05,0.513263998,0.020302455,3.02E-09,35111.85717,7.51E-08,2.46E-09,1.77E-18,4.02E-07,35.3916594,9.964848255,0.70031484
8.32E-05,0.704737589,0.070937406,3.62E-09,19209.59854,3.22E-07,2.98E-09,2.14E-18,7.37E-07,45.95988561,16.6146275,0.47674796
3.78E-05,0.575169436,0.044827249,4.00E-09,8517.367886,1.82E-08,2.52E-09,2.86E-18,8.53E-07,39.02708375,12.60875166,0.221640391
3.48E-05,0.582453879,0.034580909,2.68E-09,44935.86498,1.09E-07,2.85E-09,1.10E-18,4.97E-07,45.70910595,16.36005562,0.748363101
4.37E-05,0.5754143,0.060284973,4.72E-09,24718.48899,1.77E-07,9.22E-10,3.53E-18,2.70E-07,39.61386176,12.96197754,0.236743747
5.02E-05,0.62900183,0.022656833,1.78E-09,6495.366973,2.40E-08,7.44E-10,2.21E-18,6.47E-07,62.72496024,24.85256316,1.371365768
1.46E-05,0.632819721,0.076336687,4.10E-09,45307.9652,2.92E-07,1.32E-09,1.37E-18,2.52E-07,23.08004961,0.568351225,0.00450618
8.98E-05,0.557037819,0.074775211,1.78E-09,40535.68224,1.03E-07,2.69E-09,2.36E-18,8.63E-07,59.99109678,22.59129075,0.64030744
2.22E-05,0.674887395,0.018202943,2.53E-09,41807.68113,3.83E-07,2.99E-09,3.29E-18,7.36E-07,25.2577348,3.062589208,0.128873906
2.44E-05,0.856831543,0.05982187,1.45E-09,8246.041326,3.53E-07,1.77E-09,2.13E-18,9.63E-07,24.09206696,1.2609011,0.028971065
4.65E-05,0.882609286,0.0776352,1.48E-09,44474.66016,3.36E-07,5.96E-10,2.75E-18,6.52E-07,34.45977412,9.050798482,0.188840233
6.25E-05,0.531385661,0.063949702,8.92E-10,27578.82626,3.44E-07,8.44E-10,1.81E-18,6.58E-07,87.84255424,33.56961783,0.971791909
9.61E-05,0.610853089,0.07590025,3.72E-09,12370.25233,3.08E-07,6.12E-10,2.37E-18,6.28E-07,53.44064547,20.49102727,0.598221811
1.96E-05,0.656605411,0.05748251,7.51E-10,9779.615136,3.40E-07,1.06E-09,3.00E-18,9.03E-07,28.49587194,3.300682065,0.369874397
4.51E-05,0.527283172,0.039240972,3.78E-09,6977.189714,2.93E-07,8.07E-10,1.27E-18,4.35E-07,49.17441372,18.32647679,0.305057447
5.97E-05,0.729567953,0.023879937,2.17E-09,31649.58825,1.73E-07,2.58E-09,2.44E-18,9.41E-07,57.6935736,22.54866106,0.439089039
7.19E-05,0.809021606,0.062968047,3.58E-09,13071.25941,3.30E-07,1.15E-09,1.34E-18,3.05E-07,47.2668268,17.2476715,0.417980315
9.43E-05,0.69353652,0.012883629,1.25E-09,7154.037214,2.05E-07,2.73E-09,1.14E-18,4.99E-07,96.29781527,36.23684495,1.692158149
2.83E-05,0.78950211,0.079691409,4.92E-09,42263.46815,2.02E-08,2.56E-09,1.72E-18,3.99E-07,23.50743094,1.428316994,0.054434546
6.11E-05,0.688492322,0.024129563,4.09E-09,12749.581,1.36E-07,1.22E-09,3.03E-18,2.72E-07,57.90150587,22.76378093,0.441999864
8.43E-05,0.861913426,0.046939829,4.54E-09,36637.08208,2.64E-07,1.46E-09,3.39E-18,7.73E-07,54.09688895,20.93574549,0.541579745
9.05E-05,0.84411786,0.047945806,3.52E-09,20853.39963,7.08E-08,2.54E-09,2.24E-18,4.52E-07,57.33286258,22.35402619,0.592172316
1.23E-05,0.522715977,0.045570673,1.17E-09,20822.20494,1.88E-08,5.43E-10,1.15E-18,8.72E-07,39.57962221,8.88921756,1.396299571
7.15E-05,0.823756485,0.061603844,3.31E-09,37355.07105,2.09E-10,2.65E-09,1.80E-18,2.59E-07,94.5640191,37.57555406,0.462089041
8.56E-05,0.670073061,0.029951651,4.01E-09,12685.40586,1.06E-07,8.77E-10,1.67E-18,3.64E-07,70.00810314,27.80815381,0.65167
8.83E-05,0.650642402,0.039870798,1.51E-09,18531.46101,1.61E-07,2.50E-09,1.03E-18,3.54E-07,81.1523798,31.20740699,1.293961912
5.00E-05,0.840615354,0.015423384,1.09E-09,10038.08644,1.31E-07,2.96E-09,3.89E-18,8.06E-07,49.08990097,18.26252008,0.348433681
1.20E-05,0.839125459,0.032158912,2.54E-09,6000.17397,1.44E-07,2.72E-09,1.59E-18,4.12E-07,22.27089178,0.201957604,0.024401695
1.58E-05,0.805233933,0.027846391,4.96E-09,13720.48561,3.14E-07,3.89E-10,3.00E-18,7.06E-07,21.48381127,0.039028559,0.046455967
6.40E-05,0.605692572,0.049628073,4.32E-09,44425.81066,2.39E-07,9.02E-10,1.61E-18,8.79E-07,54.49456477,20.99045787,0.421458489
2.05E-05,0.821787587,0.062201231,3.48E-09,34470.4435,3.05E-07,3.80E-10,3.84E-18,4.15E-07,21.98847619,0.128334664,0.009555101
7.92E-05,0.723765908,0.034823558,2.23E-09,24260.62966,7.69E-08,2.61E-09,1.63E-18,6.34E-07,67.98939549,26.72790721,0.731235268
4.01E-05,0.542820469,0.016643283,3.36E-09,45977.83052,2.60E-07,2.68E-09,1.93E-18,7.64E-07,50.78998438,19.2327025,0.33659479
7.09E-05,0.674383372,0.03763688,4.92E-09,6493.475348,2.27E-07,1.87E-09,1.13E-18,3.87E-07,58.06504083,22.78753128,0.482712517
7.29E-05,0.523742108,0.039780017,3.36E-09,7439.801772,2.86E-07,4.30E-10,2.64E-18,5.27E-07,65.06219814,25.89500022,0.537221516
2.75E-05,0.528217441,0.068737886,4.55E-09,40130.39076,2.76E-07,6.78E-10,2.86E-18,3.93E-07,28.72292644,5.697442934,0.109316151
8.44E-05,0.899611286,0.0351356,2.78E-09,46782.79317,1.79E-07,2.08E-09,1.84E-18,6.94E-07,61.54787267,24.21601987,0.581922009
3.83E-05,0.675493594,0.075997423,8.72E-10,15755.14609,1.66E-07,1.83E-09,2.97E-18,5.58E-07,44.07719946,15.44593605,0.341513759
6.23E-05,0.852626438,0.025928728,2.44E-09,17941.88978,3.32E-07,2.62E-09,2.32E-18,9.41E-07,53.24379455,20.45672286,0.419090787
9.24E-05,0.548170357,0.023984112,2.62E-09,27143.07193,1.46E-07,2.69E-09,3.07E-18,9.83E-07,80.25045979,31.48086431,0.762672095
8.38E-05,0.74953928,0.03222979,7.08E-10,17308.6386,2.33E-07,4.11E-10,2.09E-18,2.74E-07,91.21664397,34.53319324,1.542639655
1.45E-05,0.883472416,0.064189984,2.88E-09,28182.68292,7.61E-08,3.93E-10,1.78E-18,8.54E-07,25.45903431,1.674741803,0.00698414
2.42E-05,0.592527265,0.0707516,9.54E-10,29950.56008,1.37E-07,2.26E-09,3.55E-18,8.96E-07,35.12162645,9.173399257,0.291680318
7.70E-05,0.662980118,0.06266845,1.90E-09,43244.19482,1.27E-07,1.22E-09,1.28E-18,8.81E-07,64.67777242,24.94724808,0.729786052
9.46E-05,0.644848771,0.041019552,4.63E-09,26600.3354,2.62E-08,2.13E-09,3.89E-18,4.59E-07,67.0035679,26.6850632,0.681751574
1.65E-05,0.752066237,0.047678007,4.51E-09,30585.46672,8.81E-08,1.16E-09,3.70E-18,3.88E-07,21.43704303,0.03853069,0.01715963
7.45E-05,0.89283446,0.017647928,4.96E-09,44009.75072,3.15E-08,2.96E-09,1.77E-18,6.54E-07,62.63283659,24.84786796,0.555914193
3.54E-05,0.746612672,0.055985818,2.21E-09,48032.62063,6.95E-08,1.42E-09,3.06E-18,6.81E-07,31.68191015,7.535354538,0.15339334
2.89E-05,0.791252694,0.025703603,1.29E-09,16564.34996,1.54E-07,1.88E-09,3.61E-18,7.24E-07,29.31187077,5.482748057,0.144992457
8.51E-05,0.642019617,0.03806459,2.51E-09,22144.02711,1.87E-07,1.30E-09,1.50E-18,7.20E-07,71.20573071,27.95226596,0.68679432
1.60E-05,0.581076532,0.048743061,1.84E-09,40655.20107,2.31E-09,9.77E-10,2.82E-18,2.84E-07,30.7485561,4.452302455,1.061931399
2.04E-05,0.50241227,0.042166112,2.77E-09,21120.59289,6.46E-08,1.38E-09,1.76E-18,8.16E-07,34.4515959,9.139009413,0.530112652
1.63E-05,0.832323213,0.023493261,3.72E-09,25842.80494,3.93E-07,2.89E-09,1.15E-18,5.05E-07,22.75790089,0.417818219,0.04161283
2.26E-05,0.670833253,0.012235151,1.67E-09,37656.87719,1.14E-08,1.77E-09,3.45E-18,3.16E-07,32.94156862,7.541184685,1.205683573
5.41E-05,0.508929423,0.056833367,1.70E-09,14876.29002,3.15E-07,1.19E-09,2.20E-18,8.75E-07,53.36035661,20.17884496,0.502625997
5.21E-05,0.727409381,0.07526494,4.34E-09,46449.98398,1.48E-08,2.68E-09,3.97E-18,7.71E-07,35.30102202,10.20220272,0.246041328
5.63E-05,0.600075683,0.037917262,4.53E-09,43442.44526,1.41E-07,1.42E-09,3.14E-18,6.36E-07,52.77961574,20.2528158,0.386768265
9.42E-05,0.522087276,0.051803967,1.15E-09,41529.26761,3.96E-07,1.54E-09,2.28E-18,7.98E-07,80.06574033,30.28036108,1.098310808
4.33E-05,0.728110587,0.040689667,4.07E-09,26386.15754,3.00E-07,2.43E-09,1.20E-18,7.87E-07,40.2448811,13.2983063,0.244154804
4.99E-05,0.847267124,0.063314781,4.68E-09,10485.19717,1.01E-07,1.22E-09,1.48E-18,6.40E-07,35.55314656,10.36622005,0.238688961
6.94E-05,0.661852641,0.039958183,3.14E-09,34849.22669,3.99E-07,2.77E-09,2.66E-18,9.36E-07,56.43207839,22.00815754,0.468751429
1.13E-05,0.850637468,0.028883839,1.57E-09,49324.41672,3.91E-07,9.47E-10,3.39E-18,3.59E-07,24.26602111,1.072360096,0.046923946
2.96E-05,0.856457182,0.058264319,1.86E-09,11605.27182,1.38E-07,8.63E-10,1.53E-18,6.76E-07,28.02043461,4.098589082,0.076854027
4.76E-05,0.830321479,0.064608992,1.23E-09,41644.09943,2.25E-07,2.69E-09,1.14E-18,2.58E-07,44.93187164,15.63217836,0.386969506
5.34E-05,0.794872308,0.075030796,2.43E-09,30828.76147,3.09E-07,2.86E-09,1.50E-18,3.89E-07,37.47643299,11.38249098,0.256258814
4.04E-05,0.79335732,0.035493069,9.19E-10,16797.62048,3.68E-07,2.55E-09,1.54E-18,4.74E-07,47.69555952,17.3134216,0.709295876
9.12E-05,0.509843688,0.070069591,1.94E-09,20422.2821,4.11E-08,5.78E-10,2.79E-18,7.01E-07,68.61308482,26.37574705,0.799985554
5.54E-05,0.889031374,0.064312712,4.72E-09,40057.11715,2.82E-07,2.07E-09,2.63E-18,3.97E-07,36.31907326,10.89146823,0.27066817
9.00E-05,0.684195273,0.068503155,4.20E-09,13635.60031,1.33E-07,1.76E-09,3.12E-18,2.62E-07,49.53853618,18.58799913,0.539972733
9.69E-05,0.621684546,0.071847023,2.48E-09,44545.05751,1.55E-08,6.47E-10,3.72E-18,2.66E-07,61.68117781,23.84329049,0.641540892
1.37E-05,0.861045543,0.062562124,2.93E-09,26461.48711,1.64E-07,2.30E-09,1.26E-18,5.02E-07,24.1737582,1.09928627,0.005875318
6.12E-05,0.634486918,0.042706499,3.39E-09,21987.11771,3.33E-07,2.01E-09,2.31E-18,5.21E-07,52.53888115,20.1021731,0.40166798
1.40E-05,0.622623948,0.067186101,3.03E-09,45186.368,1.87E-07,2.08E-09,1.96E-18,7.66E-07,23.08214827,0.522581002,0.009221433
5.50E-05,0.676781857,0.027147837,1.50E-09,36321.28051,3.04E-07,2.06E-09,1.33E-18,8.61E-07,62.10115967,24.27319835,0.956929723
5.43E-05,0.621479229,0.061150991,2.45E-09,48535.53665,2.34E-07,2.00E-09,2.04E-18,3.61E-07,45.96952993,16.41308888,0.315070879
1.63E-05,0.756272323,0.047411852,1.81E-09,22865.74669,2.53E-07,2.59E-09,2.01E-18,9.56E-07,24.26853075,1.097330089,0.021954736
4.59E-05,0.799126296,0.076699016,1.04E-09,23536.37153,2.36E-08,1.69E-09,2.06E-18,8.00E-07,50.55950206,18.81010865,0.725582014
6.09E-05,0.633587727,0.026969262,4.95E-09,24361.43604,3.98E-07,2.78E-09,2.99E-18,3.39E-07,58.11855257,22.87834265,0.437360472
8.07E-05,0.565667809,0.045463434,4.64E-09,11920.35571,1.21E-08,2.88E-09,3.00E-18,3.46E-07,59.7394608,23.55382801,0.559269953
3.41E-05,0.846110863,0.076073144,4.83E-09,37150.67664,2.48E-07,2.21E-09,3.93E-18,6.62E-07,24.78311989,2.737479343,0.092571464
4.97E-05,0.748660781,0.054216087,1.98E-09,35872.9705,2.28E-07,8.60E-10,2.05E-18,3.69E-07,43.72924028,15.06410907,0.27861674
4.66E-05,0.679399195,0.011830671,2.25E-09,49092.72616,2.95E-07,1.38E-09,3.74E-18,2.96E-07,51.93875027,19.82432829,0.378179212
3.18E-05,0.748025588,0.042439471,4.64E-09,21055.85513,2.73E-07,1.43E-09,3.81E-18,8.89E-07,29.28195788,6.109090637,0.136814099
9.80E-05,0.906802697,0.029463897,6.26E-10,30543.69678,3.25E-08,1.36E-09,1.58E-18,6.24E-07,108.3378424,39.45359418,2.100533801
1.99E-05,0.576713818,0.068962923,2.28E-09,48232.13436,1.80E-07,1.84E-09,3.46E-18,3.23E-07,22.73782583,0.667613128,0.041243227
7.53E-05,0.786939674,0.021252323,6.54E-10,43515.72748,3.40E-08,2.14E-09,2.78E-18,8.97E-07,92.20497503,35.44946188,2.02395496
4.06E-05,0.757044977,0.061278156,8.48E-10,47591.82089,3.28E-07,5.11E-10,1.55E-18,9.77E-07,56.84767518,21.72169944,0.571193388
4.39E-05,0.791678235,0.022447318,1.50E-09,17703.19176,1.83E-07,2.16E-09,1.62E-18,2.82E-07,46.88679609,16.81451119,0.616647531
