dGrainHBS,FaceCovMax,SwellLink,rResolBulk,DatomFissGBx,StickProb,fNucleate,vResol,rResolGBB,C1,C2,C3,C4,C5,C6,Porosity,Fuel_Swelling
1.61E-05,0.906057269,0.057523159,1.16E-09,12913.92878,2.76E-07,8.14E-10,2.92E-18,7.88E-07,0.751016449,1.837724642,5.106323329,10.40878914,2.878111307,0.004932,3.422318988,13.35497438
7.36E-05,0.587184432,0.058928612,2.97E-09,43825.69676,5.77E-08,2.90E-09,1.73E-18,8.20E-07,0.988399294,2.59147555,10.33930327,7.324150413,0.098363816,1.43E-08,2.506692828,12.16651218
2.42E-05,0.604735767,0.034460485,1.15E-09,14417.98164,1.16E-07,1.84E-09,3.76E-18,8.38E-07,1.54299581,3.713553891,11.33546101,7.165370243,0.216730848,2.28E-11,2.751316165,12.49475204
4.21E-05,0.558655032,0.036405603,1.47E-09,45077.64454,2.37E-07,1.19E-09,2.79E-18,4.40E-07,0.432051669,0.891363003,2.004992457,4.974427512,3.811047069,0.25437074,3.836122669,13.9136003
8.36E-05,0.540217674,0.078591833,1.04E-09,7849.971401,2.92E-07,1.65E-09,2.02E-18,3.54E-07,1.671509512,2.90601615,4.749552239,5.565593765,2.099000765,0.112111673,4.270849866,14.49471981
2.53E-05,0.572088623,0.059529078,1.75E-09,34380.06533,3.18E-08,6.77E-10,3.42E-18,7.97E-07,0.440854345,0.908174463,2.098251446,6.386800817,3.615357039,0.025002842,3.501067969,13.42617251
8.94E-05,0.706112128,0.052017665,1.34E-09,38722.97206,3.48E-07,7.05E-10,1.13E-18,8.34E-07,0.230916634,0.456778616,0.94586513,2.162924586,3.611467429,2.298702536,5.839708497,16.72076703
2.43E-05,0.553384581,0.024901181,2.10E-09,46436.35251,2.18E-07,5.53E-10,1.68E-18,8.98E-07,0.227532638,0.45277315,0.925853647,2.101594677,3.616646641,1.462000831,4.55045899,14.91358686
3.54E-05,0.803086753,0.073432423,8.55E-10,33549.15209,1.96E-07,2.16E-09,2.55E-18,4.94E-07,0.660709089,1.3704912,3.157168784,6.509346479,5.615756055,0.808507394,5.161758837,15.70949142
5.17E-05,0.716456681,0.049877109,3.52E-09,36513.84841,1.58E-08,7.76E-10,2.97E-18,2.74E-07,0.635952902,3.408484788,13.42724179,1.889922853,8.22E-07,3.35E-28,1.38411729,10.80208296
1.08E-05,0.674749976,0.043789641,4.40E-09,33719.30825,2.81E-07,9.80E-10,3.64E-18,6.44E-07,12.89739313,2.051844611,3.78E-05,2.72E-11,9.75E-34,0,0.000298483,9.282147901
5.93E-05,0.571285058,0.053563124,4.69E-09,20785.49433,2.63E-07,2.63E-09,3.58E-18,9.89E-07,0.000313652,2.16E-10,1.00E-17,1.32E-42,0,0,0.131607147,9.364542316
5.35E-05,0.686587548,0.064115257,2.07E-09,49987.08786,2.98E-07,3.29E-10,2.71E-18,7.22E-07,0.150651643,0.347733152,0.902410449,3.199179254,4.887349064,0.538366268,3.20873483,13.0805197
6.98E-05,0.720955237,0.027912699,3.15E-09,29349.42682,2.54E-07,2.07E-09,3.44E-18,6.17E-07,16.0061729,7.110108827,0.015011039,6.68E-08,8.16E-29,0,0.252374794,9.566623316
9.54E-05,0.841910445,0.075580436,2.99E-09,35350.24148,4.52E-08,1.79E-09,3.33E-18,9.47E-07,2.141803637,16.62518824,6.097873292,0.000311807,1.61E-14,0,0.544738678,9.902592293
6.41E-05,0.51560665,0.023523604,4.62E-09,35253.58313,5.07E-08,5.43E-10,3.56E-18,6.60E-07,3.585403917,12.01101618,1.657093384,9.81E-06,6.18E-07,2.12E-09,0.449268368,9.732365517
7.34E-05,0.773271975,0.018607987,1.29E-09,42971.55276,2.97E-07,2.91E-09,1.33E-18,5.75E-07,0.594074416,1.240256037,2.897264441,5.88193069,5.033960415,0.957234563,5.086968505,15.60173231
4.55E-05,0.667047488,0.055538425,1.52E-09,14622.37091,1.67E-07,2.95E-09,1.47E-18,4.35E-07,1.519240045,3.16859754,6.943592396,8.455302655,1.994167643,0.020354243,3.880871187,13.97798177
3.29E-05,0.687412644,0.079531969,3.37E-09,11923.62592,8.73E-08,2.37E-09,2.34E-18,6.56E-07,21.57651766,12.54570944,0.055209101,7.32E-08,2.81E-29,0,0.005068342,9.335827649
1.28E-05,0.767278883,0.06197784,2.35E-09,48217.85346,1.43E-07,2.00E-09,3.31E-18,6.83E-07,0.932989356,6.272781575,12.79839672,1.104237635,1.41E-05,6.33E-26,1.136764823,10.63968745
2.38E-05,0.541253253,0.046158806,7.00E-10,21664.06513,8.99E-08,9.76E-10,1.93E-18,7.19E-07,0.666449552,1.176527089,1.843555512,2.415848728,2.480001035,1.316467326,7.991767532,19.95094265
9.03E-05,0.531065604,0.010155684,1.59E-09,13181.12355,2.82E-07,4.54E-10,1.51E-18,9.32E-07,0.469506727,0.876523346,1.585446086,2.886658541,3.275104151,1.00975391,5.765900739,16.53600381
3.05E-05,0.638981689,0.060732757,4.42E-09,11491.78347,1.54E-07,1.78E-09,1.40E-18,7.06E-07,7.102186649,17.99841848,3.220834097,0.00508537,8.25E-10,6.80E-34,0.239759927,9.815366087
6.27E-05,0.83667522,0.070497136,4.36E-09,35679.24746,9.03E-08,1.71E-09,1.48E-18,8.65E-07,0.88976993,4.495235215,12.55546152,2.624875254,0.001104087,7.65E-13,1.424631244,10.90855079
6.07E-05,0.606320144,0.046886904,2.37E-09,18238.12789,5.61E-08,9.21E-10,3.15E-18,7.51E-07,1.080376734,5.710359607,15.14151101,1.86324024,6.57E-06,1.18E-26,1.611477682,11.07814273
4.43E-05,0.562029771,0.030032741,2.46E-09,32385.02196,2.09E-07,2.38E-09,1.95E-18,5.85E-07,1.00562524,3.145009358,11.17962038,5.431241618,0.029740105,1.93E-08,2.074071456,11.63899278
9.43E-05,0.859654405,0.044296172,3.34E-09,42747.24197,3.49E-07,1.58E-09,3.39E-18,2.50E-07,7.430744473,11.38962752,0.305510152,2.96E-05,1.00E-15,0,0.251739817,9.685625875
3.96E-05,0.64497232,0.073793438,3.39E-09,13730.28417,5.32E-08,1.25E-09,2.07E-18,3.72E-07,1.900664584,14.56258479,11.2572592,0.066102861,1.85E-08,2.20E-31,0.842024358,10.34694267
7.68E-05,0.612924413,0.067890201,8.69E-10,8088.557048,3.02E-07,1.54E-09,3.96E-18,3.18E-07,1.836242141,4.33670251,11.32016692,6.938905161,0.328425112,5.11E-09,2.913843701,12.68948351
3.66E-05,0.791325838,0.052338627,3.00E-09,44683.87203,2.02E-07,9.73E-10,1.03E-18,8.12E-07,0.296314372,0.675023872,1.703884886,4.436018293,5.24004322,0.742233064,3.778319494,13.84984276
5.71E-05,0.625227372,0.029665745,4.97E-09,22078.57192,1.81E-07,2.26E-09,1.08E-18,4.67E-07,1.621955542,10.49638063,10.73817792,0.464540407,9.39E-05,2.08E-24,1.080491794,10.4677211
6.91E-05,0.874261253,0.069184142,3.75E-09,7777.17582,2.53E-07,1.95E-09,2.42E-18,4.54E-07,13.99275891,0.09876015,1.20E-05,9.05E-17,0,0,0.04203804,9.266542052
1.18E-05,0.637056883,0.036273178,3.67E-09,13411.08742,4.58E-09,1.42E-09,3.28E-18,7.94E-07,21.98195187,12.2654587,1.49E-05,8.22E-18,0,0,0.001058573,9.228953876
3.68E-05,0.746860867,0.066443212,4.20E-09,34905.26996,1.61E-07,2.50E-09,2.14E-18,5.52E-07,7.971811693,14.98570094,0.839948537,0.000111564,7.49E-15,0,0.062927407,9.618027496
7.06E-05,0.847014331,0.064598217,4.53E-09,42818.65856,2.56E-07,1.24E-09,3.11E-18,5.96E-07,11.93925072,5.467568671,0.005555217,3.47E-08,6.54E-29,0,0.068985908,9.420403408
1.60E-05,0.768625901,0.045135513,6.11E-10,38579.59946,2.42E-07,1.67E-09,1.16E-18,3.28E-07,0.413065987,0.764438047,1.456221895,2.967091703,4.06730764,2.222518244,6.848016361,18.22132579
2.10E-05,0.880885937,0.019921812,2.86E-09,32818.75522,3.86E-07,2.41E-09,2.90E-18,2.54E-07,6.493463693,14.77115644,1.595898534,0.001092957,1.14E-10,3.95E-35,0.118632216,9.709670905
6.20E-05,0.521442246,0.077647583,2.00E-09,39232.87079,1.03E-07,8.74E-10,3.37E-18,5.17E-07,0.47122382,1.153695734,5.171008677,7.632065624,0.903710562,6.32E-07,2.451640431,12.10540907
8.10E-05,0.826075997,0.021420275,4.20E-09,9388.977362,3.32E-07,5.12E-10,2.32E-18,6.49E-07,9.381374299,10.83210507,0.24870132,7.76E-05,6.84E-15,0,0.307660504,9.738207343
9.21E-05,0.621344852,0.055332136,1.12E-09,30145.38147,3.37E-07,2.39E-09,2.44E-18,9.69E-07,0.822520955,1.68472558,3.787217414,6.859623737,3.240422405,0.139823163,4.191202175,14.37080675
4.25E-05,0.678251736,0.059132495,3.54E-09,24970.91172,1.75E-07,1.17E-09,2.72E-18,4.28E-07,4.224669871,14.21092246,2.907815221,0.001102457,9.99E-11,4.21E-35,0.227716994,9.776766768
4.81E-05,0.588656551,0.058136118,4.23E-09,44574.11268,1.84E-07,2.95E-09,3.86E-18,9.14E-07,6.704725827,0.000333447,1.47E-10,7.93E-32,0,0,0.062312529,9.288709949
4.42E-05,0.822756543,0.014419346,2.25E-09,41827.72687,2.86E-07,9.59E-10,2.42E-18,6.22E-07,0.399863082,1.035496788,4.208695949,8.259827331,1.266313788,0.00033949,2.33134387,11.96032293
7.53E-05,0.66581639,0.018542328,2.29E-09,10662.83499,1.45E-07,1.35E-09,3.19E-18,2.63E-07,6.669862358,19.66695672,3.751967665,0.000497532,5.99E-14,0,0.620193327,9.971267254
6.05E-05,0.607752601,0.037300486,4.16E-09,37680.21126,2.50E-07,7.28E-10,3.00E-18,8.88E-07,2.922786187,10.74549629,2.154128551,0.000769433,2.85E-10,1.03E-33,0.361911873,9.790288264
2.89E-05,0.831201983,0.049614383,3.67E-09,17875.88619,2.35E-07,4.14E-10,3.14E-18,7.77E-07,2.345755019,11.41886938,3.183430025,0.002607919,1.22E-09,9.01E-33,0.236168818,9.803407137
2.98E-05,0.690738199,0.016436632,2.68E-09,18337.43743,2.11E-07,5.16E-10,1.83E-18,9.92E-07,0.447929435,1.144705404,4.180170813,8.621964235,1.574063721,0.000825975,2.491971128,12.1664945
2.27E-05,0.823953843,0.013023877,2.01E-09,23248.54776,1.63E-07,2.32E-09,3.76E-18,7.46E-07,4.283714475,18.52700054,5.417122102,0.002030008,1.52E-12,1.57E-41,0.40007587,9.918866486
5.54E-05,0.697887717,0.078353756,3.59E-09,15184.4062,2.10E-07,1.88E-09,2.31E-18,7.34E-07,16.32752988,10.86485107,0.119431595,3.68E-06,5.35E-26,0,0.029323647,9.444479295
3.58E-05,0.585347394,0.023691632,4.52E-09,40067.29161,1.43E-08,2.92E-09,2.19E-18,4.44E-07,4.751356236,20.32350739,3.669042276,1.25E-05,1.30E-25,0,0.344990608,9.64620954
1.72E-05,0.665888473,0.021333656,3.87E-09,14005.97648,9.58E-08,2.11E-09,2.45E-18,2.69E-07,22.28797514,5.907112482,0.00167758,5.07E-10,7.17E-33,0,0.000655137,9.263812576
7.46E-05,0.830370965,0.012291373,3.15E-09,47275.30718,1.34E-07,2.35E-09,3.05E-18,9.86E-07,3.818513217,15.14673629,3.637346369,0.00079224,3.54E-11,5.08E-36,0.574655212,9.945053994
8.86E-05,0.527787103,0.054478119,4.92E-09,6496.045187,3.45E-07,1.63E-09,1.45E-18,5.73E-07,20.47883153,2.667128316,0.008837837,4.02E-07,3.09E-28,0,0.239648408,9.50874449
8.23E-05,0.748832438,0.078142238,3.26E-09,22009.0752,1.96E-07,7.61E-10,2.74E-18,5.07E-07,0.946643871,10.26395102,7.766014878,0.099606177,5.49E-07,2.66E-28,0.678768059,10.1509371
9.97E-05,0.836105562,0.061346523,1.08E-09,41107.43708,3.47E-07,2.89E-09,3.43E-18,5.59E-07,0.854092017,2.172012844,6.775266288,10.68944982,1.463267267,0.000206726,3.183629344,13.02504643
3.42E-05,0.869303517,0.042059378,1.90E-09,23319.54886,3.23E-07,8.54E-10,3.61E-18,7.04E-07,0.72481024,3.512553683,11.63820325,3.019508937,0.0024582,4.55E-12,1.393178895,10.89367764
5.82E-05,0.646180542,0.031217296,6.19E-10,10073.18391,3.81E-07,1.50E-09,1.85E-18,8.24E-07,1.10252369,1.920294754,3.293455962,5.010183613,3.622212938,0.798000593,6.111978545,17.09316462
4.95E-05,0.905914987,0.022980708,4.25E-09,43049.31937,3.33E-07,2.31E-09,2.85E-18,3.71E-07,14.72627208,3.375959327,0.001650922,1.03E-08,7.82E-30,0,0.057743302,9.371303142
5.11E-05,0.742208693,0.050783119,4.21E-09,17475.46286,2.11E-08,2.44E-09,3.16E-18,3.94E-07,22.46095199,0.070069007,7.21E-10,1.44E-31,0,0,0.054603485,9.280279421
4.11E-05,0.766047041,0.071831646,8.78E-10,21247.51249,2.33E-07,1.62E-09,1.38E-18,9.67E-07,0.640421556,1.22089805,2.500337859,4.894203678,4.785527028,1.457579207,5.872730295,16.76125109
6.07E-05,0.694279263,0.056250578,9.96E-10,39097.41292,3.63E-07,2.71E-09,3.47E-18,5.97E-07,0.797669478,1.883083889,5.34261787,9.668921154,2.190276473,0.001267264,3.431621805,13.36358891
1.92E-05,0.539153211,0.050552132,6.31E-10,19816.38168,1.23E-07,2.28E-09,3.62E-18,3.06E-07,1.365484278,2.332141998,3.427333007,4.126061492,2.804750927,0.514466792,5.822413888,16.64607364
7.44E-05,0.628723487,0.020995219,4.76E-09,49771.19671,3.28E-07,2.01E-09,3.86E-18,6.09E-07,4.739462028,8.34E-05,1.09E-10,1.11E-31,0,0,0.343122949,9.596665798
6.46E-05,0.67793236,0.016746708,2.59E-09,49324.65293,1.88E-07,4.00E-10,2.06E-18,4.27E-07,0.174913124,0.404635654,1.053464624,3.635623972,5.04891743,0.46318453,3.492281326,13.41963744
6.78E-05,0.538335663,0.044090164,2.14E-09,26097.45971,1.16E-08,1.49E-09,3.77E-18,7.39E-07,1.262009146,6.361798184,16.61415698,1.319212558,3.27E-06,4.32E-08,1.758854656,11.23649418
8.97E-05,0.688286586,0.047301388,4.11E-09,48170.49393,2.14E-07,6.09E-10,2.55E-18,7.20E-07,0.382741773,3.535675131,8.615673419,0.994697738,0.000181962,2.30E-14,1.070047952,10.43427107
3.17E-05,0.717131714,0.028443513,8.08E-10,6859.819357,2.09E-07,1.20E-09,1.47E-18,6.00E-07,1.195409595,2.145636591,4.027832697,6.222373722,4.027954184,0.718513362,5.844768787,16.71687855
2.11E-05,0.72293455,0.054290629,1.36E-09,27047.52848,3.49E-08,2.42E-09,1.15E-18,5.45E-07,0.929749765,1.653925532,2.818763566,4.740407068,4.439026269,1.25973976,6.594438411,17.70123612
3.55E-05,0.595704653,0.015351581,4.17E-09,46414.56584,7.70E-08,2.73E-09,1.54E-18,7.35E-07,1.084852255,5.974005086,13.49321048,1.879388101,0.000167289,1.85E-16,1.406319161,10.85514848
7.95E-05,0.658834056,0.069541154,3.63E-09,26615.67957,3.05E-07,1.86E-09,2.20E-18,7.62E-07,5.206946106,14.40116361,2.498789692,0.004018247,1.91E-09,7.47E-33,0.301436789,9.788736897
9.83E-05,0.86200613,0.041569561,4.56E-09,14869.0062,7.72E-09,1.56E-09,3.60E-18,8.57E-07,16.64069873,2.60E-06,1.18E-13,2.61E-37,0,0,0.252907306,9.497539698
6.65E-05,0.753214714,0.013949171,2.99E-09,21026.70697,5.45E-08,2.12E-09,2.62E-18,5.83E-07,3.984508945,19.80161964,5.852742959,0.000620033,8.15E-14,0,0.709215902,10.04188673
2.59E-05,0.793527144,0.034609607,3.55E-09,49917.00235,3.78E-07,1.99E-09,3.63E-18,4.36E-07,13.50518794,4.819919889,0.004131052,3.31E-08,5.59E-29,0,0.000688826,9.365790897
5.39E-05,0.739592377,0.05969639,3.47E-09,48681.20449,4.10E-08,2.69E-09,3.88E-18,9.17E-07,16.16647203,10.14967034,0.000580724,4.69E-11,2.46E-34,0,0.04673511,9.300518062
4.76E-05,0.892199413,0.024061683,8.00E-10,29087.3048,6.00E-08,7.56E-10,3.26E-18,3.56E-07,0.383368085,0.807114742,1.806274493,4.186585252,6.079145178,2.428810104,6.197007753,17.06141581
3.32E-05,0.603249707,0.03844119,2.67E-09,21783.75702,3.90E-07,2.68E-09,1.74E-18,8.05E-07,1.652212883,8.316780319,13.15984568,1.211412989,0.000828971,1.10E-12,1.18487983,10.68110921
3.34E-05,0.802203455,0.043388452,3.70E-09,34051.03268,3.25E-07,2.84E-09,2.51E-18,3.75E-07,14.47156925,8.587495766,0.073489772,5.13E-06,1.46E-25,0,0.005987142,9.454786682
5.66E-05,0.646680912,0.039420131,2.70E-09,6885.376406,3.40E-07,4.43E-10,1.27E-18,6.47E-07,0.700801069,1.792626517,5.806940155,8.512459237,1.26484298,0.001376934,2.702549841,12.42345485
4.42E-05,0.843485599,0.066647842,2.39E-09,24421.24956,9.25E-08,6.87E-10,2.95E-18,8.63E-07,0.588611887,1.670407661,9.774466998,6.631669238,0.023151274,1.90E-09,1.906259982,11.43835951
9.40E-05,0.57759336,0.075198724,4.68E-09,40807.25665,7.92E-08,4.59E-10,3.36E-18,4.00E-07,1.167280868,10.24329083,3.557650584,0.000182552,7.76E-09,4.82E-32,0.432486623,9.759352286
5.32E-05,0.700810203,0.032839305,1.23E-09,29976.29842,3.78E-07,4.84E-10,3.66E-18,4.56E-07,0.283205936,0.662350282,1.751899683,5.408649205,5.191627762,0.221583764,3.56464282,13.52951543
6.23E-05,0.709374784,0.05219033,3.46E-09,37356.55577,3.26E-07,1.66E-09,1.36E-18,7.49E-07,0.627230815,1.758064849,7.849556982,6.633338701,0.231096038,1.91E-05,1.969399889,11.50775018
1.13E-05,0.650381585,0.020166919,9.89E-10,30376.00338,1.84E-07,1.98E-09,1.05E-18,7.62E-07,0.631790242,1.125203337,1.927653315,3.347802747,3.685327144,1.48655814,6.605054837,17.84759619
5.86E-05,0.653778063,0.024099217,2.49E-09,34555.23342,2.22E-07,1.97E-09,1.51E-18,8.19E-07,0.684893088,1.716886223,5.624823131,8.951038756,1.434186644,0.000739601,2.953230699,12.73259677
4.68E-05,0.642573323,0.011603319,1.31E-09,33105.79529,1.27E-07,2.03E-09,3.59E-18,8.39E-07,0.885722556,2.187600192,7.791238046,9.571870409,0.691273758,3.74E-07,3.044070372,12.84493388
5.06E-05,0.657662258,0.045719018,3.49E-09,33213.24441,3.51E-07,1.26E-09,1.46E-18,6.15E-07,0.575718867,1.646997445,7.948276039,6.025433408,0.173247596,9.91E-06,1.817016375,11.32483352
9.36E-05,0.734209306,0.037505788,2.42E-09,25239.90576,1.86E-07,1.79E-09,2.11E-18,5.68E-07,1.04989944,3.641684604,13.07424876,4.786105215,0.014393403,1.70E-09,2.118060469,11.67597728
9.35E-05,0.526086616,0.073757629,2.50E-09,48971.46177,3.41E-07,9.21E-10,1.24E-18,8.37E-07,0.285557695,0.576243475,1.227167111,2.845365048,3.632280686,0.903050333,4.077625454,14.24757645
6.60E-05,0.891150682,0.015763451,1.02E-09,20338.00182,2.69E-07,2.23E-09,3.80E-18,5.82E-07,1.298776985,3.494240823,11.64409967,9.799328819,0.211819899,2.62E-07,2.880671929,12.62535334
5.03E-05,0.555131541,0.045816178,3.87E-09,45752.69738,3.19E-07,4.40E-10,1.71E-18,7.72E-07,0.207543202,0.530536482,2.343826108,6.281789213,1.481917336,0.003218547,2.034081523,11.58610768
9.38E-05,0.809681687,0.036095975,4.12E-09,37044.57019,1.60E-07,1.17E-09,2.45E-18,6.39E-07,1.912692043,12.20720303,4.587156859,0.00992517,7.91E-09,1.62E-31,0.624699171,10.01214938
6.99E-05,0.6946861,0.011855856,4.44E-09,8267.877192,2.90E-07,2.55E-09,1.22E-18,6.49E-07,17.20796672,13.60151152,0.457942697,0.000296518,6.47E-14,0,0.373233787,9.756965188
7.57E-05,0.598061852,0.06370472,2.14E-09,36232.75169,2.58E-08,9.03E-10,1.21E-18,8.50E-07,0.46474673,0.864024656,1.485295114,2.409905299,3.240951317,1.696782295,6.502664933,17.54725176
5.43E-05,0.61304942,0.050743748,4.77E-09,35428.99988,2.47E-07,2.46E-09,1.88E-18,7.02E-07,9.576696375,12.12395145,0.365600967,0.000129392,2.66E-14,0,0.139247085,9.615125285
1.27E-05,0.88953873,0.074638065,3.40E-09,30833.20639,3.99E-07,1.42E-09,1.08E-18,6.59E-07,0.55105083,1.420132042,4.804676892,7.960972954,1.341658491,0.002858152,2.326886859,11.96535795
4.74E-05,0.699613369,0.077420353,2.08E-09,34298.67602,1.70E-07,4.18E-10,2.91E-18,3.45E-07,0.260998587,0.634243299,1.855388422,7.117359534,3.304874951,0.008782265,2.777116766,12.52271095
2.16E-05,0.655318934,0.03044921,1.24E-09,10307.2264,4.95E-08,2.43E-09,1.04E-18,5.56E-07,1.737055848,2.900847583,4.421585276,5.635723365,3.337315816,0.560531704,6.511870694,17.62865778
9.93E-05,0.833292359,0.054935213,3.54E-09,47514.63264,3.00E-07,1.99E-09,1.43E-18,2.65E-07,0.627111925,1.837550049,8.585954099,5.926066905,0.14130773,4.15E-06,1.945669518,11.47291276
2.02E-05,0.777957242,0.059892767,1.14E-09,21792.52969,3.48E-07,9.85E-10,3.55E-18,3.88E-07,0.619586671,1.542484521,4.678940775,10.02554287,2.260669214,0.001462207,3.062961071,12.88945924
7.05E-05,0.732709534,0.074050636,1.49E-09,30800.3336,2.28E-07,1.47E-09,2.96E-18,3.47E-07,0.680493094,1.743600638,5.976153107,10.18966537,1.339275768,9.25E-05,2.881395755,12.64822749
3.80E-05,0.66098604,0.023230102,1.24E-09,27401.6541,2.78E-07,1.87E-09,2.18E-18,2.93E-07,0.725667912,1.523255277,3.55568197,6.987968526,3.85941244,0.197599087,4.197408033,14.41200693
7.77E-05,0.853338179,0.060753512,3.28E-09,16292.63341,7.99E-08,2.22E-09,1.65E-18,7.30E-07,2.157549523,12.2707229,14.47685549,0.480877583,2.85E-06,2.28E-27,1.259611432,10.69851755
1.58E-05,0.647780426,0.076753114,3.05E-09,7095.74331,7.17E-08,1.27E-09,1.46E-18,9.97E-07,2.243316305,9.55965862,16.84797496,1.974844882,7.84E-05,9.64E-25,1.647419068,11.18766219
2.48E-05,0.608453202,0.07196977,4.46E-09,20804.20041,3.36E-07,1.12E-09,3.40E-18,8.26E-07,8.947326446,0.010081948,1.20E-07,1.22E-19,0,0,7.57E-05,9.230546291
3.22E-05,0.719786729,0.01941913,1.73E-09,16159.36414,6.29E-08,2.75E-09,3.45E-18,3.62E-07,2.99618374,18.55925694,13.34806537,0.023252822,1.65E-09,1.45E-33,0.986950075,10.46152917
3.85E-05,0.798471406,0.016551057,3.60E-09,43756.7669,1.98E-07,2.74E-09,2.04E-18,9.48E-07,1.80424865,12.77536005,7.367979138,0.081196524,5.13E-07,1.80E-28,0.576520523,10.13627674
1.86E-05,0.777594898,0.051674445,1.67E-09,7536.937146,3.26E-07,2.77E-09,3.73E-18,2.81E-07,25.06410775,12.35251457,0.089573344,3.66E-07,3.82E-28,0,0.007532799,9.34288667
7.93E-05,0.534838592,0.051527618,3.95E-09,15021.15684,8.17E-08,2.78E-09,1.72E-18,6.29E-07,10.94883548,20.48345923,1.430521163,8.66E-05,5.17E-08,2.48E-30,0.338717738,9.740663896
5.96E-05,0.560435156,0.060193261,1.62E-09,9608.349897,2.03E-07,5.46E-10,3.24E-18,7.90E-07,0.874156745,2.310899458,9.584984406,6.951506948,0.1201777,8.09E-08,2.333865776,11.95609286
4.81E-05,0.786036424,0.010324469,1.67E-09,48390.78197,1.31E-07,2.79E-09,3.56E-18,4.06E-07,0.997701523,3.292599097,13.88564392,5.109819465,0.002655123,3.08E-12,2.051158158,11.60340884
4.47E-05,0.568113924,0.055729419,2.65E-09,21561.17229,1.24E-07,2.53E-09,1.03E-18,5.22E-07,1.102372687,2.217907647,4.774187217,6.905034317,2.064804039,0.042860939,3.627647568,13.64746662
8.69E-05,0.815229608,0.070171165,2.72E-09,46943.22432,2.01E-07,2.29E-09,1.50E-18,6.91E-07,0.641015151,1.654226891,5.705425806,9.240130211,1.296538295,0.000492786,2.712244692,12.43620005
5.59E-05,0.790998633,0.067783073,6.23E-10,20693.94507,1.31E-07,2.40E-09,2.51E-18,7.98E-07,1.016345635,1.855110777,3.589403569,6.323777396,4.945122441,0.985916524,6.140297615,17.0375319
8.10E-05,0.811146137,0.02767567,4.79E-09,43437.01461,1.25E-07,8.80E-10,1.18E-18,5.93E-07,0.363352474,0.944941418,4.005304657,7.842471907,1.167664357,0.000425164,2.433164579,12.06512188
9.47E-05,0.594603738,0.06477178,4.49E-09,44505.33534,1.14E-07,2.48E-09,3.62E-18,4.21E-07,12.66522893,0.025752105,4.32E-09,5.98E-30,0,0,0.169175268,9.405698722
9.86E-05,0.555920694,0.031912129,3.51E-09,30300.6847,2.51E-07,1.14E-09,2.79E-18,3.00E-07,3.250197526,12.81252001,3.217875824,0.003865097,1.38E-07,1.17E-29,0.645800381,10.02771027
4.96E-05,0.855472092,0.018781035,2.77E-09,10463.01383,2.24E-07,2.39E-09,2.04E-18,4.09E-07,9.040847727,20.31052864,3.049054684,0.002413801,5.69E-12,2.12E-40,0.312504279,9.768949918
6.57E-05,0.508594652,0.065418392,4.23E-09,6659.170841,4.17E-08,2.73E-09,2.28E-18,4.33E-07,13.41970113,0.003222763,8.12E-06,1.48E-07,6.80E-12,1.80E-37,0.119982273,9.351813582
5.99E-05,0.868408855,0.026690698,3.02E-09,27883.39861,4.42E-08,2.31E-09,2.56E-18,9.08E-07,1.931937884,16.12235473,10.01603889,0.010844527,8.50E-10,7.50E-34,0.875417412,10.24734343
6.89E-05,0.830045238,0.0560215,4.51E-09,14281.52063,1.68E-07,7.21E-10,1.32E-18,4.07E-07,0.864500617,4.45477165,11.56421535,2.424968854,0.004002498,2.95E-11,1.381856197,10.81466144
4.49E-05,0.566987873,0.043277093,3.37E-09,20299.738,3.42E-07,6.35E-10,3.72E-18,4.46E-07,8.789653345,9.55773952,0.103985963,3.32E-06,3.77E-19,0,0.104820084,9.53428369
9.18E-05,0.565321633,0.038597201,3.11E-09,49372.48118,4.71E-08,1.78E-09,1.39E-18,6.38E-07,0.580679797,1.185287174,2.657210442,6.186768876,3.257600427,0.078263741,4.018925164,14.1092889
9.78E-05,0.82006467,0.032759525,4.68E-09,11957.0831,1.79E-07,5.77E-10,2.15E-18,4.20E-07,6.661153745,13.42396298,0.758174275,0.000125847,1.22E-14,0,0.373157999,9.803904422
8.60E-05,0.726080972,0.027508743,2.45E-09,24316.4113,2.26E-07,2.11E-09,2.62E-18,9.44E-07,1.684450834,12.71753748,10.23298703,0.20108438,1.47E-06,9.23E-28,1.116041226,10.50039343
7.72E-05,0.84557805,0.07660277,3.14E-09,19800.39912,2.91E-07,2.07E-09,3.09E-18,9.78E-07,18.30098484,5.55208672,0.008461,3.50E-08,2.29E-29,0,0.047399579,9.36004392
9.93E-05,0.869517193,0.025532483,6.83E-10,36988.93536,3.07E-08,3.07E-10,1.99E-18,7.69E-07,0.171096865,0.327921401,0.627464806,1.25378103,2.487300466,2.973404433,9.271444047,21.51189466
3.37E-05,0.879108258,0.043539424,4.13E-09,32410.26232,1.58E-07,1.81E-09,2.87E-18,5.80E-07,15.27251642,6.832945861,0.009044668,2.01E-08,1.22E-29,0,0.001227456,9.349347117
9.34E-05,0.851557689,0.021161761,3.81E-09,19620.71254,1.75E-08,1.90E-09,2.95E-18,4.12E-07,17.50758347,14.42195398,0.001408236,1.11E-10,4.30E-34,0,0.349201835,9.603352467
9.96E-05,0.698092057,0.017891718,3.23E-09,21942.10739,1.64E-07,6.32E-10,3.04E-18,4.87E-07,0.875850105,10.30810774,7.358999615,0.059749684,1.12E-07,1.61E-29,1.035111033,10.39879394
